1503,,,,,,,,1122,1040,990,973,149,0,,,,,,,,,
ISO NO.,PIECE MARK,REF. DWG.,SHT. NO.,LINE NO.,PAINT SYS.,TOP COAT,PRIORITY,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,SHIP TO COATING,TO SITE,LOAD NO.,READY TO SHIP,READY TO SHIP COATING,COMMENTS,SPEC.,AREA,ON HOLD,SHOP,S.O.
     477-1,6-7114-477-1                  ,64424-P1B206AC-6                             ,1,"8""-V-64424-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/12/2020,,,M3002     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     477-2,6-7114-477-2                  ,64424-P1B206AC-6                             ,1,"8""-V-64424-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     478-1,6-7114-478-1                  ,64425-P3B121D-6                              ,1,"1 1/2""-PAA-64425-P3B121D-6                   ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     478-2,6-7114-478-2                  ,64425-P3B121D-6                              ,1,"1 1/2""-PAA-64425-P3B121D-6                   ",NONE                     ,-                   ,1,10/14/2020,10/16/2020,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     478-3,6-7114-478-3                  ,64425-P3B121D-6                              ,1,"1 1/2""-PAA-64425-P3B121D-6                   ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     479-1,6-7114-479-1                  ,64426-P3B121D-6                              ,1,"2""-PAA-64426-P3B121D-6                       ",NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     479-2,6-7114-479-2                  ,64426-P3B121D-6                              ,1,"2""-PAA-64426-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     479-3,6-7114-479-3                  ,64426-P3B121D-6                              ,1,"2""-PAA-64426-P3B121D-6                       ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     480-1,6-7114-480-1                  ,64429-P1B43BL-6                              ,1,"2""-PD-64429-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     480-2,6-7114-480-2                  ,64429-P1B43BL-6                              ,1,"2""-PD-64429-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
     481-1,6-7114-481-1                  ,64431-P3B121D-6                              ,1,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     481-2,6-7114-481-2                  ,64431-P3B121D-6                              ,1,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,10/14/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     481-3,6-7114-481-3                  ,64431-P3B121D-6                              ,1,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,10/15/2020,10/15/2020,10/15/2020,10/15/2020,,,M3003     ,,,,P3B121D   ,6,,MOBILE    ,7114
     481-4,6-7114-481-4                  ,64431-P3B121D-6                              ,1,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     482-1,6-7114-482-1                  ,64431-P3B121D-6                              ,2,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     482-2,6-7114-482-2                  ,64431-P3B121D-6                              ,2,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     482-3,6-7114-482-3                  ,64431-P3B121D-6                              ,2,"2""-PAA-64431-P3B121D-6                       ",NONE                     ,-                   ,1,10/16/2020,,,,,,,,,,P3B121D   ,6,,BR        ,7114
     483-1,6-7114-483-1                  ,64432-P3B121D-6                              ,1,"1/2""-PAA-64432-P3B121D-6                     ",NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/15/2020,10/15/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     483-2,6-7114-483-2                  ,64432-P3B121D-6                              ,1,"1/2""-PAA-64432-P3B121D-6                     ",NONE                     ,-                   ,1,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P3B121D   ,6,,BR        ,7114
     484-1,6-7114-484-1                  ,64434-P1B206AC-6                             ,1,"1/2""-V-64434-P1B206AC-6                      ",NONE                     ,-                   ,1,10/13/2020,10/14/2020,10/14/2020,10/14/2020,,,M3002     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     485-1,6-7114-485-1                  ,64436-P1B206AC-6                             ,1,"3""-V-P1B206AC-6                              ",NONE                     ,-                   ,1,10/6/2020,10/8/2020,10/8/2020,10/8/2020,,,M3001     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     486-1,6-7114-486-1                  ,64445-P3B121D-6                              ,1,3-PAA-64445-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/14/2020,10/14/2020,10/15/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     486-2,6-7114-486-2                  ,64445-P3B121D-6                              ,1,3-PAA-64445-P3B121D-6                        ,NONE                     ,-                   ,1,10/15/2020,10/16/2020,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     487-1,6-7114-487-1                  ,64445-P3B121D-6                              ,2,3-PAA-64445-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     490-1,6-7114-490-1                  ,64446-P3B121D-6                              ,2,3-PAA-64446-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     490-2,6-7114-490-2                  ,64446-P3B121D-6                              ,2,3-PAA-64446-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     491-1,6-7114-491-1                  ,64447-P3B121D-6                              ,1,4-PAA-64447-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/15/2020,10/15/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     493-1,6-7114-493-1                  ,64449-P1A4L-6                                ,2,"3-HTF-64449-P1A4L-6-C2-1.5""                  ",SZ307S                   ,-                   ,1,10/13/2020,10/15/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
     494-1,6-7114-494-1                  ,64450-P1A4L-6                                ,1,1-HTF-64450-P1A4L-6                          ,SZ309S                   ,WHITE RAL 9016      ,1,10/13/2020,10/15/2020,10/15/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
     496-1,6-7114-496-1                  ,64461-P3B121D-6                              ,1,3-PAA-64461-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     497-1,6-7114-497-1                  ,64461-P3B121D-6                              ,2,3-PAA-64461-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     497-2,6-7114-497-2                  ,64461-P3B121D-6                              ,2,3-PAA-64461-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     498-1,6-7114-498-1                  ,64461-P3B121D-6                              ,3,3-PAA-64461-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     498-2,6-7114-498-2                  ,64461-P3B121D-6                              ,3,3-PAA-64461-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/14/2020,10/15/2020,10/15/2020,,,B3001     ,,,,P3B121D   ,6,,BR        ,7114
     499-1,6-7114-499-1                  ,64462-P3B121D-6                              ,1,3-PAA-64462-P3B121D-6                        ,NONE                     ,-                   ,1,10/15/2020,,,,,,,,,,P3B121D   ,6,,BR        ,7114
     500-1,6-7114-500-1                  ,64462-P3B121D-6                              ,2,3-PAA-64462-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     501-1,6-7114-501-1                  ,64462-P3B121D-6                              ,3,"3""-PAA-64462-P3B121D-6                       ",NONE                     ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/30/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
     501-2,6-7114-501-2                  ,64462-P3B121D-6                              ,3,3-PAA-64462-P3B121D-6                        ,NONE                     ,-                   ,1,10/6/2020,10/8/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
     503-1,6-7114-503-1                  ,64463-P1A4L-6                                ,2,"3-HTF-64463-P1A4L-6-C2-1.5""                  ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
     506-1,6-7114-506-1                  ,64466-P1A4L-6                                ,1,1-HTF-64466-P1A4L-6                          ,SZ309S                   ,WHITE RAL 9016      ,1,10/13/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P1A4L     ,6,,PA        ,7114
     507-1,6-7114-507-1                  ,64475-P5B66H-6                               ,1,3-PAA-64475-P5B66H-6                         ,NONE                     ,-                   ,1,10/14/2020,10/16/2020,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
     508-2,6-7114-508-2                  ,64475-P5B66H-6                               ,2,3-PAA-64475-P5B66H-6                         ,NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/12/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     509-1,6-7114-509-1                  ,64475-P5B66H-6                               ,3,3-PAA-64475-P5B66H-6                         ,NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     510-2,6-7114-510-2                  ,64475-P5B66H-6                               ,4,3-PAA-64475-P5B66H-6                         ,NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     512-1,6-7114-512-1                  ,64477-P5B66H-6                               ,2,"4""-PAA-64477-P5B66H-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
     515-1,6-7114-515-1                  ,64480-P1A4L-6                                ,2,"3-HTF-64480-P1A4L-6-C2-1.5""                  ",SZ307S                   ,-                   ,1,10/13/2020,,,,,,,,,,P1A4L     ,6,,PA        ,7114
     516-1,6-7114-516-1                  ,64481-P1A4L-6                                ,1,1-HTF-64481-P1A4L-6                          ,SZ309S                   ,WHITE RAL 9016      ,1,10/13/2020,10/15/2020,10/16/2020,10/16/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
     519-1,6-7114-519-1                  ,64490-P5B66H-6                               ,1,3-PAA-64490-P5B66H-6                         ,NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,M3001     ,,,,P5B66H    ,6,,MOBILE    ,7114
     519-2,6-7114-519-2                  ,64490-P5B66H-6                               ,1,3-PAA-64490-P5B66H-6                         ,NONE                     ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,10/1/2020,,,M3001     ,,,,P5B66H    ,6,,MOBILE    ,7114
     520-1,6-7114-520-1                  ,64490-P5B66H-6                               ,2,3-PAA-64490-P5B66H-6                         ,NONE                     ,-                   ,1,10/1/2020,10/6/2020,10/7/2020,10/8/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
     521-2,6-7114-521-2                  ,64491-P5B66H-6                               ,1,"3-PAA-64491-P5B66H-6-C2-1""                   ",NONE                     ,-                   ,1,10/1/2020,10/1/2020,10/5/2020,10/5/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
     522-1,6-7114-522-1                  ,64491-P5B66H-6                               ,2,"3-PAA-64491-P5B66H-6-C2-1""                   ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/12/2020,10/13/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     523-2,6-7114-523-2                  ,64500-P5B66H-6                               ,1,3-PAA-64500-P5B66H-6                         ,NONE                     ,-                   ,1,10/14/2020,10/16/2020,,,,,,,,,P5B66H    ,6,,MOBILE    ,7114
     524-2,6-7114-524-2                  ,64500-P5B66H-6                               ,2,3-PAA-64500-P5B66H-6                         ,NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     525-1,6-7114-525-1                  ,64515-P5B66H-6                               ,1,3-PAA-64515-P5B66H-6                         ,NONE                     ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,9/30/2020,,,M3001     ,,,,P5B66H    ,6,,MOBILE    ,7114
     525-2,6-7114-525-2                  ,64515-P5B66H-6                               ,1,3-PAA-64515-P5B66H-6                         ,NONE                     ,-                   ,1,9/29/2020,9/30/2020,10/5/2020,10/5/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     526-1,6-7114-526-1                  ,64515-P5B66H-6                               ,2,3-PAA-64515-P5B66H-6                         ,NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/8/2020,10/8/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
     527-2,6-7114-527-2                  ,64516-P5B66H-6                               ,1,"4-PAA-64516-P5B66H-6-C2-1""                   ",NONE                     ,-                   ,1,10/1/2020,10/1/2020,10/5/2020,10/5/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
     528-1,6-7114-528-1                  ,64516-P5B66H-6                               ,2,"4-PAA-64516-P5B66H-6-C2-1""                   ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     529-1,6-7114-529-1                  ,64542-P1B43BL-6                              ,1,"3/4""-VAC-64542-P1B43BL-6                     ",NONE                     ,-                   ,1,10/8/2020,10/14/2020,10/14/2020,10/14/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     530-1,6-7114-530-1                  ,64543-P1B206AC-6                             ,1,"3""-V-64543-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/14/2020,10/15/2020,,,B3001     ,,,,P1B206AC  ,6,,BR        ,7114
     531-1,6-7114-531-1                  ,64552-P3B121D-6                              ,1,4-PAA-64552-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,10/8/2020,MOBILE    ,7114
     531-2,6-7114-531-2                  ,64552-P3B121D-6                              ,1,4-PAA-64552-P3B121D-6                        ,NONE                     ,-                   ,1,9/29/2020,10/6/2020,10/6/2020,10/6/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
     533-1,6-7114-533-1                  ,64553-P3B121D-6                              ,2,3-PAA-64553-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/15/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     533-2,6-7114-533-2                  ,64553-P3B121D-6                              ,2,3-PAA-64553-P3B121D-6                        ,NONE                     ,-                   ,1,10/14/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     537-1,6-7114-537-1                  ,64566-P3B121D-6                              ,1,3-PAA-64566-P3B121D-6                        ,NONE                     ,-                   ,1,10/15/2020,10/17/2020,,,,,,,,,P3B121D   ,6,,BR        ,7114
     538-1,6-7114-538-1                  ,64566-P3B121D-6                              ,2,3-PAA-64566-P3B121D-6                        ,NONE                     ,-                   ,1,10/15/2020,,,,,,,,,,P3B121D   ,6,,BR        ,7114
     540-1,6-7114-540-1                  ,64567-P3B121D-6                              ,2,6-PAA-64567-P3B121D-6                        ,NONE                     ,-                   ,1,10/8/2020,10/9/2020,10/9/2020,10/9/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
     541-1,6-7114-541-1                  ,64567-P3B121D-6                              ,3,6-PAA-64567-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     542-1,6-7114-542-1                  ,64567-P3B121D-6                              ,4,6-PAA-64567-P3B121D-6                        ,NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
     544-1,6-7114-544-1                  ,64571-P1A4L-6                                ,2,"2-HTF-64571-P1A4L-6-C2-1.5""                  ",SZ307S                   ,-                   ,1,10/14/2020,,,,,,,,,,P1A4L     ,6,,PA        ,7114
     545-2,6-7114-545-2                  ,64591-P5B66H-6                               ,1,4-PAA-64591-P5B66H-6                         ,NONE                     ,-                   ,1,10/14/2020,,,,,,,,,,P5B66H    ,6,10/14/2020,BR        ,7114
     549-1,6-7114-549-1                  ,64625-P5B66H-6                               ,1,4-PAA-64625-P5B66H-6                         ,NONE                     ,-                   ,1,9/29/2020,9/30/2020,10/1/2020,10/1/2020,,,M3001     ,,,,P5B66H    ,6,,MOBILE    ,7114
     549-2,6-7114-549-2                  ,64625-P5B66H-6                               ,1,4-PAA-64625-P5B66H-6                         ,NONE                     ,-                   ,1,9/29/2020,10/5/2020,10/6/2020,10/6/2020,,,M3001     ,,,,P5B66H    ,6,,MOBILE    ,7114
     550-1,6-7114-550-1                  ,64625-P5B66H-6                               ,2,4-PAA-64625-P5B66H-6                         ,NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/12/2020,10/12/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
     551-1,6-7114-551-1                  ,64626-P5B66H-6                               ,1,"4-PAA-64626-P5B66H-6-C2-1""                   ",NONE                     ,-                   ,1,10/1/2020,10/1/2020,10/5/2020,10/5/2020,,,B3001     ,,,,P5B66H    ,6,,BR        ,7114
     552-1,6-7114-552-1                  ,64626-P5B66H-6                               ,2,"4-PAA-64626-P5B66H-6-C2-1""                   ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/12/2020,10/12/2020,,,M3002     ,,,,P5B66H    ,6,,MOBILE    ,7114
     553-1,6-7114-553-1                  ,64645-P1B43BL-6                              ,1,"1.5""-ADD-64645-P1B43BL-6-C2-1""               ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     554-1,6-7114-554-1                  ,64645-P1B43BL-6                              ,2,"1.5""-ADD-64645-P1B43BL-6-C2-1""               ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
     555-1,6-7114-555-1                  ,64646-P1B43BL-6                              ,1,"1-ADD-64646-P1B43BL-6-C2-1""                  ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     556-1,6-7114-556-1                  ,64653-P1B206AC-6                             ,1,"2""-V-64653-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/13/2020,,,B3001     ,,,,P1B206AC  ,6,,BR        ,7114
     556-2,6-7114-556-2                  ,64653-P1B206AC-6                             ,1,"2""-V-64653-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/14/2020,,,B3001     ,,,,P1B206AC  ,6,,BR        ,7114
     557-1,6-7114-557-1                  ,64654-P1B206AC-6                             ,1,"3""-V-64654-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/15/2020,10/15/2020,,,B3001     ,,,,P1B206AC  ,6,,BR        ,7114
     558-1,6-7114-558-1                  ,64657-P1A4L-6                                ,1,"1.5""-HTF-64657-P1A4L-6-C2-1""                 ",SZ307S                   ,-                   ,1,10/15/2020,,,,,,,,,,P1A4L     ,6,,PA        ,7114
     559-1,6-7114-559-1                  ,64663-P1B43BL-6                              ,1,"1""-ADD-64663-P1B43BL-6-C2-1""                 ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
     560-1,6-7114-560-1                  ,64663-P1B43BL-6                              ,2,"1""-ADD-64663-P1B43BL-6-C2-1""                 ",NONE                     ,-                   ,1,,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
     560-2,6-7114-560-2                  ,64663-P1B43BL-6                              ,2,"1""-ADD-64663-P1B43BL-6-C2-1""                 ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
     561-1,6-7114-561-1                  ,64730-P1B43BL-6                              ,1,"2""-DM-64730-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     561-2,6-7114-561-2                  ,64730-P1B43BL-6                              ,1,"2""-DM-64730-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,,,,,,,,,P1B43BL   ,6,,BR        ,7114
     562-1,6-7114-562-1                  ,64732-P1B43BL-6                              ,1,1.5-DM-64732-P1B43BL-6                       ,NONE                     ,-                   ,1,10/15/2020,10/17/2020,10/17/2020,10/17/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     563-1,6-7114-563-1                  ,64732-P1B43BL-6                              ,2,1.5-DM-64732-P1B43BL-6                       ,NONE                     ,-                   ,1,10/15/2020,,,,,,,,,,P1B43BL   ,6,,BR        ,7114
     565-1,6-7114-565-1                  ,64735-P1B206AC-6                             ,1,"2""-V-64735-P1B206AC-6                        ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/14/2020,,,B3001     ,,,,P1B206AC  ,6,,BR        ,7114
     566-1,6-7114-566-1                  ,64737-P1A4L-6                                ,1,"1""-HTF-64737-P1A4L-6                         ",SZ309S                   ,WHITE RAL 9016      ,1,9/30/2020,10/6/2020,10/7/2020,10/7/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
     567-1,6-7114-567-1                  ,64739-P1B43BL-6                              ,1,"1""-DM-64739-P1B43BL-6                        ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     567-2,6-7114-567-2                  ,64739-P1B43BL-6                              ,1,"1""-DM-64739-P1B43BL-6                        ",NONE                     ,-                   ,1,10/8/2020,10/13/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
     567-3,6-7114-567-3                  ,64739-P1B43BL-6                              ,1,"1""-DM-64739-P1B43BL-6                        ",NONE                     ,-                   ,1,10/15/2020,10/16/2020,10/16/2020,10/16/2020,,,B3002     ,,,,P1B43BL   ,6,,BR        ,7114
     568-1,6-7114-568-1                  ,64741-P1B206AC-6                             ,1,".75""-V-64741-P1B206AC-6                      ",NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/7/2020,10/8/2020,,,M3001     ,,,,P1B206AC  ,6,,MOBILE    ,7114
     569-1,6-7114-569-1                  ,64755-P1A109J-6                              ,1,"1""-N-64755-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL 5015       ,1,9/29/2020,9/30/2020,9/30/2020,10/1/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     570-1,6-7114-570-1                  ,64755-P1A109J-6                              ,2,"1""-N-64755-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL 5015       ,1,10/13/2020,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     571-1,6-7114-571-1                  ,64755-P1A109J-6                              ,3,"1""-N-64755-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/15/2020,10/16/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     571-3,6-7114-571-3                  ,64755-P1A109J-6                              ,3,"1""-N-64755-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/15/2020,10/15/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     572-1,6-7114-572-1                  ,64756-P1A109J-6                              ,1,"1""-N-64756-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL 5015       ,1,9/29/2020,9/30/2020,9/30/2020,10/1/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     572-2,6-7114-572-2                  ,64756-P1A109J-6                              ,1,"1""-N-64756-P1A109J-6                         ",GALV./SZ227Z             ,BLUE RAL 5015       ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     573-1,6-7114-573-1                  ,64756-P1A109J-6                              ,2,"1""-N-64756-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/15/2020,10/16/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     574-1,6-7114-574-1                  ,64756-P1A109J-6                              ,3,"1""-N-64756-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/15/2020,10/15/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     574-3,6-7114-574-3                  ,64756-P1A109J-6                              ,3,"1""-N-64756-P1A109J-6                         ",GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,,,,,,,,,,P1A109J   ,6,,PA        ,7114
     575-1,6-7114-575-1                  ,64757-P1A109J-6                              ,1,1-N-64757-P1A109J-6                          ,GALV./SZ227S             ,BLUE RAL 5015       ,1,9/29/2020,10/5/2020,10/5/2020,10/5/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     575-2,6-7114-575-2                  ,64757-P1A109J-6                              ,1,1-N-64757-P1A109J-6                          ,GALV./SZ227S             ,BLUE RAL 5015       ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     576-1,6-7114-576-1                  ,64757-P1A109J-6                              ,2,1-N-64757-P1A109J-6                          ,GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/15/2020,10/16/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     577-1,6-7114-577-1                  ,64757-P1A109J-6                              ,3,1-N-64757-P1A109J-6                          ,GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/15/2020,10/15/2020,,,P5002     ,,,,P1A109J   ,6,,PA        ,7114
     577-3,6-7114-577-3                  ,64757-P1A109J-6                              ,3,1-N-64757-P1A109J-6                          ,GALV./SZ227S             ,BLUE RAL5015        ,1,10/13/2020,10/15/2020,10/16/2020,10/16/2020,,,,,,,P1A109J   ,6,,PA        ,7114
