1503,,,,,,,,1122,1040,990,973,149,0,,,,,,,,,
ISO NO.,PIECE MARK,REF. DWG.,SHT. NO.,LINE NO.,PAINT SYS.,TOP COAT,PRIORITY,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,SHIP TO COATING,TO SITE,LOAD NO.,READY TO SHIP,READY TO SHIP COATING,COMMENTS,SPEC.,AREA,ON HOLD,SHOP,S.O.
837,0-7114-837-1                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-10                 ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-11                 ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-12                 ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-13                 ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-14                 ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-2                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-3                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-4                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-5                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-6                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-7                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-8                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
837,0-7114-837-9                  ,64775-P1B43BL-0                              ,2,"2""-DM-64775-P1B43BL-0-C2E-1.5""-E             ",NONE                     ,-                   ,2,,,,,,,,,,,P1B43BL   ,0,,MOBILE    ,7114
845,0-7114-845-1                  ,64910-P1A109J-0                              ,2,"4""-AIR-64910-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
845,0-7114-845-2                  ,64910-P1A109J-0                              ,2,"4""-AIR-64910-P1A109J-0                       ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A109J   ,0,,PA        ,7114
890,0-7114-890-2                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
890,0-7114-890-3                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
890,0-7114-890-4                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
890,0-7114-890-5                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
890,0-7114-890-6                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
890,0-7114-890-7                  ,65112-P1A4L-0                                ,5,"14""-HTF-65112-P1A4L-0-C2-2.5""                ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
909,0-7114-909-1                  ,65200-P1A4L-0                                ,3,"6""-HTF-65200-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
909,0-7114-909-2                  ,65200-P1A4L-0                                ,3,"6""-HTF-65200-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
909,0-7114-909-3                  ,65200-P1A4L-0                                ,3,"6""-HTF-65200-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
924,0-7114-924-1                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-10                 ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-11                 ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-12                 ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-13                 ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-2                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-3                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,,,,,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-4                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-5                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-6                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-7                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-8                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
924,0-7114-924-9                  ,65287-P1A42M-0                               ,1,"3""-CTW-65287-P1A42M-0-C2-1.5""                ",GALV.                    ,-                   ,2,10/16/2020,10/16/2020,10/16/2020,10/16/2020,,,,,,,P1A42M    ,0,,PA        ,7114
926,0-7114-926-1                  ,65419-P1A4L-0                                ,1,"3""-HTF-65419-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
926,0-7114-926-2                  ,65419-P1A4L-0                                ,1,"3""-HTF-65419-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
926,0-7114-926-3                  ,65419-P1A4L-0                                ,1,"3""-HTF-65419-P1A4L-0-C2-1.5""                 ",SZ307S                   ,-                   ,2,,,,,,,,,,,P1A4L     ,0,,PA        ,7114
1004,7-7114-1004-3                 ,65415-P1B43BL-7                              ,2,"2""-WW-65415-P1B43BL-7-1.5""-E                 ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
1004,7-7114-1004-4                 ,65415-P1B43BL-7                              ,2,"2""-WW-65415-P1B43BL-7-1.5""-E                 ",NONE                     ,-                   ,3,,,,,,,,,,,P1B43BL   ,7,,MOBILE    ,7114
1007,7-7114-1007-1                 ,65423-P1A42M-7                               ,3,"6""-CTW-65423-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
1007,7-7114-1007-2                 ,65423-P1A42M-7                               ,3,"6""-CTW-65423-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
1007,7-7114-1007-3                 ,65423-P1A42M-7                               ,3,"6""-CTW-65423-P1A42M-7-C2-1.5""                ",GALV.                    ,-                   ,3,,,,,,,,,,,P1A42M    ,7,,PA        ,7114
1238,6-7114-1238-1                 ,64830-P1A109J-6                              ,1,"3""-N-64830-P1A109J-6                         ",GALV./5Z1175             ,BLUE RAL 5015       ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
1238,6-7114-1238-2                 ,64830-P1A109J-6                              ,1,"3""-N-64830-P1A109J-6                         ",GALV./5Z1175             ,BLUE RAL 5015       ,1,,,,,,,,,,,P1A109J   ,6,,PA        ,7114
       4-1,6-7114-4-1                    ,64000-P1B43BL-6                              ,1,"3""-PAA-64000-P1B43BL-6                       ",NONE                     ,-                   ,1,10/6/2020,10/8/2020,10/14/2020,10/14/2020,,,M3002     ,,,,P1B43BL   ,6,,MOBILE    ,7114
       4-2,6-7114-4-2                    ,64000-P1B43BL-6                              ,1,"3""-PAA-64000-P1B43BL-6                       ",NONE                     ,-                   ,1,9/29/2020,10/1/2020,10/1/2020,10/1/2020,,,M3001     ,,,,P1B43BL   ,6,,MOBILE    ,7114
       4-3,6-7114-4-3                    ,64000-P1B43BL-6                              ,1,"3""-PAA-64000-P1B43BL-6                       ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/14/2020,,,,,,,P1B43BL   ,6,,BR        ,7114
       5-1,6-7114-5-1                    ,64001-P3B121D-6                              ,1,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
       5-2,6-7114-5-2                    ,64001-P3B121D-6                              ,1,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,10/12/2020,10/13/2020,10/15/2020,10/15/2020,,,M3003     ,,,,P3B121D   ,6,,MOBILE    ,7114
       5-3,6-7114-5-3                    ,64001-P3B121D-6                              ,1,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,10/12/2020,10/13/2020,10/13/2020,10/13/2020,,,M3002     ,,,,P3B121D   ,6,,MOBILE    ,7114
       5-4,6-7114-5-4                    ,64001-P3B121D-6                              ,1,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/30/2020,,,M3001     ,,,,SEE ISO   ,6,,MOBILE    ,7114
       6-1,6-7114-6-1                    ,64001-P3B121D-6                              ,2,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
       7-1,6-7114-7-1                    ,64001-P3B121D-6                              ,3,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,9/29/2020,9/29/2020,9/29/2020,9/29/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
       7-2,6-7114-7-2                    ,64001-P3B121D-6                              ,3,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,10/8/2020,10/12/2020,10/13/2020,10/14/2020,,,,,,,P3B121D   ,6,10/14/2020,MOBILE    ,7114
       7-3,6-7114-7-3                    ,64001-P3B121D-6                              ,3,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
       7-4,6-7114-7-4                    ,64001-P3B121D-6                              ,3,"2""-PAA-64001-P3B121D-6                       ",NONE                     ,-                   ,1,,,,,,,,,,,P3B121D   ,6,,MOBILE    ,7114
       8-1,6-7114-8-1                    ,64002-P1A4L-6                                ,1,"2""-HTF-64002-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,10/1/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
       8-2,6-7114-8-2                    ,64002-P1A4L-6                                ,1,"2""-HTF-64002-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,10/5/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
       9-1,6-7114-9-1                    ,64002-P1A4L-6                                ,2,"2""-HTF-64002-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,9/29/2020,9/30/2020,9/30/2020,9/30/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
       9-2,6-7114-9-2                    ,64002-P1A4L-6                                ,2,"2""-HTF-64002-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/16/2020,10/16/2020,,,,,,,,P1A4L     ,6,,PA        ,7114
      10-1,6-7114-10-1                   ,64005-P1A4L-6                                ,1,"2""-HTF-64005-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/13/2020,10/15/2020,10/15/2020,,,P2002     ,,,,P1A4L     ,6,,PA        ,7114
      10-2,6-7114-10-2                   ,64005-P1A4L-6                                ,1,"2""-HTF-64005-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,10/13/2020,10/16/2020,,,,,,,,,P1A4L     ,6,,PA        ,7114
      11-1,6-7114-11-1                   ,64005-P1A4L-6                                ,2,"2""-HTF-64005-P1A4L-6-C2-2""                   ",SZ307S                   ,-                   ,1,,,,,,,,,,,P1A4L     ,6,,PA        ,7114
      12-1,6-7114-12-1                   ,64006-P1B206AC-6                             ,1,"4""-V-64006-P1B206AC-6                        ",NONE                     ,-                   ,1,10/1/2020,10/6/2020,10/7/2020,10/7/2020,,,M3001     ,,,,P1B206AC  ,6,,MOBILE    ,7114
      13-2,6-7114-13-2                   ,64007-P1B206AC-6                             ,1,"2""-V-64007-P1B206AC-6                        ",NONE                     ,-                   ,1,10/6/2020,10/8/2020,10/15/2020,10/15/2020,,,M3003     ,,,,P1B206AC  ,6,,MOBILE    ,7114
      14-1,6-7114-14-1                   ,64008-P1B206AC-6                             ,1,"2""-V-64008-P1B206AC-6                        ",NONE                     ,-                   ,1,10/1/2020,10/7/2020,10/8/2020,10/8/2020,,,M3001     ,,,,P1B206AC  ,6,,MOBILE    ,7114
      14-2,6-7114-14-2                   ,64008-P1B206AC-6                             ,1,"2""-V-64008-P1B206AC-6                        ",NONE                     ,-                   ,1,10/6/2020,10/8/2020,10/14/2020,10/14/2020,,,M3002     ,,,,P1B206AC  ,6,,MOBILE    ,7114
      15-1,6-7114-15-1                   ,64009-P1A4L-6                                ,1,"2""-HTF-64009-P1A4L-6                         ",SZ309S                   ,WHITE RAL 9016      ,1,9/28/2020,9/29/2020,9/29/2020,9/29/2020,10/13/2020,,P2001     ,,,,P1A4L     ,6,,PA        ,7114
      16-1,6-7114-16-1                   ,64010-P3B121D-6                              ,1,"2""-PAA-64010-P3B121D-6                       ",NONE                     ,-                   ,1,9/28/2020,9/30/2020,10/5/2020,10/5/2020,,,M3001     ,,,,P3B121D   ,6,,MOBILE    ,7114
