,1773,,,,,,1773,1773,1773,1773,110,0,1750,0,689,1492,1288,1398,1772,,,,,,,
SHOP,ISO NO,PIECEMARK,REF. DWG.,LINE NO.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,PHASE,ON HOLD,OFF HOLD,HYDRO,HYDRO DATE
TEXAS     ,     223-1,MK-000-CWR-20056-60-1,000-CWR-20056-60                             ,"2000-CWR-20056-10""-T12CS1T01-ETW-2""-PF       ",19                       ,-                   ,02/22/2020,02/24/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T12CS1T01 ,CWA-6     ,,,N/A   ,
TEXAS     ,     966-2,MK-000-P-20007-60-2,000-P-20007-60                               ,"2000-P-20007-6""-T3CB2S01-ET-1 1/2""-HC        ",19                       ,-                   ,02/27/2020,02/27/2020,02/28/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T3CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     365-1,MK-000-P-20063-62-1,000-P-20063-62                               ,"2000-P-20063-6""-T3CB2S01-NT-2""-HC            ",19                       ,-                   ,02/22/2020,02/23/2020,02/24/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T3CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     397-1,MK-000-P-9048-12-1,000-P-9048-12                                ,"900-P-9048-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,02/28/2020,02/28/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     117-2,MK-000-P-9057-32-2,000-P-9057-32                                ,"900-P-9057-8""-T3CH2S99-ETW-2""-HC             ",19                       ,-                   ,02/22/2020,02/23/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     918-1,MK-000-P-9060-80-1,000-P-9060-80                                ,"900-P-9060-12""-T6CH2S99-ETW-2""-HC            ",19                       ,-                   ,02/29/2020,03/01/2020,03/01/2020,03/01/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     177-2,MK-000-P-9089-80-2,000-P-9089-80                                ,"900-P-9089-12""-T6CH2S99-ET-2""-HC             ",19                       ,-                   ,02/22/2020,02/25/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,      80-1,MK-000-P-9389-40-1,000-P-9389-40                                ,"900-P-9389-8""-T3CH2S99-ET-2""-HC              ",19                       ,-                   ,02/22/2020,02/24/2020,02/25/2020,02/26/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     382-2,MK-000-WF-9357-21-2,000-WF-9357-21                               ,"900-WF-9357-8""-T1CH2S99-ETW-2""-PF            ",40                       ,LIGHT GRAY          ,02/21/2020,02/23/2020,02/24/2020,02/24/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     136-2,MK-000-WF-9379-40-2,000-WF-9379-40                               ,"900-WF-9379-6""-T1CH2S99-ETW-1 1/2""-PF        ",40                       ,LIGHT GRAY          ,02/27/2020,02/27/2020,02/28/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     200-1,MK-000-WP-9783-40-1,000-WP-9783-40                               ,"900-WP-9783-12""-T3CH2S99-ETW-2""-PF           ",19                       ,-                   ,02/27/2020,02/29/2020,03/01/2020,03/01/2020,,,03/02/2020,,,03/04/2020,03/12/2020,03/17/2020,03/19/2020,T4008     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     437-1,MK-000-AV-20205-60-1,000-AV-20205-60                              ,"2000-AV-20205-2""-T1CB1S01-ETW-1""-PF          ",19                       ,-                   ,02/21/2020,02/24/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB1S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     320-1,MK-000-AV-20205-61-1,000-AV-20205-61                              ,"2000-AV-20205-2""-T1CB1S01-ETW-1""-PF          ",19                       ,-                   ,02/22/2020,02/24/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB1S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     391-3,MK-000-NI-20169-61-3,000-NI-20169-61                              ,"2000-NI-20169-1.5""-T1CB1S01-NT-0""-N          ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/26/2020,02/27/2020,02/27/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB1S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,      36-3,MK-000-NI-9465-41-3,000-NI-9465-41                               ,"900-NI-9465-1-1/2""-T1CB1S01-NT-0""-N          ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/23/2020,02/26/2020,02/26/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     107-2,MK-000-NI-9472-40-2,000-NI-9472-40                               ,"900-NI-9472-1.5""-T1CB1S01-NT-0""-N            ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/23/2020,02/26/2020,02/26/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     176-1,MK-000-NI-9767-81-1,000-NI-9767-81                               ,"900-NI-9767-1""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/27/2020,02/28/2020,02/28/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     326-1,MK-000-P-9041-11-1,000-P-9041-11                                ,"900-P-9041-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     326-3,MK-000-P-9041-11-3,000-P-9041-11                                ,"900-P-9041-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     394-2,MK-000-P-9042-12-2,000-P-9042-12                                ,"900-P-9042-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     394-3,MK-000-P-9042-12-3,000-P-9042-12                                ,"900-P-9042-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     328-3,MK-000-P-9048-11-3,000-P-9048-11                                ,"900-P-9048-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/28/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     148-2,MK-000-P-9086-32-2,000-P-9086-32                                ,"900-P-9086-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     149-2,MK-000-P-9086-33-2,000-P-9086-33                                ,"900-P-9086-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     151-2,MK-000-P-9088-32-2,000-P-9088-32                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     152-2,MK-000-P-9088-33-2,000-P-9088-33                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     409-2,MK-000-P-9211-11-2,000-P-9211-11                                ,"900-P-9211-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/21/2020,02/23/2020,02/24/2020,02/24/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     182-1,MK-000-P-9229-80-1,000-P-9229-80                                ,"900-P-9229-2""-T6CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/21/2020,02/24/2020,02/25/2020,02/26/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T6CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     341-3,MK-000-P-9231-13-3,000-P-9231-13                                ,"900-P-9231-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,      83-4,MK-000-P-9686-40-4,000-P-9686-40                                ,"900-P-9686-6""-T3CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T3CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     777-2,MK-000-POWS-20261-60-2,000-POWS-20261-60                            ,"2000-POWS-20261-1""-T1CB2S01-ETW-1""-PF        ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     778-1,MK-000-POWS-20262-60-1,000-POWS-20262-60                            ,"2000-POWS-20262-1""-T1CB2S01-ETW-1""-PF        ",19                       ,-                   ,02/26/2020,02/28/2020,02/28/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     779-1,MK-000-POWS-20263-60-1,000-POWS-20263-60                            ,"2000-POWS-20263-1""-T1CH2S99-ETW-1""-PF        ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,     304-1,MK-000-POWS-9732-30-1,000-POWS-9732-30                             ,"900-POWS-9732-0.75""-T9CH2S99-ETW-1 1/2""-HC   ",19                       ,-                   ,02/27/2020,02/28/2020,02/28/2020,03/01/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     307-1,MK-000-POWS-9735-30-1,000-POWS-9735-30                             ,"900-POWS-9735-0.75""-T9CH2S99-ETW-1 1/2""-HC   ",19                       ,-                   ,02/27/2020,02/28/2020,02/28/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     373-1,MK-000-POWS-9737-30-1,000-POWS-9737-30                             ,"900-POWS-9737-0.75""-T9CH2S99-ETW-1 1/2""-HC   ",19                       ,-                   ,02/27/2020,02/29/2020,02/29/2020,03/02/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     308-2,MK-000-POWS-9738-30-2,000-POWS-9738-30                             ,"900-POWS-9738-2""-T1CB2S01-ETW-1""-PF          ",19                       ,-                   ,02/21/2020,02/24/2020,02/26/2020,02/26/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,      52-1,MK-000-POWS-9744-70-1,000-POWS-9744-70                             ,"900-POWS-9744-3/4""-T9CB2S01-ET-1 1/2""-HC     ",19                       ,-                   ,02/27/2020,02/29/2020,02/29/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,      92-1,MK-000-POWS-9747-70-1,000-POWS-9747-70                             ,"900-POWS-9747-0.75""-T9CB2S01-ET-1 1/2""-HC    ",19                       ,-                   ,02/27/2020,02/29/2020,02/29/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     892-2,MK-000-S5-20145-62-2,000-S5-20145-62                              ,"2000-S5-20145-1.5""-T1CS1S02-ETW-2""-HC        ",19                       ,-                   ,02/28/2020,02/29/2020,02/29/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-6     ,,,N/A   ,
TEXAS     ,     123-1,MK-000-S5-9413-41-1,000-S5-9413-41                               ,"900-S5-9413-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/23/2020,02/26/2020,02/26/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     123-3,MK-000-S5-9413-41-3,000-S5-9413-41                               ,"900-S5-9413-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/24/2020,02/25/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,02/24/2020,N/A   ,
TEXAS     ,     714-2,MK-000-S5-9419-20-2,000-S5-9419-20                               ,"900-S5-9419-1""-T1CS1S02-ETW-1 1/2""-HC        ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     485-1,MK-000-S5-9491-11-1,000-S5-9491-11                               ,"900-S5-9491-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/21/2020,02/24/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     492-2,MK-000-S5-9525-16-2,000-S5-9525-16                               ,"900-S5-9525-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/21/2020,02/24/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     887-1,MK-000-S5-9664-23-1,000-S5-9664-23                               ,"900-S5-9664-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/26/2020,02/28/2020,02/28/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     497-1,MK-000-SC-9529-12-1,000-SC-9529-12                               ,"900-SC-9529-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,02/27/2020,02/29/2020,02/29/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     160-2,MK-000-SC-9647-40-2,000-SC-9647-40                               ,"900-SC-9647-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/23/2020,02/26/2020,02/26/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     161-1,MK-000-SC-9648-80-1,000-SC-9648-80                               ,"900-SC-9648-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/23/2020,02/26/2020,02/26/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     791-1,MK-000-SC-9658-11-1,000-SC-9658-11                               ,"900-SC-9658-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/28/2020,02/29/2020,02/29/2020,03/01/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     385-4,MK-000-WF-20058-61-4,000-WF-20058-61                              ,"2000-WF-20058-3""-T1CH2S99-ETW-1 1/2""-PF      ",40                       ,LIGHT GRAY          ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,     388-2,MK-000-WF-20269-61-2,000-WF-20269-61                              ,"2000-WF-20269-2""-T1CB2S01-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/22/2020,02/25/2020,02/26/2020,02/26/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     136-4,MK-000-WF-9379-40-4,000-WF-9379-40                               ,"900-WF-9379-6""-T1CH2S99-ETW-1 1/2""-PF        ",40                       ,LIGHT GRAY          ,02/27/2020,02/29/2020,02/29/2020,02/29/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     254-1,MK-000-WF-9757-30-1,000-WF-9757-30                               ,"900-WF-9757-0.75""-T9CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     255-1,MK-000-WF-9758-30-1,000-WF-9758-30                               ,"900-WF-9758-0.75""-T9CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     502-1,MK-000-WP-20117-61-1,000-WP-20117-61                              ,"2000-WP-20117-2""-T1CB2S01-ETW-1""-PF          ",19                       ,-                   ,02/21/2020,02/24/2020,02/25/2020,02/25/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     503-1,MK-000-WP-20177-60-1,000-WP-20177-60                              ,"2000-WP-20177-2""-T6CB2S01-ETW-1""-PF          ",19                       ,-                   ,02/21/2020,02/25/2020,02/27/2020,03/02/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T6CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     810-4,MK-000-WP-20243-60-4,000-WP-20243-60                              ,"2000-WP-20243-2""-T1CH2S99-ETW-1""-PF          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/27/2020,,,03/02/2020,,,03/04/2020,03/16/2020,03/19/2020,03/20/2020,T4009     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,     302-1,MK-000-P-20142-60-1,000-P-20142-60                               ,"2000-P-20142-4""-T3CH2S99-ET-1 1/2""-HC        ",19                       ,-                   ,02/27/2020,02/28/2020,02/28/2020,02/28/2020,,,03/04/2020,,,03/06/2020,03/16/2020,03/19/2020,03/20/2020,T4010     ,T3CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,      45-1,MK-000-P-9028-71-1,000-P-9028-71                                ,"900-P-9028-6""-T9CB2S01-ET-1 1/2""-HC          ",19                       ,-                   ,02/22/2020,02/25/2020,02/26/2020,02/28/2020,,,03/04/2020,,,03/06/2020,03/16/2020,03/19/2020,03/20/2020,T4010     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     276-1,MK-000-P-9043-11-1,000-P-9043-11                                ,"900-P-9043-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/04/2020,,,03/06/2020,03/16/2020,03/19/2020,03/20/2020,T4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     520-2,MK-000-P-9044-11-2,000-P-9044-11                                ,"900-P-9044-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/26/2020,02/27/2020,02/27/2020,02/27/2020,,,03/04/2020,,,03/06/2020,03/16/2020,03/19/2020,03/20/2020,T4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     405-1,MK-000-P-9091-12-1,000-P-9091-12                                ,"900-P-9091-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/22/2020,02/25/2020,02/27/2020,02/28/2020,,,03/04/2020,,,03/06/2020,03/16/2020,03/19/2020,03/20/2020,T4010     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
