,1773,,,,,,1773,1773,1773,1773,110,0,1750,0,689,1492,1288,1398,1772,,,,,,,
SHOP,ISO NO,PIECEMARK,REF. DWG.,LINE NO.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,PHASE,ON HOLD,OFF HOLD,HYDRO,HYDRO DATE
TEXAS     ,     383-1,MK-000-WF-9357-22-1,000-WF-9357-22                               ,"900-WF-9357-8""-T1CH2S99-ETW-2""-PF            ",40                       ,LIGHT GRAY          ,02/27/2020,02/28/2020,03/01/2020,03/01/2020,,,03/06/2020,,,03/10/2020,03/20/2020,03/23/2020,03/23/2020,T4011     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     316-1,MK-000-WF-9579-30-1,000-WF-9579-30                               ,"900-WF-9579-12""-T1CH2S99-ETW-2.00 ""-PF       ",40                       ,LIGHT GRAY          ,02/27/2020,03/01/2020,03/02/2020,03/04/2020,,,03/06/2020,,,03/10/2020,03/20/2020,03/23/2020,03/23/2020,T4011     ,T1CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     433-2,MK-000-WP-20249-60-2,000-WP-20249-60                              ,"2000-WP-20249-4""-T1CH2S99-ETW-1 1/2""-PF      ",19                       ,-                   ,02/22/2020,02/24/2020,02/24/2020,02/25/2020,,,03/06/2020,,,03/10/2020,03/20/2020,03/23/2020,03/23/2020,T4011     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,     737-1,MK-000-GLR-20208-60-1,000-GLR-20208-60                             ,"2000-GLR-20208-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/28/2020,03/01/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     738-1,MK-000-GLR-20212-60-1,000-GLR-20212-60                             ,"2000-GLR-20212-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/28/2020,03/01/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     548-1,MK-000-GLS-20197-63-1,000-GLS-20197-63                             ,"2000-GLS-20197-2""-T1CB2S01-ETW-1""-PF         ",19                       ,-                   ,02/29/2020,02/29/2020,03/02/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     860-1,MK-000-H-20087-60-1,000-H-20087-60                               ,"2000-H-20087-3""-T9CA2S01-NT-2""-PP            ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/29/2020,03/01/2020,03/01/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CA2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     861-1,MK-000-H-20087-61-1,000-H-20087-61                               ,"2000-H-20087-3""-T9CA2S01-NT-N                ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/29/2020,03/01/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CA2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     552-2,MK-000-NG-9824-02-2,000-NG-9824-02                               ,"900-NG-9824-3""-T3CB1S01-NT-1 1/2""-HC         ",19                       ,-                   ,02/27/2020,02/29/2020,03/02/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T3CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     697-1,MK-000-NI-20152-61-1,000-NI-20152-61                              ,"2000-NI-20152-0.75""-T1CB1S01-NT-0""-N         ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,      35-1,MK-000-NI-9462-72-1,000-NI-9462-72                               ,"900-NI-9462-3/4""-T1CB1S01-NT-0""-N            ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     749-1,MK-000-NI-9464-12-1,000-NI-9464-12                               ,"900-NI-9464-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     209-1,MK-000-NI-9466-31-1,000-NI-9466-31                               ,"900-NI-9466-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     751-1,MK-000-NI-9467-31-1,000-NI-9467-31                               ,"900-NI-9467-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/02/2020,03/02/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     225-1,MK-000-NI-9468-31-1,000-NI-9468-31                               ,"900-NI-9468-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/05/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     108-1,MK-000-NI-9472-41-1,000-NI-9472-41                               ,"900-NI-9472-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     567-1,MK-000-NI-9552-20-1,000-NI-9552-20                               ,"900-NI-9552-2""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/02/2020,03/02/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     568-1,MK-000-NI-9553-20-1,000-NI-9553-20                               ,"900-NI-9553-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     570-1,MK-000-NI-9555-20-1,000-NI-9555-20                               ,"900-NI-9555-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/05/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     227-1,MK-000-NI-9557-31-1,000-NI-9557-31                               ,"900-NI-9557-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/29/2020,03/04/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     111-1,MK-000-NI-9622-81-1,000-NI-9622-81                               ,"900-NI-9622-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/05/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,      39-1,MK-000-NI-9627-41-1,000-NI-9627-41                               ,"900-NI-9627-1-1/2""-T1CB1S01-NT-0""-N          ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/04/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     230-1,MK-000-NI-9706-31-1,000-NI-9706-31                               ,"900-NI-9706-0.75""-T1CB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/29/2020,03/03/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     176-3,MK-000-NI-9767-81-3,000-NI-9767-81                               ,"900-NI-9767-1""-T1CB1S01-NT-0""-N              ",21 (MOD)                 ,WINDOW GRAY RAL 7040,02/28/2020,03/02/2020,03/02/2020,03/02/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     574-1,MK-000-NI-9948-20-1,000-NI-9948-20                               ,"900-NI-9948-0.75""-TICB1S01-NT-0""-N           ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     825-2,MK-000-P-20081-62-2,000-P-20081-62                               ,"2000-P-20081-4""-T3CH2S99-ET-1 1/2""-HC        ",19                       ,-                   ,02/27/2020,02/28/2020,03/01/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T3CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,      24-1,MK-000-P-9026-70-1,000-P-9026-70                                ,"900-P-9026-8""-T9CB2S01-ET-2""-HC              ",19                       ,-                   ,02/28/2020,03/01/2020,03/02/2020,03/02/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     327-1,MK-000-P-9041-12-1,000-P-9041-12                                ,"900-P-9041-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/28/2020,02/29/2020,03/02/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     394-1,MK-000-P-9042-12-1,000-P-9042-12                                ,"900-P-9042-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,03/01/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     821-2,MK-000-P-9070-31-2,000-P-9070-31                                ,"900-P-9070-2""-T3CH2S99-ETW-1""-PF             ",19                       ,-                   ,02/28/2020,03/02/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T3CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     152-1,MK-000-P-9088-33-1,000-P-9088-33                                ,"900-P-9088-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,02/27/2020,03/03/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     871-1,MK-000-P-9094-86-1,000-P-9094-86                                ,"900-P-9094-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     873-1,MK-000-P-9094-88-1,000-P-9094-88                                ,"900-P-9094-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     463-2,MK-000-P-9211-13-2,000-P-9211-13                                ,"900-P-9211-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/23/2020,02/26/2020,02/27/2020,02/28/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     463-3,MK-000-P-9211-13-3,000-P-9211-13                                ,"900-P-9211-2""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,02/27/2020,02/28/2020,02/28/2020,02/29/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     606-3,MK-000-P-9213-13-3,000-P-9213-13                                ,"900-P-9213-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     524-3,MK-000-P-9217-15-3,000-P-9217-15                                ,"900-P-9217-3""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     527-1,MK-000-P-9230-11-1,000-P-9230-11                                ,"900-P-9230-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     528-1,MK-000-P-9230-12-1,000-P-9230-12                                ,"900-P-9230-0.75""-T9CH2S99-ET-1 1/2""-HC       ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     475-3,MK-000-P-9230-15-3,000-P-9230-15                                ,"900-P-9230-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     613-3,MK-000-P-9321-31-3,000-P-9321-31                                ,"900-P-9321-6""-T9CH2S99-ETW-1 1/2""-HC         ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     531-3,MK-000-P-9331-12-3,000-P-9331-12                                ,"900-P-9331-4""-T9CH2S99-ET-1 1/2""-HC          ",19                       ,-                   ,03/05/2020,03/06/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     352-2,MK-000-P-9502-80-2,000-P-9502-80                                ,"900-P-9502-12""-T9CH2S99-ET-2""-HC             ",19                       ,-                   ,02/27/2020,02/27/2020,02/27/2020,02/28/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     306-2,MK-000-POWS-9734-30-2,000-POWS-9734-30                             ,"900-POWS-9734-2""-T1CB2S01-ETW-1""-PF          ",19                       ,-                   ,02/21/2020,02/24/2020,02/25/2020,02/26/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     372-1,MK-000-POWS-9736-30-1,000-POWS-9736-30                             ,"900-POWS-9736-0.75""-T9CH2S99-ETW-1 1/2""-HC   ",19                       ,-                   ,02/27/2020,02/29/2020,02/29/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     374-1,MK-000-POWS-9737-31-1,000-POWS-9737-31                             ,"900-POWS-9737-0.75""-T9CH2S99-ETW-1 1/2""-HC   ",19                       ,-                   ,02/29/2020,02/29/2020,02/29/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     309-1,MK-000-POWS-9739-30-1,000-POWS-9739-30                             ,"900-POWS-9739-0.75""-T9CH2S99-ETW-1 1/2""-HC   ",19                       ,-                   ,02/27/2020,02/29/2020,02/29/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,      49-1,MK-000-POWS-9741-70-1,000-POWS-9741-70                             ,"900-POWS-9741-3/4""-T9CB2S01-ET-1 1/2""-HC     ",19                       ,-                   ,02/27/2020,03/04/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,      95-1,MK-000-POWS-9750-70-1,000-POWS-9750-70                             ,"900-POWS-9750-0.75""-T9CB2S01-ET-1 1/2""-HC    ",19                       ,-                   ,02/27/2020,02/28/2020,02/29/2020,02/29/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T9CB2S01  ,CWA-5     ,,,N/A   ,
TEXAS     ,     379-1,MK-000-POWS-9821-80-1,000-POWS-9821-80                             ,"900-POWS-9821-1""-T1CB2S01-ETW-1""-PF          ",19                       ,-                   ,02/24/2020,02/25/2020,02/25/2020,02/26/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB2S01  ,CWA-5     ,,02/24/2020,N/A   ,
TEXAS     ,     380-4,MK-000-S5-20225-60-4,000-S5-20225-60                              ,"2000-S5-20225-1.5""-T1CS1S02-ETW-2""-HC        ",19                       ,-                   ,03/01/2020,03/05/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-6     ,,,N/A   ,
TEXAS     ,     710-1,MK-000-S5-9405-12-1,000-S5-9405-12                               ,"900-S5-9405-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/05/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     713-1,MK-000-S5-9409-32-1,000-S5-9409-32                               ,"900-S5-9409-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     249-1,MK-000-S5-9410-31-1,000-S5-9410-31                               ,"900-S5-9410-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/03/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     127-1,MK-000-S5-9414-41-1,000-S5-9414-41                               ,"900-S5-9414-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/03/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     213-1,MK-000-S5-9415-41-1,000-S5-9415-41                               ,"900-S5-9415-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/03/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     632-1,MK-000-S5-9543-20-1,000-S5-9543-20                               ,"900-S5-9543-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/05/2020,03/05/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     633-1,MK-000-S5-9544-20-1,000-S5-9544-20                               ,"900-S5-9544-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,02/29/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     634-1,MK-000-S5-9545-20-1,000-S5-9545-20                               ,"900-S5-9545-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,02/29/2020,03/03/2020,03/03/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     637-2,MK-000-S5-9547-22-2,000-S5-9547-22                               ,"900-S5-9547-2""-T1CS1S02-ETW-2""-HC            ",19                       ,-                   ,02/28/2020,03/02/2020,03/02/2020,03/02/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     186-1,MK-000-S5-9550-82-1,000-S5-9550-82                               ,"900-S5-9550-3/4""-T1CS1S02-NT-1 1/2""-HC       ",19                       ,-                   ,03/01/2020,03/03/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,      55-1,MK-000-S5-9624-70-1,000-S5-9624-70                               ,"900-S5-9624-1-1/2""-T1CS1S02-ETW-2""-HC        ",19                       ,-                   ,03/01/2020,03/05/2020,03/06/2020,03/06/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     715-1,MK-000-S5-9709-31-1,000-S5-9709-31                               ,"900-S5-9709-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/04/2020,03/04/2020,03/04/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     253-1,MK-000-S5-9772-31-1,000-S5-9772-31                               ,"900-S5-9772-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,03/01/2020,03/04/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     640-1,MK-000-S5-9949-20-1,000-S5-9949-20                               ,"900-S5-9949-0.75""-T1CS1S02-ETW-1 1/2""-HC     ",19                       ,-                   ,02/29/2020,03/04/2020,03/05/2020,03/05/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     788-1,MK-000-SC-9644-31-1,000-SC-9644-31                               ,"900-SC-9644-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/28/2020,02/29/2020,02/29/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     790-1,MK-000-SC-9646-41-1,000-SC-9646-41                               ,"900-SC-9646-1.5""-T1CS1S02-ETW-2""-HC          ",19                       ,-                   ,02/28/2020,02/29/2020,02/29/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CS1S02  ,CWA-5     ,,,N/A   ,
TEXAS     ,     387-1,MK-000-WF-20059-61-1,000-WF-20059-61                              ,"2000-WF-20059-3""-T1CH2S99-ETW-1 1/2""-PF      ",40                       ,LIGHT GRAY          ,02/26/2020,02/27/2020,02/27/2020,02/28/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CH2S99  ,CWA-6     ,,,N/A   ,
TEXAS     ,     795-2,MK-000-WF-20188-61-2,000-WF-20188-61                              ,"2000-WF-20188-2""-T1CB2S01-ETW-1""-PF          ",40                       ,LIGHT GRAY          ,02/29/2020,03/02/2020,03/03/2020,03/03/2020,,,03/08/2020,,,03/11/2020,03/23/2020,03/23/2020,03/23/2020,T4012     ,T1CB2S01  ,CWA-6     ,,,N/A   ,
TEXAS     ,     106-1,MK-000-H-9238-80-1,000-H-9238-80                                ,"900-H-9238-4""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,02/27/2020,02/28/2020,02/29/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,     106-2,MK-000-H-9238-80-2,000-H-9238-80                                ,"900-H-9238-4""-T9CH2S99-ET-2""-HC              ",19                       ,-                   ,02/27/2020,03/01/2020,03/01/2020,03/01/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T9CH2S99  ,CWA-5     ,,,N/A   ,
TEXAS     ,      37-1,MK-000-NI-9465-42-1,000-NI-9465-42                               ,"900-NI-9465-1-1/2""-T1CB1S01-NT-0""-N          ",21 (MOD)                 ,WINDOW GRAY RAL 7040,03/01/2020,03/06/2020,03/07/2020,03/07/2020,,,03/08/2020,,,03/11/2020,03/24/2020,03/25/2020,03/26/2020,T4013     ,T1CB1S01  ,CWA-5     ,,,N/A   ,
