"spool","piecemark","material","issued","pulled","priority","area","iso","detailing","checking","shop","on_hold","multiplier","jobnum","client","status","items","shorts","missing_valve_only","weldout","rts","rtsc","stc","delivered","workable","i_p"
"338-1","PM102XA-C-98412.01-1","304/304L SS","","","7","J04","338","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"339-1","PM102XA-C-98412.02-1","304/304L SS","","","7","J04","339","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"339-2","PM102XA-C-98412.02-2","304/304L SS","","","7","J04","339","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"340-1","PM102XA-C-98424.01-1","304/304L SS","","","7","J04","340","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"341-1","PM102XA-C-100210.01-1","304/304L SS","","","7","J04","341","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"342-1","PM102XA-C-100409.01-1","304/304L SS","","","7","J04","342","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"343-1","PM102XA-C-100409.03-1","304/304L SS","","","7","J04","343","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"343-2","PM102XA-C-100409.03-2","304/304L SS","","","7","J04","343","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"343-3","PM102XA-C-100409.03-3","304/304L SS","8/3/2020","","7","J04","343","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"343-4","PM102XA-C-100409.03-4","304/304L SS","8/4/2020","","7","J04","343","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"344-1","PM102XA-C-100409.04-1","304/304L SS","","","7","J04","344","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"344-2","PM102XA-C-100409.04-2","304/304L SS","","","7","J04","344","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"344-3","PM102XA-C-100409.04-3","304/304L SS","8/3/2020","","7","J04","344","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"344-4","PM102XA-C-100409.04-4","304/304L SS","8/4/2020","","7","J04","344","ISS","ISS","BR","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"345-1","PM102XA-C-100411.02-1","304/304L SS","","","7","J04","345","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"346-1","PM102XA-CCW-97620.01-1","CS","","","6","J21","346","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"346-2","PM102XA-CCW-97620.01-2","CS","","","6","J21","346","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"347-1","PM102XA-CCW-97620.02-1","CS","","","6","J21","347","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"347-2","PM102XA-CCW-97620.02-2","CS","","","6","J21","347","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"348-1","PM102XA-CCW-97620.03-1","CS","","","6","J21","348","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"348-2","PM102XA-CCW-97620.03-2","CS","","","6","J21","348","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"349-1","PM102XA-CCW-97620.04-1","CS","","","6","J21","349","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"349-2","PM102XA-CCW-97620.04-2","CS","8/3/2020","08/03/2020","6","J21","349","ISS","ISS","PA","","1","7052","CP CHEM","Pulled","","","","","","","","","true","0"
"350-1","PM102XA-CCW-97621.01-1","CS","","","6","J21","350","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"350-2","PM102XA-CCW-97621.01-2","CS","8/3/2020","08/03/2020","6","J21","350","ISS","ISS","PA","","1","7052","CP CHEM","Pulled","","","","","","","","","true","0"
"351-1","PM102XA-CCW-97621.02-1","CS","","","6","J21","351","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"351-2","PM102XA-CCW-97621.02-2","CS","","","6","J21","351","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"352-1","PM102XA-CCW-97621.03-1","CS","","","6","J21","352","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"352-2","PM102XA-CCW-97621.03-2","CS","","","6","J21","352","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"353-1","PM102XA-CCW-97621.04-1","CS","","","6","J21","353","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"353-2","PM102XA-CCW-97621.04-2","CS","","","6","J21","353","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"354-1","PM102XA-CW-97784.01-1","CS","","","6","J20","354","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"354-2","PM102XA-CW-97784.01-2","CS","","","6","J20","354","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"354-3","PM102XA-CW-97784.01-3","CS","","","6","J20","354","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"355-1","PM102XA-CW-97785.01-1","CS","","","6","J20","355","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"355-2","PM102XA-CW-97785.01-2","CS","","","6","J20","355","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"355-3","PM102XA-CW-97785.01-3","CS","","","6","J20","355","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"355-4","PM102XA-CW-97785.01-4","CS","","","6","J20","355","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"356-1","PM102XA-N-102360.01-1","CS","","","7","J04","356","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"356-2","PM102XA-N-102360.01-2","CS","","","7","J04","356","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"356-3","PM102XA-N-102360.01-3","CS","","","7","J04","356","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"356-4","PM102XA-N-102360.01-4","CS","","","7","J04","356","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"357-1","PM102XA-P-3023.01-1","304/304L SS","","","7","J04","357","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"358-1","PM102XA-P-3023.02-1","304/304L SS","","","7","J04","358","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"359-1","PM102XA-T-97611.01-1","A333","","","6","J20","359","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"360-1","PM102XA-T-97612.01-1","A333","","","6","J20","360","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"361-1","PM102XA-T-97613.01-1","A333","","","6","J20","361","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"362-1","PM102XA-T-97617.01-1","A333","","","6","J21","362","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"363-1","PM102XA-T-97617.02-1","A333","","","6","J21","363","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"364-1","PM102XA-T-97618.01-1","A333","","","6","J21","364","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"365-1","PM102XA-T-97618.02-1","A333","","","6","J21","365","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"365-2","PM102XA-T-97618.02-2","A333","","","6","J21","365","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"366-1","PM102XA-T-97618.03-1","A333","","","6","J21","366","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"366-2","PM102XA-T-97618.03-2","A333","","","6","J21","366","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"367-1","PM102XA-T-97618.04-1","A333","","","6","J21","367","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"368-1","PM102XA-T-97618.05-1","A333","","","6","J21","368","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"368-2","PM102XA-T-97618.05-2","A333","","","6","J21","368","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"369-1","PM102XA-T-97619.01-1","A333","","","6","J21","369","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"369-2","PM102XA-T-97619.01-2","A333","","","6","J21","369","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"370-1","PM102XA-T-97619.02-1","A333","","","6","J20","370","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"370-2","PM102XA-T-97619.02-2","A333","","","6","J20","370","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"371-1","PM102XA-T-97619.03-1","A333","","","6","J20","371","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"371-2","PM102XA-T-97619.03-2","A333","","","6","J20","371","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"372-1","PM102XA-T-97619.04-1","A333","","","6","J20","372","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"373-1","PM102XA-T-97619.05-1","A333","","","6","J20","373","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"374-1","PM102XA-T-100422.01-1","A333","","","6","J20","374","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"375-1","PM102XA-TR-F140E.02-1","304/304L SS","","","7","J04","375","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"375-2","PM102XA-TR-F140E.02-2","304/304L SS","","","7","J04","375","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"375-3","PM102XA-TR-F140E.02-3","304/304L SS","","","7","J04","375","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"376-1","PM102XA-V-97622.01-1","304/304L SS CRYO","","","6","J21","376","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"376-2","PM102XA-V-97622.01-2","304/304L SS CRYO","","","6","J21","376","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"377-1","PM102XA-V-97622.02-1","304/304L SS CRYO","","","6","J21","377","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"377-2","PM102XA-V-97622.02-2","304/304L SS CRYO","","","6","J21","377","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"378-1","PM102XA-V-97622.03-1","304/304L SS CRYO","","","6","J21","378","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"378-2","PM102XA-V-97622.03-2","304/304L SS CRYO","","","6","J21","378","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"379-1","PM102XA-V-97622.04-1","304/304L SS CRYO","","","6","J21","379","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"379-2","PM102XA-V-97622.04-2","304/304L SS CRYO","","","6","J21","379","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"379-3","PM102XA-V-97622.04-3","304/304L SS CRYO","","","6","J21","379","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"380-1","PM102XA-V-97622.05-1","304/304L SS CRYO","","","6","J21","380","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"381-1","PM103XA-CS-97420.01-1","CS","","","8","J10","381","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"382-1","PM103XA-CS-97781.01-1","CS","","","8","J10","382","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"382-2","PM103XA-CS-97781.01-2","CS","","","8","J10","382","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"382-3","PM103XA-CS-97781.01-3","CS","","","8","J10","382","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"383-1","PM103XA-CS-97781.02-1","CS","","","8","J10","383","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"384-1","PM103XA-CS-97782.01-1","CS","","","8","J10","384","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"385-1","PM103XA-CS-97782.02-1","CS","","","8","J10","385","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"386-1","PM103XA-CS-97782.03-1","CS","","","8","J10","386","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"386-2","PM103XA-CS-97782.03-2","CS","","","8","J10","386","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"387-1","PM103XA-CS-97783.01-1","CS","","","8","J10","387","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"388-1","PM104XA-CNV-97730.01-1","ALUMINUM","","","8","J25","388","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"388-2","PM104XA-CNV-97730.01-2","ALUMINUM","","","8","J25","388","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"389-1","PM104XA-CNV-97730.02-1","ALUMINUM","","","8","J25","389","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"389-2","PM104XA-CNV-97730.02-2","ALUMINUM","","","8","J25","389","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"389-3","PM104XA-CNV-97730.02-3","ALUMINUM","","","8","J25","389","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"390-1","PM104XA-CNV-97730.03-1","ALUMINUM","","","8","J25","390","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"390-2","PM104XA-CNV-97730.03-2","ALUMINUM","","","8","J25","390","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"390-3","PM104XA-CNV-97730.03-3","ALUMINUM","","","8","J25","390","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"390-4","PM104XA-CNV-97730.03-4","ALUMINUM","","","8","J25","390","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"391-1","PM104XA-CNV-97730.04-1","ALUMINUM","","","8","J25","391","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"391-2","PM104XA-CNV-97730.04-2","ALUMINUM","","","8","J25","391","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"392-1","PM104XA-CNV-97730.05-1","ALUMINUM","","","8","J25","392","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"392-2","PM104XA-CNV-97730.05-2","ALUMINUM","","","8","J25","392","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"392-3","PM104XA-CNV-97730.05-3","ALUMINUM","","","8","J25","392","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"393-1","PM104XA-CNV-98368.01-1","ALUMINUM","","","8","J25","393","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"394-1","PM104XA-CNV-98369.01-1","ALUMINUM","","","8","J25","394","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"395-1","PM104XA-CNV-98370.01-1","ALUMINUM","","","8","J25","395","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"396-1","PM104XA-CW-97720.01-1","CS","","","8","J25","396","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"397-1","PM104XA-CW-97720.02-1","CS","","","8","J25","397","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"398-1","PM104XA-CW-97721.01-1","CS","","","8","J25","398","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"399-1","PM104XA-CW-97721.02-1","CS","","","8","J25","399","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"400-1","PM110XA-C-97625.01-1","304/304L SS","","","4","J32","400","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"400-2","PM110XA-C-97625.01-2","304/304L SS","","","4","J32","400","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"400-3","PM110XA-C-97625.01-3","304/304L SS","","","4","J32","400","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"400-4","PM110XA-C-97625.01-4","304/304L SS","","","4","J32","400","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"400-5","PM110XA-C-97625.01-5","304/304L SS","","","4","J32","400","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"401-1","PM110XA-C-97625.02-1","304/304L SS","","","4","J32","401","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"401-2","PM110XA-C-97625.02-2","304/304L SS","","","4","J32","401","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"401-3","PM110XA-C-97625.02-3","304/304L SS","","","4","J32","401","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"401-4","PM110XA-C-97625.02-4","304/304L SS","","","4","J32","401","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"401-5","PM110XA-C-97625.02-5","304/304L SS","","","4","J32","401","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"401-6","PM110XA-C-97625.02-6","304/304L SS","","","4","J32","401","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"402-1","PM110XA-C-97625.03-1","304/304L SS","","","4","J32","402","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"402-2","PM110XA-C-97625.03-2","304/304L SS","","","4","J32","402","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"402-3","PM110XA-C-97625.03-3","304/304L SS","","","4","J32","402","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"402-4","PM110XA-C-97625.03-4","304/304L SS","","","4","J32","402","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"403-1","PM110XA-C-97625.04-1","304/304L SS","","","4","J32","403","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"403-2","PM110XA-C-97625.04-2","304/304L SS","","","4","J32","403","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"403-3","PM110XA-C-97625.04-3","304/304L SS","","","4","J32","403","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"403-4","PM110XA-C-97625.04-4","304/304L SS","","","4","J32","403","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"403-5","PM110XA-C-97625.04-5","304/304L SS","","","4","J32","403","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"404-1","PM110XA-C-97626.01-1","304/304L SS","","","4","J32","404","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"404-2","PM110XA-C-97626.01-2","304/304L SS","","","4","J32","404","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"404-3","PM110XA-C-97626.01-3","304/304L SS","","","4","J32","404","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"404-4","PM110XA-C-97626.01-4","304/304L SS","","","4","J32","404","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"404-5","PM110XA-C-97626.01-5","304/304L SS","","","4","J32","404","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"405-1","PM110XA-C-97626.02-1","304/304L SS","","","4","J32","405","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"405-2","PM110XA-C-97626.02-2","304/304L SS","","","4","J32","405","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"405-3","PM110XA-C-97626.02-3","304/304L SS","","","4","J32","405","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"405-4","PM110XA-C-97626.02-4","304/304L SS","","","4","J32","405","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"406-1","PM110XA-C-97626.03-1","304/304L SS","","","4","J32","406","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"406-2","PM110XA-C-97626.03-2","304/304L SS","","","4","J32","406","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"406-3","PM110XA-C-97626.03-3","304/304L SS","","","4","J32","406","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"406-4","PM110XA-C-97626.03-4","304/304L SS","","","4","J32","406","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"407-1","PM110XA-C-97626.04-1","304/304L SS","","","4","J32","407","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"407-2","PM110XA-C-97626.04-2","304/304L SS","","","4","J32","407","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"407-3","PM110XA-C-97626.04-3","304/304L SS","","","4","J32","407","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"407-4","PM110XA-C-97626.04-4","304/304L SS","","","4","J32","407","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"407-5","PM110XA-C-97626.04-5","304/304L SS","","","4","J32","407","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"408-1","PM110XA-CCW-97620.01-1","CS","","","4","J32","408","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"408-2","PM110XA-CCW-97620.01-2","CS","","","4","J32","408","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"409-1","PM110XA-CCW-97620.02-1","CS","","","4","J32","409","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"409-2","PM110XA-CCW-97620.02-2","CS","","","4","J32","409","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"410-1","PM110XA-CCW-97620.03-1","CS","","","4","J32","410","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"410-2","PM110XA-CCW-97620.03-2","CS","","","4","J32","410","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"411-1","PM110XA-CCW-97620.04-1","CS","","","4","J32","411","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"411-2","PM110XA-CCW-97620.04-2","CS","","","4","J32","411","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"412-1","PM110XA-CCW-97621.01-1","CS","","","4","J32","412","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"412-2","PM110XA-CCW-97621.01-2","CS","","","4","J32","412","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"413-1","PM110XA-CCW-97621.02-1","CS","","","4","J32","413","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"413-2","PM110XA-CCW-97621.02-2","CS","","","4","J32","413","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"414-1","PM110XA-CCW-97621.03-1","CS","","","4","J32","414","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"414-2","PM110XA-CCW-97621.03-2","CS","","","4","J32","414","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"415-1","PM110XA-CCW-97621.04-1","CS","","","4","J32","415","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"415-2","PM110XA-CCW-97621.04-2","CS","","","4","J32","415","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"416-1","PM110XA-CS-97779.01-1","CS","","","4","J32","416","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"416-2","PM110XA-CS-97779.01-2","CS","","","4","J32","416","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"416-3","PM110XA-CS-97779.01-3","CS","","","4","J32","416","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"417-1","PM110XA-CS-97779.02-1","CS","","","4","J32","417","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"418-1","PM110XA-CS-97779.03-1","CS","","","4","J32","418","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"418-2","PM110XA-CS-97779.03-2","CS","","","4","J32","418","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"418-3","PM110XA-CS-97779.03-3","CS","","","4","J32","418","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"419-1","PM110XA-CS-97779.04-1","CS","","","4","J32","419","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"419-2","PM110XA-CS-97779.04-2","CS","","","4","J32","419","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"419-3","PM110XA-CS-97779.04-3","CS","","","4","J32","419","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"419-4","PM110XA-CS-97779.04-4","CS","","","4","J32","419","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"420-1","PM110XA-CS-97779.05-1","CS","","","4","J32","420","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"420-2","PM110XA-CS-97779.05-2","CS","","","4","J32","420","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"421-1","PM110XA-CS-97779.06-1","CS","","","4","J32","421","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"421-2","PM110XA-CS-97779.06-2","CS","","","4","J32","421","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"421-3","PM110XA-CS-97779.06-3","CS","","","4","J32","421","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"422-1","PM110XA-CS-97779.07-1","CS","","","4","J32","422","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"422-2","PM110XA-CS-97779.07-2","CS","","","4","J32","422","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"423-1","PM110XA-CS-97779.08-1","CS","","","4","J32","423","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"423-2","PM110XA-CS-97779.08-2","CS","","","4","J32","423","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"423-3","PM110XA-CS-97779.08-3","CS","","","4","J32","423","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"424-1","PM110XA-CS-97779.09-1","CS","","","4","J32","424","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"424-2","PM110XA-CS-97779.09-2","CS","","","4","J32","424","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"424-3","PM110XA-CS-97779.09-3","CS","","","4","J32","424","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"425-1","PM110XA-CS-97782.01-1","CS","","","4","J32","425","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"425-2","PM110XA-CS-97782.01-2","CS","","","4","J32","425","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"425-3","PM110XA-CS-97782.01-3","CS","","","4","J32","425","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"426-1","PM110XA-CS-97782.02-1","CS","","","4","J32","426","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"426-2","PM110XA-CS-97782.02-2","CS","","","4","J32","426","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"426-3","PM110XA-CS-97782.02-3","CS","","","4","J32","426","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
