"spool","piecemark","material","issued","pulled","priority","area","iso","detailing","checking","shop","on_hold","multiplier","jobnum","client","status","items","shorts","missing_valve_only","weldout","rts","rtsc","stc","delivered","workable","i_p"
"427-1","PM110XA-CS-97782.03-1","CS","","","4","J32","427","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"427-2","PM110XA-CS-97782.03-2","CS","","","4","J32","427","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"428-1","PM110XA-CS-97782.04-1","CS","","","4","J32","428","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"428-2","PM110XA-CS-97782.04-2","CS","","","4","J32","428","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"428-3","PM110XA-CS-97782.04-3","CS","","","4","J32","428","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"429-1","PM110XA-CS-97782.05-1","CS","","","4","J32","429","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"429-2","PM110XA-CS-97782.05-2","CS","","","4","J32","429","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"429-3","PM110XA-CS-97782.05-3","CS","","","4","J32","429","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"430-1","PM110XA-CS-97782.06-1","CS","","","4","J32","430","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"430-2","PM110XA-CS-97782.06-2","CS","","","4","J32","430","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"430-3","PM110XA-CS-97782.06-3","CS","","","4","J32","430","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"431-1","PM110XA-CS-97782.07-1","CS","","","4","J32","431","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"431-2","PM110XA-CS-97782.07-2","CS","","","4","J32","431","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"431-3","PM110XA-CS-97782.07-3","CS","","","4","J32","431","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"432-1","PM110XA-CS-97782.08-1","CS","","","4","J32","432","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"432-2","PM110XA-CS-97782.08-2","CS","","","4","J32","432","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"433-1","PM110XA-CS-97782.09-1","CS","","","4","J32","433","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"433-2","PM110XA-CS-97782.09-2","CS","","","4","J32","433","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"434-1","PM110XA-CS-97782.10-1","CS","","","4","J32","434","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"434-2","PM110XA-CS-97782.10-2","CS","","","4","J32","434","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"434-3","PM110XA-CS-97782.10-3","CS","","","4","J32","434","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"435-1","PM110XA-CS-98376.01-1","CS","","","4","J32","435","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"435-2","PM110XA-CS-98376.01-2","CS","","","4","J32","435","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"435-3","PM110XA-CS-98376.01-3","CS","","","4","J32","435","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"435-4","PM110XA-CS-98376.01-4","CS","","","4","J32","435","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"436-1","PM110XA-CS-98376.02-1","CS","","","4","J32","436","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"436-2","PM110XA-CS-98376.02-2","CS","","","4","J32","436","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"436-3","PM110XA-CS-98376.02-3","CS","","","4","J32","436","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"436-4","PM110XA-CS-98376.02-4","CS","","","4","J32","436","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"437-1","PM110XA-CS-98376.03-1","CS","","","4","J32","437","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"437-2","PM110XA-CS-98376.03-2","CS","","","4","J32","437","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"437-3","PM110XA-CS-98376.03-3","CS","","","4","J32","437","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"437-4","PM110XA-CS-98376.03-4","CS","","","4","J32","437","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"437-5","PM110XA-CS-98376.03-5","CS","","","4","J32","437","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"438-1","PM110XA-CS-98376.04-1","CS","","","4","J32","438","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"438-2","PM110XA-CS-98376.04-2","CS","","","4","J32","438","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"438-3","PM110XA-CS-98376.04-3","CS","","","4","J32","438","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"439-1","PM110XA-CS-98413.01-1","CS","","","4","J32","439","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"439-2","PM110XA-CS-98413.01-2","CS","","","4","J32","439","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"439-3","PM110XA-CS-98413.01-3","CS","","","4","J32","439","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"440-1","PM110XA-CS-98413.02-1","CS","","","4","J32","440","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"440-2","PM110XA-CS-98413.02-2","CS","","","4","J32","440","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"440-3","PM110XA-CS-98413.02-3","CS","","","4","J32","440","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"440-4","PM110XA-CS-98413.02-4","CS","","","4","J32","440","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"440-5","PM110XA-CS-98413.02-5","CS","","","4","J32","440","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"441-1","PM110XA-CS-98413.03-1","CS","","","4","J32","441","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"441-2","PM110XA-CS-98413.03-2","CS","","","4","J32","441","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"441-3","PM110XA-CS-98413.03-3","CS","","","4","J32","441","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"441-4","PM110XA-CS-98413.03-4","CS","","","4","J32","441","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"442-1","PM110XA-CS-98413.04-1","CS","","","4","J32","442","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"442-2","PM110XA-CS-98413.04-2","CS","","","4","J32","442","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"442-3","PM110XA-CS-98413.04-3","CS","","","4","J32","442","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"442-4","PM110XA-CS-98413.04-4","CS","","","4","J32","442","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"442-5","PM110XA-CS-98413.04-5","CS","","","4","J32","442","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"443-1","PM110XA-CS-99999.01-1","CS","","","4","J32","443","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"444-1","PM110XA-CS-99999.02-1","CS","","","4","J32","444","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"444-2","PM110XA-CS-99999.02-2","CS","","","4","J32","444","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"444-3","PM110XA-CS-99999.02-3","CS","","","4","J32","444","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"445-1","PM110XA-CS-99999.03-1","CS","","","4","J32","445","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"446-1","PM110XA-CS-99999.04-1","CS","","","4","J32","446","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"446-2","PM110XA-CS-99999.04-2","CS","","","4","J32","446","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"446-3","PM110XA-CS-99999.04-3","CS","","","4","J32","446","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"447-1","PM110XA-CS-99999.05-1","CS","","","4","J32","447","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"448-1","PM110XA-CS-99999.06-1","CS","","","4","J32","448","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"448-2","PM110XA-CS-99999.06-2","CS","","","4","J32","448","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"448-3","PM110XA-CS-99999.06-3","CS","","","4","J32","448","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"449-1","PM110XA-CS-99999.07-1","CS","","","4","J32","449","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"449-2","PM110XA-CS-99999.07-2","CS","","","4","J32","449","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"449-3","PM110XA-CS-99999.07-3","CS","","","4","J32","449","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"450-1","PM110XA-CS-99999.08-1","CS","","","4","J32","450","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"450-2","PM110XA-CS-99999.08-2","CS","","","4","J32","450","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"450-3","PM110XA-CS-99999.08-3","CS","","","4","J32","450","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"451-1","PM110XA-CS-99999.09-1","CS","","","4","J32","451","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"451-2","PM110XA-CS-99999.09-2","CS","","","4","J32","451","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"451-3","PM110XA-CS-99999.09-3","CS","","","4","J32","451","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"451-4","PM110XA-CS-99999.09-4","CS","","","4","J32","451","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"452-1","PM110XA-N-100388.01-1","CS","","","4","J32","452","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"452-2","PM110XA-N-100388.01-2","CS","","","4","J32","452","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"453-1","PM110XA-N-100388.02-1","CS","","","4","J32","453","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"453-2","PM110XA-N-100388.02-2","CS","","","4","J32","453","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"453-3","PM110XA-N-100388.02-3","CS","","","4","J32","453","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"453-4","PM110XA-N-100388.02-4","CS","","","4","J32","453","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"454-1","PM110XA-N-100388.03-1","CS","","","4","J32","454","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"454-2","PM110XA-N-100388.03-2","CS","","","4","J32","454","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"454-3","PM110XA-N-100388.03-3","CS","","","4","J32","454","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"454-4","PM110XA-N-100388.03-4","CS","","","4","J32","454","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"454-5","PM110XA-N-100388.03-5","CS","","","4","J32","454","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"454-6","PM110XA-N-100388.03-6","CS","","","4","J32","454","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-1","PM110XA-N-100388.04-1","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-2","PM110XA-N-100388.04-2","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-3","PM110XA-N-100388.04-3","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-4","PM110XA-N-100388.04-4","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-5","PM110XA-N-100388.04-5","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-6","PM110XA-N-100388.04-6","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-7","PM110XA-N-100388.04-7","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"455-8","PM110XA-N-100388.04-8","CS","","","4","J32","455","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"456-1","PM110XA-N-100388.05-1","CS","","","4","J32","456","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"456-2","PM110XA-N-100388.05-2","CS","","","4","J32","456","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"456-3","PM110XA-N-100388.05-3","CS","","","4","J32","456","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"457-1","PM110XA-PW-100395.01-1","CS","","","4","J32","457","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"457-2","PM110XA-PW-100395.01-2","CS","","","4","J32","457","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"457-3","PM110XA-PW-100395.01-3","CS","","","4","J32","457","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"457-4","PM110XA-PW-100395.01-4","CS","","","4","J32","457","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"458-1","PM110XA-PW-100395.02-1","CS","","","4","J32","458","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"458-2","PM110XA-PW-100395.02-2","CS","","","4","J32","458","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"458-3","PM110XA-PW-100395.02-3","CS","","","4","J32","458","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"459-1","PM110XA-PW-100395.03-1","CS","","","4","J32","459","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"459-2","PM110XA-PW-100395.03-2","CS","","","4","J32","459","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"459-3","PM110XA-PW-100395.03-3","CS","","","4","J32","459","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"460-1","PM110XA-PW-100395.04-1","CS","","","4","J32","460","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"460-2","PM110XA-PW-100395.04-2","CS","","","4","J32","460","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"460-3","PM110XA-PW-100395.04-3","CS","","","4","J32","460","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"461-1","PM110XA-PW-100395.05-1","CS","","","4","J32","461","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"461-2","PM110XA-PW-100395.05-2","CS","","","4","J32","461","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"461-3","PM110XA-PW-100395.05-3","CS","","","4","J32","461","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"462-1","PM110XA-PW-100395.06-1","CS","","","4","J32","462","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"462-2","PM110XA-PW-100395.06-2","CS","","","4","J32","462","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"463-1","PM110XA-S-97778.01-1","CS","","","4","J32","463","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"463-2","PM110XA-S-97778.01-2","CS","","","4","J32","463","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"463-3","PM110XA-S-97778.01-3","CS","","","4","J32","463","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"463-4","PM110XA-S-97778.01-4","CS","","","4","J32","463","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"464-1","PM110XA-S-97778.02-1","CS","","","4","J32","464","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"464-2","PM110XA-S-97778.02-2","CS","","","4","J32","464","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"464-3","PM110XA-S-97778.02-3","CS","","","4","J32","464","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"465-1","PM110XA-S-97778.03-1","CS","","","4","J32","465","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"465-2","PM110XA-S-97778.03-2","CS","","","4","J32","465","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"465-3","PM110XA-S-97778.03-3","CS","","","4","J32","465","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"465-4","PM110XA-S-97778.03-4","CS","","","4","J32","465","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"466-1","PM110XA-S-97778.04-1","CS","","","4","J32","466","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"466-2","PM110XA-S-97778.04-2","CS","","","4","J32","466","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"466-3","PM110XA-S-97778.04-3","CS","","","4","J32","466","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"467-1","PM110XA-S-97778.05-1","CS","","","4","J32","467","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"467-2","PM110XA-S-97778.05-2","CS","","","4","J32","467","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"467-3","PM110XA-S-97778.05-3","CS","","","4","J32","467","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"468-1","PM110XA-S-97778.06-1","CS","","","4","J32","468","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"468-2","PM110XA-S-97778.06-2","CS","","","4","J32","468","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"469-1","PM110XA-S-97778.07-1","CS","","","4","J32","469","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"469-2","PM110XA-S-97778.07-2","CS","","","4","J32","469","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"469-3","PM110XA-S-97778.07-3","CS","","","4","J32","469","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"470-1","PM110XA-S-98378.01-1","CS","8/4/2020","","4","J32","470","ISS","ISS","PA","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"470-2","PM110XA-S-98378.01-2","CS","8/4/2020","","4","J32","470","ISS","ISS","PA","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"470-3","PM110XA-S-98378.01-3","CS","8/4/2020","","4","J32","470","ISS","ISS","PA","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"470-4","PM110XA-S-98378.01-4","CS","8/4/2020","","4","J32","470","ISS","ISS","PA","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"471-1","PM110XA-S-98378.02-1","CS","","","4","J32","471","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"471-2","PM110XA-S-98378.02-2","CS","8/4/2020","","4","J32","471","ISS","ISS","PA","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"471-3","PM110XA-S-98378.02-3","CS","","","4","J32","471","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"472-1","PM110XA-S-98378.03-1","CS","","","4","J32","472","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"472-2","PM110XA-S-98378.03-2","CS","8/4/2020","","4","J32","472","ISS","ISS","PA","","1","7052","CP CHEM","Issued","","","","","","","","","true",""
"472-3","PM110XA-S-98378.03-3","CS","","","4","J32","472","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"473-1","PM110XA-S-98378.04-1","CS","","","4","J32","473","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"473-2","PM110XA-S-98378.04-2","CS","","","4","J32","473","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"473-3","PM110XA-S-98378.04-3","CS","","","4","J32","473","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"473-4","PM110XA-S-98378.04-4","CS","","","4","J32","473","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"474-1","PM110XA-S-98378.05-1","CS","","","4","J32","474","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"474-2","PM110XA-S-98378.05-2","CS","","","4","J32","474","","UP","","HOLD","1","7052","CP CHEM","On Hold","","","","","","","","","",""
"474-3","PM110XA-S-98378.05-3","CS","","","4","J32","474","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"474-4","PM110XA-S-98378.05-4","CS","","","4","J32","474","","UP","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"475-1","PK102XA-CW-100027.01-1","CS","","","6","J20","475","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"475-2","PK102XA-CW-100027.01-2","CS","","","6","J20","475","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"476-1","PK102XA-CW-100028.01-1","CS","","","6","J20","476","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"476-2","PK102XA-CW-100028.01-2","CS","","","6","J20","476","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"477-1","PM101XA-CCW-97620.01-1","CS","","","6","J21","477","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"477-2","PM101XA-CCW-97620.01-2","CS","","","6","J21","477","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"478-1","PM101XA-CCW-97621.01-1","CS","","","6","J21","478","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"478-2","PM101XA-CCW-97621.01-2","CS","","","6","J21","478","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-1","PM102XA-SO-97623.01-1","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-2","PM102XA-SO-97623.01-2","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-3","PM102XA-SO-97623.01-3","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-4","PM102XA-SO-97623.01-4","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-5","PM102XA-SO-97623.01-5","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-6","PM102XA-SO-97623.01-6","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
"479-7","PM102XA-SO-97623.01-7","304/304L SS","","","7","J04","479","X","","","","1","7052","CP CHEM","Not Workable","","","","","","","","","",""
