BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP,SCHEDULE,CLASS
92-A,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",28.10000038,FT,,PIPE,7116-92-A,,,,STD,
93-A,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",7.699999809,FT,,PIPE,7116-93-A,,,,STD,
93-B,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",11.5,FT,,PIPE,7116-93-B,,,,STD,
93-C,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",15.60000038,FT,,PIPE,7116-93-C,,,,STD,
94-A,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",6.599999905,FT,,PIPE,7116-94-A,,,,STD,
95-A,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",23.70000076,FT,,PIPE,7116-95-A,,,,STD,
95-B,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",7.699999809,FT,,PIPE,7116-95-B,,,,STD,
95-C,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",13.80000019,FT,,PIPE,7116-95-C,,,,STD,
121-A,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",0.5,FT,,PIPE,7116-121-A,,,,STD,
146-A,,PPPABQBEADLAAIZ_STD~4,4,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 4""",0.5,FT,,PIPE,7116-146-A,,,,STD,
150-A,,PPPABQBEADLAAIZ_STD~6,6,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 6""",12.19999981,FT,,PIPE,7116-150-A,,,,STD,
151-A,,PPPABQBEADLAAIZ_STD~6,6,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 6""",14.89999962,FT,,PIPE,7116-151-A,,,,STD,
152-A,,PPPABQBEADLAAIZ_STD~8,8,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 8""",10.10000038,FT,,PIPE,7116-152-A,,,,STD,
153-A,,PPPABQBEADLAAIZ_STD~8,8,"Pipe  ASME B36.10  Beveled End  ASTM A53-B  Electric Resistance Welded (Ej = 0.85) SCH/THK S-STD 8""",11.60000038,FT,,PIPE,7116-153-A,,,,STD,
10-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",9,FT,,PIPE,7116-10-A,,,,10S,
10-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",1.700000048,FT,,PIPE,7116-10-B,,,,10S,
66-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",9.199999809,FT,,PIPE,7116-66-A,,,,10S,
74-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",12.69999981,FT,,PIPE,7116-74-A,,,,10S,
74-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",5.800000191,FT,,PIPE,7116-74-B,,,,10S,
75-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",12.80000019,FT,,PIPE,7116-75-A,,,,10S,
75-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",5.5,FT,,PIPE,7116-75-B,,,,10S,
76-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",15.5,FT,,PIPE,7116-76-A,,,,10S,
76-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",6.099999905,FT,,PIPE,7116-76-B,,,,10S,
102-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",4.400000095,FT,,PIPE,7116-102-A,,,,10S,
107-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",4.599999905,FT,,PIPE,7116-107-A,,,,10S,
132-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",2.700000048,FT,,PIPE,7116-132-B,,,,10S,
140-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",12.60000038,FT,,PIPE,7116-140-B,,,,10S,
140-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",10,FT,,PIPE,7116-140-A,,,,10S,
163-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",13.69999981,FT,,PIPE,U010-VG-3930-1-163-A,,,,10S,
223-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",14.60000038,FT,,PIPE,U010-VG-8601A-1-223-A,,,,10S,
224-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",4.800000191,FT,,PIPE,U010-VG-8601B-1-224-B,,,,10S,
224-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",8.800000191,FT,,PIPE,U010-VG-8601B-1-224-A,,,,10S,
225-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",4.800000191,FT,,PIPE,U010-VG-8601C-1-225-A,,,,10S,
225-B,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",9.100000381,FT,,PIPE,U010-VG-8601C-1-225-B,,,,10S,
226-A,,PPPABRBEAWCAAGZ_10S~2,2,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 2""",12.30000019,FT,,PIPE,U010-VG-8601D-1-226-A,,,,10S,
72-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",7.900000095,FT,,PIPE,7116-72-A,,,,10S,
73-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",13.80000019,FT,,PIPE,7116-73-A,,,,10S,
77-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",11.19999981,FT,,PIPE,7116-77-A,,,,10S,
77-B,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",5.199999809,FT,,PIPE,7116-77-B,,,,10S,
130-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",13.10000038,FT,,PIPE,7116-130-A,,,,10S,
130-A,,PPPABRBEAWCAAGZ_40S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-40S 3""",0.400000006,FT,,PIPE,7116-130-A,,,,40S,
130-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",1,FT,,PIPE,7116-130-A,,,,10S,
131-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",9.800000191,FT,,PIPE,7116-131-A,,,,10S,
131,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",40,FT,,PIPE,7116-131-B,,,,10S,
131,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",42.5,FT,,PIPE,7116-131-C,,,,10S,
132-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",17,FT,,PIPE,7116-132-A,,,,10S,
132-B,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",5.800000191,FT,,PIPE,7116-132-B,,,,10S,
133-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",11.19999981,FT,,PIPE,7116-133-A,,,,10S,
133-B,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",18.5,FT,,PIPE,7116-133-B,,,,10S,
134-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",41.59999847,FT,,PIPE,7116-134-A,,,,10S,
134-B,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",25.39999962,FT,,PIPE,7116-134-B,,,,10S,
134-C,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",11.10000038,FT,,PIPE,7116-134-C,,,,10S,
157-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",7.900000095,FT,,PIPE,7116-157-A,,,,10S,
161-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",10.69999981,FT,,PIPE,U010-VG-3907-2-161-A,,,,10S,
160-B,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",17.60000038,FT,,PIPE,U010-VG-3907-1-160-B,,,,10S,
160-A,,PPPABRBEAWCAAGZ_10S~3,3,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3""",9.699999809,FT,,PIPE,U010-VG-3907-1-160-A,,,,10S,
228,,PPPABRBEAWCAAGZ_10S~3 1/8,3 1/8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3 1/8""",22,FT,,PIPE,U010-VG-8602-2-228-C,,,,10S,
229-A,,PPPABRBEAWCAAGZ_10S~3 1/8,3 1/8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3 1/8""",9.100000381,FT,,PIPE,U010-VG-8602-3-229-A,,,,10S,
228,,PPPABRBEAWCAAGZ_10S~3 1/8,3 1/8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3 1/8""",40,FT,,PIPE,U010-VG-8602-2-228-B,,,,10S,
228-A,,PPPABRBEAWCAAGZ_10S~3 1/8,3 1/8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3 1/8""",11.5,FT,,PIPE,U010-VG-8602-2-228-A,,,,10S,
227-A,,PPPABRBEAWCAAGZ_10S~3 1/8,3 1/8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 3 1/8""",16.39999962,FT,,PIPE,U010-VG-8602-1-227-A,,,,10S,
9-A,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",14.30000019,FT,,PIPE,7116-9-A,,,,10S,
9-B,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",5.900000095,FT,,PIPE,7116-9-B,,,,10S,
23-B,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",9.300000191,FT,,PIPE,7116-23-B,,,,10S,
70-A,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",6.300000191,FT,,PIPE,7116-70-A,,,,10S,
71-A,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",11.10000038,FT,,PIPE,7116-71-A,,,,10S,
114-B,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",3.099999905,FT,,PIPE,7116-114-B,,,,10S,
138-A,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",8.699999809,FT,,PIPE,7116-138-A,,,,10S,
139-A,,PPPABRBEAWCAAGZ_10S~4,4,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 4""",17.39999962,FT,,PIPE,7116-139-A,,,,10S,
114-A,,PPPABRBEAWCAAGZ_10S~6,6,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 6""",5.900000095,FT,,PIPE,7116-114-A,,,,10S,
114-B,,PPPABRBEAWCAAGZ_10S~6,6,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Seamless SCH/THK S-10S 6""",7.800000191,FT,,PIPE,7116-114-B,,,,10S,
67-A,,PPPABRBEAWCAAQZ_10S~10,10,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Electric Fusion Welded  (Ej = 0.80) SCH/THK S-10S 10""",21.20000076,FT,,PIPE,7116-67-A,,,,10S,
105-A,,PPPABRBEAWCAAQZ_40S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Electric Fusion Welded  (Ej = 0.80) SCH/THK S-40S 8""",12.60000038,FT,,PIPE,7116-105-A,,,,40S,
105-B,,PPPABRBEAWCAAQZ_40S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Electric Fusion Welded  (Ej = 0.80) SCH/THK S-40S 8""",6.099999905,FT,,PIPE,7116-105-B,,,,40S,
106-A,,PPPABRBEAWCAAQZ_40S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Electric Fusion Welded  (Ej = 0.80) SCH/THK S-40S 8""",41,FT,,PIPE,7116-106-A,,,,40S,
106-B,,PPPABRBEAWCAAQZ_40S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  Electric Fusion Welded  (Ej = 0.80) SCH/THK S-40S 8""",14.10000038,FT,,PIPE,7116-106-B,,,,40S,
68-A,,PPPABRBEAWCABGZ_10S~10,10,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 10""",8.699999809,FT,,PIPE,7116-68-A,,,,10S,
17-B,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",8.899999619,FT,,PIPE,7116-17-B,,,,10S,
148-A,,PPPABRBEAWCABGZ_80S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-80S 8""",7.400000095,FT,,PIPE,7116-148-A,,,,80S,
148-B,,PPPABRBEAWCABGZ_80S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-80S 8""",20,FT,,PIPE,7116-148-B,,,,80S,
148-C,,PPPABRBEAWCABGZ_80S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-80S 8""",25.5,FT,,PIPE,7116-148-C,,,,80S,
148-D,,PPPABRBEAWCABGZ_80S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-80S 8""",16.79999924,FT,,PIPE,7116-148-D,,,,80S,
155-A,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",8.300000191,FT,,PIPE,7116-155-A,,,,10S,
203-A,,PPPABRBEAWCABGZ_10S~8,8,"Pipe  ASME B36.19  Beveled End  ASTM A312 Grade TP304/TP304L  100% Radiography  Electric Fusion Welded (Ej = 1.00) SCH/THK S-10S 8""",8.800000191,FT,,PIPE,U010-VG-8219-1-203-A,,,,10S,
134-C,,PS-U010-1147_134-3~3,3,"SEE WELDED ATTACHMENT SUMMARY 3""",1,EA,,SUPPORTS,7116-134-C,,,,None,
135-A,,PS-U010-1151_135-1~4,4,"SEE PIPING SUPPORT INDEX 4""",1,EA,,SUPPORTS,7116-135-A,,,,None,
34-C,,PS-U010-1480_34-3~2,2,"SEE PIPING SUPPORT INDEX 2""",1,EA,,SUPPORTS,7116-34-C,,,,None,
129-A,,PS-U010-1495_129-1~1 1/2,1 1/2,"SEE PIPING SUPPORT INDEX 1 1/2""",1,EA,,SUPPORTS,7116-129-A,,,,None,
9-A,,PS-U010-1511_9-1~4,4,"SEE PIPING SUPPORT INDEX 4""",1,EA,,SUPPORTS,7116-9-A,,,,None,
192-A,,PS-U010-1517_192-1~3,3,"SEE PIPING SUPPORT INDEX 3""",1,EA,,SUPPORTS,U010-N-8208-2-192-A,,,,None,
2-A,,PS-U010-1542_2-1~1,1,"SEE PIPING SUPPORT INDEX 1""",1,EA,,SUPPORTS,7116-2-A,,,,None,
156-B,,PS-U010-5664_156-2~2,2,"SEE PIPING SUPPORT INDEX 2""",1,EA,,SUPPORTS,7116-156-B,,,,None,
156-B,,PS-U010-6331_156-2~2,2,"SEE PIPING SUPPORT INDEX 2""",1,EA,,SUPPORTS,7116-156-B,,,,None,
9-B,,PS-U010-7493_9-2~4,4,"SEE PIPING SUPPORT INDEX 4""",1,EA,,SUPPORTS,7116-9-B,,,,None,
127-A,,PS-U010-7609_127-1~2,2,"SEE PIPING SUPPORT INDEX 2""",1,EA,,SUPPORTS,7116-127-A,,,,None,
127-B,,PS-U010-7938_127-2~2,2,"SEE PIPING SUPPORT INDEX 2""",1,EA,,SUPPORTS,7116-127-B,,,,None,
132-A,,PS-U010-8245_132-1~3,3,"SEE PIPING SUPPORT INDEX 3""",1,EA,,SUPPORTS,7116-132-A,,,,None,
133-A,,PS-U010-8263_133-1~3,3,"SEE PIPING SUPPORT INDEX 3""",1,EA,,SUPPORTS,7116-133-A,,,,None,
223-A,,VBCAACDBEXDXAR5ACHXBZZ~2,2,"Ball Valve Eccentric C  ASME B16.34  Class 150  Beveled End  Reduced Port Top Entry Trunnion Mounted  Manual gear operator  ASTM A351-CF3M  AISI 316 SS Trim  Metal - Metal Seat  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-VG-8601A-1-223-A,,,,10S,
224-A,,VBCAACDBEXDXAR5ACHXBZZ~2,2,"Ball Valve Eccentric C  ASME B16.34  Class 150  Beveled End  Reduced Port Top Entry Trunnion Mounted  Manual gear operator  ASTM A351-CF3M  AISI 316 SS Trim  Metal - Metal Seat  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-VG-8601B-1-224-A,,,,10S,
225-B,,VBCAACDBEXDXAR5ACHXBZZ~2,2,"Ball Valve Eccentric C  ASME B16.34  Class 150  Beveled End  Reduced Port Top Entry Trunnion Mounted  Manual gear operator  ASTM A351-CF3M  AISI 316 SS Trim  Metal - Metal Seat  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-VG-8601C-1-225-B,,,,10S,
226-A,,VBCAACDBEXDXAR5ACHXBZZ~2,2,"Ball Valve Eccentric C  ASME B16.34  Class 150  Beveled End  Reduced Port Top Entry Trunnion Mounted  Manual gear operator  ASTM A351-CF3M  AISI 316 SS Trim  Metal - Metal Seat  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-VG-8601D-1-226-A,,,,10S,
27-A,,VCSCAA2DBEPACD1AGXBZZ~4,4,"Swing Check Valve  API 594  Class 150  Beveled End  Bolted Cover  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 4""",1,EA,,VALVES / IN-LINE ITEMS,7116-27-A,,,,STD,
17-A,,VCSCAA2DBEPACD1AGXBZZ~8,8,"Swing Check Valve  API 594  Class 150  Beveled End  Bolted Cover  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 8""",1,EA,,VALVES / IN-LINE ITEMS,7116-17-A,,,,STD,
101-A,,VCSCAA2IBEPACD1AGXBZZ~2,2,"Swing Check Valve  API 594  Class 300  Beveled End  Bolted Cover  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 2""",1,EA,,VALVES / IN-LINE ITEMS,7116-101-A,,,,STD,
101-A,,VCSCAA2IBEPACD1AGXBZZ~2,2,"Swing Check Valve  API 594  Class 300  Beveled End  Bolted Cover  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 2""",1,EA,,VALVES / IN-LINE ITEMS,7116-101-A,,,,STD,
2-A,,VCSCAA2IBEPACD1AGXCZZ~4,4,"Swing Check Valve  API 594  Class 300  Beveled End  Bolted Cover  ASTM A216-WCB  API Trim 8  Standard Clean (SC) acc. to 4WPI-SW70001 SCH/THK S-STD 4""",1,EA,,VALVES / IN-LINE ITEMS,7116-2-A,,,,STD,
132-B,,VCSCAA2IBEPAR91ALXBZZ~3,3,"Swing Check Valve  API 594  Class 300  Beveled End  Bolted Cover  ASTM A351-CF8M  API Trim 12  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 3""",1,EA,,VALVES / IN-LINE ITEMS,7116-132-B,,,,10S,
9-A,,VCSCAA2IBEPAR91ALXBZZ~4,4,"Swing Check Valve  API 594  Class 300  Beveled End  Bolted Cover  ASTM A351-CF8M  API Trim 12  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-10S 4""",1,EA,,VALVES / IN-LINE ITEMS,7116-9-A,,,,10S,
135-B,,VCSCAA2LBEPACD1AGXBZZ~4,4,"Swing Check Valve  API 594  Class 600  Beveled End  Bolted Cover  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-80 4""",1,EA,,VALVES / IN-LINE ITEMS,7116-135-B,,,,80,
159-A,,VGWAA4DBEAFACDAAGXBZZ~2,2,"Gate Valve Flexible Wedge  API 600  Class 150  Beveled End  Bolted Bonnet  Handwheel Operator  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-H-3502-2-159-A,,,,STD,
159-A,,VGWAA4DBEAFACDAAGXBZZ~2,2,"Gate Valve Flexible Wedge  API 600  Class 150  Beveled End  Bolted Bonnet  Handwheel Operator  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-H-3502-2-159-A,,,,STD,
218-A,,VGWAA4DBEAFACDAAGXBZZ~2,2,"Gate Valve Flexible Wedge  API 600  Class 150  Beveled End  Bolted Bonnet  Handwheel Operator  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 2""",1,EA,,VALVES / IN-LINE ITEMS,U010-N-8247-2-218-A,,,,STD,
25-A,,VGWAA4DBEAFACDAAGXBZZ~4,4,"Gate Valve Flexible Wedge  API 600  Class 150  Beveled End  Bolted Bonnet  Handwheel Operator  ASTM A216-WCB  API Trim 8  Process Clean (B) acc. to 4WPI-SW70002 SCH/THK S-STD 4""",1,EA,,VALVES / IN-LINE ITEMS,7116-25-A,,,,STD,
