spool,piecemark,material,issued,priority_group,priority,area,iso,detailing,checking,shop,on_hold,multiplier,items,missing,missingsupports,missingvalves,missingpipe,missingfittings,missingflanges,workable,pulled,weldout,rts,rtsc,stc,delivered,lifespan,i_p,p_w,w_d_np,w_stc,w_d_p
3202-A,MK-02027X-5161-001A,SS,2/23/2017,,6,27X,3202,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/9/2017,6/11/2017,,,,7/31/2017,158,106,2,50,,
3202-B,MK-02027X-5161-001B,SS,2/23/2017,,6,27X,3202,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/18/2017,3/22/2017,,,,4/27/2017,63,23,4,36,,
3202-C,MK-02027X-5161-001C,SS,2/23/2017,,6,27X,3202,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/9/2017,,,,4/19/2017,55,12,2,41,,
3203-A,MK-02027X-5161-002A,SS,2/23/2017,,6,27X,3203,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/30/2017,5/6/2017,,,,6/12/2017,109,66,6,37,,
3203-B,MK-02027X-5161-002B,SS,2/23/2017,,6,27X,3203,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/30/2017,5/6/2017,,,,6/15/2017,112,66,6,40,,
3204-A,MK-02027X-5161-003A,SS,2/23/2017,,6,27X,3204,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/31/2017,4/9/2017,,,4/19/2017,6/30/2017,127,36,9,,10,82
3204-B,MK-02027X-5161-003B,SS,2/23/2017,,6,27X,3204,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/11/2017,,,,4/19/2017,55,12,4,39,,
3205-A,MK-02027X-5629-001A,SS,2/28/2017,,6,27X,3205,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/15/2017,9/13/2017,,,9/15/2017,10/5/2017,219,168,29,,2,22
3205-AA,MK-02027X-5629-001AA,SS,5/8/2017,,6,27X,3205,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/10/2017,7/10/2017,,,,7/25/2017,78,63,0,15,,
3205-C,MK-02027X-5629-001C,SS,2/24/2017,,6,27X,3205,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/31/2017,4/5/2017,,,,5/16/2017,81,35,5,41,,
3206-A,MK-02027X-5630-001A,SS,2/28/2017,,6,27X,3206,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,8/15/2017,8/23/2017,,,,10/5/2017,219,168,8,43,,
3206-AA,MK-02027X-5630-001AA,SS,5/8/2017,,6,27X,3206,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/10/2017,7/10/2017,,,,7/25/2017,78,63,0,15,,
3206-C,MK-02027X-5630-001C,SS,2/24/2017,,6,27X,3206,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/31/2017,4/4/2017,,,,5/16/2017,81,35,4,42,,
3207-A,MK-02027X-8113-001A,CS,2/24/2017,,6,27X,3207,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/25/2017,9/29/2017,,,,10/31/2017,249,213,4,32,,
3207-B,MK-02027X-8113-001B,CS,2/24/2017,,6,27X,3207,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/2/2017,4/6/2017,,,4/17/2017,5/22/2017,87,37,4,,11,46
3207-C,MK-02027X-8113-001C,CS,2/24/2017,,6,27X,3207,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/13/2017,6/20/2017,,,,9/5/2017,193,17,99,77,,
3208-A,MK-02027X-8113-002A,CS,2/23/2017,,6,27X,3208,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/15/2017,5/20/2017,,,,6/23/2017,120,81,5,34,,
3208-B,MK-02027X-8113-002B,CS,2/23/2017,,6,27X,3208,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/25/2017,9/27/2017,,,,10/19/2017,238,214,2,22,,
3209-A,MK-02028X-2066-001A,SS,3/29/2017,,24,28X,3209,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/12/2017,4/20/2017,,,,5/30/2017,62,14,8,40,,
3209-B,MK-02028X-2066-001B,SS,3/29/2017,,24,28X,3209,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/13/2017,,,,7/21/2017,114,10,5,99,,
3209-C,MK-02028X-2066-001C,SS,3/29/2017,,24,28X,3209,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/21/2017,4/29/2017,,,,6/8/2017,71,23,8,40,,
3210-A,MK-02028X-2066-002A,SS,2/20/2017,,24,28X,3210,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/6/2017,6/23/2017,,,,8/4/2017,165,106,17,42,,
3210-B,MK-02028X-2066-002B,SS,2/17/2017,,24,28X,3210,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2017,3/14/2017,,,4/12/2017,5/15/2017,87,21,4,,29,62
3211-A,MK-02028X-2067-001A,CS,3/29/2017,,24,28X,3211,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,6/7/2017,70,24,4,42,,
3211-B,MK-02028X-2067-001B,CS,3/29/2017,,24,28X,3211,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/29/2017,5/9/2017,,,,6/21/2017,84,31,10,43,,
3211-C,MK-02028X-2067-001C,CS,3/29/2017,,24,28X,3211,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/6/2017,5/10/2017,,,,6/23/2017,86,38,4,44,,
3212-A,MK-02028X-4571-001A,CS,4/8/2017,,24,28X,3212,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/25/2017,,,,5/18/2017,40,11,6,23,,
3213-A,MK-02028X-4572-001A,CS,4/8/2017,,24,28X,3213,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/22/2017,,,4/23/2017,5/11/2017,33,11,3,,1,19
3214-A,MK-02028X-5023-001A,SS,3/30/2017,,24,28X,3214,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2017,4/30/2017,,,,6/15/2017,77,24,7,46,,
3214-B,MK-02028X-5023-001B,SS,3/30/2017,,24,28X,3214,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/21/2017,,,,5/18/2017,49,9,13,27,,
3215-A,MK-02028X-5023-002A,SS,3/9/2017,,24,28X,3215,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/18/2017,5/1/2017,,,,6/16/2017,99,40,13,46,,
3215-B,MK-02028X-5023-002B,SS,3/6/2017,,24,28X,3215,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2017,3/13/2017,,,,4/12/2017,37,4,3,30,,
3216-A,MK-02028X-5023-003A,SS,3/29/2017,,24,28X,3216,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/24/2017,,,,6/16/2017,79,10,16,53,,
3216-B,MK-02028X-5023-003B,SS,3/29/2017,,24,28X,3216,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,5/1/2017,,,,6/12/2017,75,10,23,42,,
3216-C,MK-02028X-5023-003C,SS,3/24/2017,,24,28X,3216,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/9/2017,4/23/2017,,,,6/9/2017,77,16,14,47,,
3217-A,MK-02028X-5023-004A,SS,3/30/2017,,24,28X,3217,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/10/2017,4/21/2017,,,,5/30/2017,61,11,11,39,,
3217-B,MK-02028X-5023-004B,SS,3/30/2017,,24,28X,3217,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2017,5/15/2017,,,,6/23/2017,85,24,22,39,,
3218-A,MK-02028X-5082-001A,CS,2/21/2017,,24,28X,3218,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/22/2017,3/24/2017,,,,4/26/2017,64,29,2,33,,
3218-B,MK-02028X-5082-001B,CS,2/17/2017,,24,28X,3218,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/10/2017,,,,4/20/2017,62,18,3,41,,
3219-A,MK-02028X-5087-001A,CS,3/14/2017,,24,28X,3219,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/26/2017,4/2/2017,,,4/6/2017,5/8/2017,55,12,7,,4,36
3220-A,MK-02028X-5112-001A,CS,3/30/2017,,24,28X,3220,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/25/2017,5/1/2017,,,,6/7/2017,69,26,6,37,,
3221-A,MK-02028X-5126-001A,SS,3/24/2017,,24,28X,3221,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/7/2017,5/14/2017,,,,8/7/2017,136,44,7,85,,
3222-A,MK-02028X-5129-001A,SS,3/24/2017,,24,28X,3222,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/8/2017,5/15/2017,,,,6/28/2017,96,45,7,44,,
3222-B,MK-02028X-5129-001B,SS,3/24/2017,,24,28X,3222,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/11/2017,4/22/2017,,,,5/30/2017,67,18,11,38,,
3222-C,MK-02028X-5129-001C,SS,3/29/2017,,24,28X,3222,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/18/2017,,,,5/18/2017,50,10,10,30,,
3223-A,MK-02028X-5319-001A,CS,3/30/2017,,24,28X,3223,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/22/2017,,,,5/11/2017,42,15,8,19,,
3224-A,MK-02028X-5389-003A,CS,2/17/2017,,24,28X,3224,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/9/2017,,,,6/9/2017,112,18,2,92,,
3225-A,MK-02028X-5389-004A,CS,2/17/2017,,24,28X,3225,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/10/2017,,,,4/20/2017,62,18,3,41,,
3226-A,MK-02028X-5410-003A,SS,3/30/2017,,24,28X,3226,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/23/2017,4/28/2017,,,,6/1/2017,63,24,5,34,,
3227-A,MK-02028X-5485-001A,SS,4/10/2017,,24,28X,3227,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,5/2/2017,,,,6/1/2017,52,12,10,30,,
3227-B,MK-02028X-5485-001B,SS,3/24/2017,,24,28X,3227,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/22/2017,,,,5/30/2017,67,21,8,38,,
3228-A,MK-02028X-5487-001A,CS,3/30/2017,,24,28X,3228,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/22/2017,,,4/23/2017,5/11/2017,42,15,8,,1,19
3229-A,MK-02028X-5488-001A,SS,3/24/2017,,24,28X,3229,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/28/2017,,,,5/30/2017,67,21,14,32,,
3229-B,MK-02028X-5488-001B,SS,4/10/2017,,24,28X,3229,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,5/3/2017,,,,7/25/2017,106,12,11,83,,
3230-A,MK-02028X-5505-001A,SS,3/13/2017,,24,28X,3230,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/13/2017,7/17/2017,,,,9/15/2017,186,122,4,60,,
3230-AA,MK-02028X-5505-001AA,SS,5/8/2017,,24,28X,3230,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/10/2017,7/10/2017,,,,7/25/2017,78,63,0,15,,
3230-B,MK-02028X-5505-001B,SS,3/6/2017,,24,28X,3230,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2017,3/15/2017,,,,4/19/2017,44,4,5,35,,
3231-A,MK-02028X-5506-001A,SS,3/13/2017,,24,28X,3231,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/13/2017,7/17/2017,,,,9/15/2017,186,122,4,60,,
3231-AA,MK-02028X-5506-001AA,SS,5/8/2017,,24,28X,3231,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/10/2017,7/10/2017,,,,7/25/2017,78,63,0,15,,
3231-B,MK-02028X-5506-001B,SS,3/6/2017,,24,28X,3231,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2017,3/15/2017,,,,4/19/2017,44,4,5,35,,
3232-A,MK-02028X-5616-001A,SS,2/21/2017,,24,28X,3232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/14/2017,4/21/2017,,,,5/18/2017,86,52,7,27,,
3232-B,MK-02028X-5616-001B,SS,2/21/2017,,24,28X,3232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/23/2017,3/30/2017,,,,5/22/2017,90,30,7,53,,
3232-C,MK-02028X-5616-001C,SS,2/17/2017,,24,28X,3232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/10/2017,3/11/2017,,,4/12/2017,5/15/2017,87,21,1,,32,65
3232-D,MK-02028X-5616-001D,SS,2/21/2017,,24,28X,3232,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/2/2017,4/8/2017,,,4/24/2017,5/18/2017,86,40,6,,16,40
3233-A,MK-02028X-5643-001A,CS,2/17/2017,,24,28X,3233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/8/2017,,,,4/20/2017,62,18,1,43,,
3233-AR,MK-02028X-5643-001AR,CS,7/27/2017,,24,28X,3233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/16/2017,9/16/2017,,,,10/12/2017,77,51,0,26,,
3233-B,MK-02028X-5643-001B,CS,2/21/2017,,24,28X,3233,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/24/2017,5/25/2017,,,,6/21/2017,120,92,1,27,,
3234-A,MK-02028X-5644-001A,CS,2/17/2017,,24,28X,3234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/8/2017,,,,4/20/2017,62,18,1,43,,
3234-AR,MK-02028X-5644-001AR,CS,7/27/2017,,24,28X,3234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/17/2017,9/17/2017,,,,10/12/2017,77,52,0,25,,
3234-B,MK-02028X-5644-001B,CS,2/21/2017,,24,28X,3234,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/24/2017,5/28/2017,,,,6/21/2017,120,92,4,24,,
3235-A,MK-02028X-5645-001A,CS,4/8/2017,,24,28X,3235,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/22/2017,,,4/23/2017,5/11/2017,33,11,3,,1,19
3236-A,MK-02028X-5646-001A,CS,4/8/2017,,24,28X,3236,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/24/2017,,,,7/12/2017,95,11,5,79,,
3237-A,MK-02028X-5647-001A,CS,4/8/2017,,24,28X,3237,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/26/2017,,,,5/23/2017,45,11,7,27,,
3238-A,MK-02028X-5648-001A,CS,4/8/2017,,24,28X,3238,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/24/2017,,,,5/11/2017,33,11,5,17,,
3239-A,MK-02028X-6051-001A,CS,3/30/2017,,24,28X,3239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/23/2017,9/27/2017,,,,11/30/2017,245,177,4,64,,
3239-B,MK-02028X-6051-001B,CS,3/30/2017,,24,28X,3239,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/11/2017,4/24/2017,,,,5/11/2017,42,12,13,17,,
3240-A,MK-02028X-6051-002A,CS,4/3/2017,,24,28X,3240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/9/2017,5/18/2017,,,,6/30/2017,88,36,9,43,,
3240-B,MK-02028X-6051-002B,CS,3/14/2017,,24,28X,3240,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/29/2017,3/31/2017,,,4/8/2017,5/8/2017,55,15,2,,8,38
3241-A,MK-02028X-7213-001A,CS,2/17/2017,,24,28X,3241,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/12/2017,,,3/19/2017,4/20/2017,62,18,5,,7,39
3242-B,MK-02028X-7796-001B,SS,4/10/2017,,24,28X,3242,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/18/2017,4/27/2017,,,,5/30/2017,50,8,9,33,,
3243-A,MK-02028X-7991-001A,CS,4/8/2017,,24,28X,3243,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/25/2017,,,,5/18/2017,40,11,6,23,,
3244-A,MK-02028X-7992-001A,CS,4/8/2017,,24,28X,3244,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/22/2017,,,,5/11/2017,33,11,3,19,,
3245-A,MK-02028X-8141-001A,CS,4/3/2017,,24,28X,3245,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,9/23/2017,9/30/2017,,,,11/30/2017,241,173,7,61,,
3245-B,MK-02028X-8141-001B,CS,3/14/2017,,24,28X,3245,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/25/2017,3/28/2017,,,4/4/2017,5/5/2017,52,11,3,,7,38
3246-A,MK-02028X-8402-001A,CS,2/21/2017,,24,28X,3246,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/20/2017,7/7/2017,,,,8/1/2017,161,119,17,25,,
3246-B,MK-02028X-8402-001B,CS,2/21/2017,,24,28X,3246,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/5/2017,5/11/2017,,,,6/2/2017,101,73,6,22,,
3246-C,MK-02028X-8402-001C,CS,2/17/2017,,24,28X,3246,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/7/2017,3/11/2017,,,3/19/2017,4/20/2017,62,18,4,,8,40
3247-A,MK-02028X-8407-001A,CS,3/30/2017,,24,28X,3247,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/9/2017,6/29/2017,,,,7/20/2017,112,71,20,21,,
3247-B,MK-02028X-8407-001B,CS,3/30/2017,,24,28X,3247,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/11/2017,5/19/2017,,,,6/13/2017,75,42,8,25,,
3247-C,MK-02028X-8407-001C,CS,3/30/2017,,24,28X,3247,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/21/2017,6/29/2017,,,,7/20/2017,112,83,8,21,,
3248-A,MK-02029X-2641-001A,CS,3/30/2017,,29,29X,3248,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/8/2017,4/12/2017,,,,6/16/2017,78,9,4,65,,
3248-B,MK-02029X-2641-001B,CS,3/30/2017,,29,29X,3248,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/29/2017,5/7/2017,,,,7/20/2017,112,30,8,74,,
3249-A,MK-02029X-2641-002A,CS,3/30/2017,,29,29X,3249,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,5/2/2017,,,,7/7/2017,99,23,10,66,,
3249-B,MK-02029X-2641-002B,CS,3/30/2017,,29,29X,3249,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/26/2017,,,,7/7/2017,99,23,4,72,,
3249-C,MK-02029X-2641-002C,CS,3/30/2017,,29,29X,3249,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/24/2017,4/27/2017,,,,6/16/2017,78,25,3,50,,
3250-A,MK-02029X-2641-003A,CS,3/14/2017,,29,29X,3250,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,3/26/2017,3/31/2017,,,,8/11/2017,150,12,5,133,,
3250-B,MK-02029X-2641-003B,CS,3/21/2017,,29,29X,3250,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/22/2017,4/25/2017,,,,7/7/2017,108,32,3,73,,
3251-A,MK-02029X-4750-001A,CS,3/30/2017,,29,29X,3251,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,4/28/2017,,,,7/12/2017,104,20,9,75,,
3251-B,MK-02029X-4750-001B,CS,3/30/2017,,29,29X,3251,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/28/2017,4/30/2017,,,,6/21/2017,83,29,2,52,,
3252-A,MK-02029X-8407-001A,CS,3/30/2017,,29,29X,3252,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/19/2017,5/8/2017,,,,6/2/2017,64,20,19,25,,
3252-B,MK-02029X-8407-001B,CS,3/30/2017,,29,29X,3252,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/24/2017,6/29/2017,,,,7/25/2017,117,86,5,26,,
3253-A,MK-02029X-8407-002A,CS,3/30/2017,,29,29X,3253,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/20/2017,7/3/2017,,,,8/16/2017,139,82,13,44,,
3253-B,MK-02029X-8407-002B,CS,3/30/2017,,29,29X,3253,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/25/2017,4/27/2017,,,,6/7/2017,69,26,2,41,,
3253-C,MK-02029X-8407-002C,CS,3/30/2017,,29,29X,3253,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,5/9/2017,5/19/2017,,,,7/5/2017,97,40,10,47,,
3254-A,MK-02030X-0838-002A,SS,2/16/2017,,31,30X,3254,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,7/11/2017,7/16/2017,,,,8/17/2017,182,145,5,32,,
3254-B,MK-02030X-0838-002B,SS,2/16/2017,,31,30X,3254,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,4/7/2017,4/11/2017,,,4/24/2017,5/18/2017,91,50,4,,13,37
3255-A,MK-02030X-8002-001A,CS,2/16/2017,,31,30X,3255,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/24/2017,6/29/2017,,,,8/7/2017,172,128,5,39,,
3255-AA,MK-02030X-8002-001AA,CS,2/16/2017,,31,30X,3255,ISS,ISS,,,1,,,[object Object],[object Object],[object Object],[object Object],[object Object],TRUE,6/24/2017,6/30/2017,,,8/15/2017,9/29/2017,225,128,6,,46,91
