,15069,,,,,,15069,15069,15069,15069,50,,4350,,15066,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP,ISO NO.,PIECE MARK,REFERENCE DWG.,LINE NO.,PAINT SYS.,TOP COAT COLOR,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,READY TO SHIP COATING,SHIP TO COATING,READY TO SHIP,TO SITE,LOAD #,COMMENTS,LINE CLASS,AREA,ON HOLD,REL HOLD DATE,HYDRO,PWHT,PMI,ISSUE DATE,PRIORITY DATE,PRIORITY,PCI REV,BACK AT SHOP,FINAL CHECK,ORIGINAL PAINT LOAD,RT %,DESCRIPTION,PIPE FT,SO #,FAB CODE,RELEASE DATE,CLIENT REV,Pcmkiitemw,ID STATUS
MOBILE    ,214-B,MK-02001X-5128-003B,020-01X-5128-03,"8""-EG-020-5128-B135-01-H                     ",VII / X SEE ISO          ,N/A MEDIUM GRAY     ,4/8/2017,4/18/2017,4/24/2017,4/25/2017,,,,,6/9/2017,M4033,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/21/2016,,-         ,1,,4/27/2017,,20,,38.95,6112,B135-01        ,,4/25/2017,4/26/2017,RELEASE   
MOBILE    ,1743-A,MK-02001X-5176-001A,020-01X-5176-01,"10""-EO-020-5176-D135-41-H                    ",X                        ,N/A Medium Gray     ,4/8/2017,4/13/2017,4/19/2017,4/20/2017,,,,,6/9/2017,M4033,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/18/2017,,-         ,0,,4/24/2017,,20,,26.93,6112,D135-41        ,,4/24/2017,4/24/2017,RELEASE   
MOBILE    ,359-C,MK-02001X-5182-001C,020-01X-5182-01,"6""-HM-020-5182-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/23/2017,4/23/2017,4/24/2017,,,,,6/9/2017,M4033,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/7/2016,,-         ,1,,4/27/2017,,20,,38.82,6112,A135-01        ,,4/25/2017,4/27/2017,RELEASE   
MOBILE    ,297-C,MK-02001X-5664-001C,020-01X-5664-01,"2""-CL-020-5664-B135-40-H                     ",VII/ X SEE ISO           ,N/A Medium Gray     ,3/7/2017,3/20/2017,4/1/2017,4/1/2017,,,,,6/9/2017,M4033,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/21/2016,,-         ,1,,4/27/2017,,20,,41.2,6112,B135-40        ,,4/10/2017,4/27/2017,RELEASE   
MOBILE    ,1215-A,MK-02001X-7449-009A,020-01X-7449-09,"3""-VT-020-7449-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/10/2017,4/19/2017,4/19/2017,4/24/2017,,,,,6/9/2017,M4033,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/11/2017,,-         ,0,,4/26/2017,,20,,5.19,6112,A135-01        ,,4/24/2017,4/25/2017,RELEASE   
MOBILE    ,260-A,MK-02001X-8220-008A,020-01X-8220-08,"6""-WT-020-8220-A135-51-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/8/2017,4/22/2017,4/22/2017,4/23/2017,,,,,6/9/2017,M4033,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/28/2016,,-         ,0,,4/27/2017,,20,,39.07,6112,A135-51        ,,4/25/2017,4/24/2017,RELEASE   
MOBILE    ,1049-B,MK-02005X-5060-001B,020-05X-5060-01,"2""-EG-020-5060-A135-01-H                     ",X                        ,N/A Medium Gray     ,3/6/2017,3/11/2017,3/11/2017,3/13/2017,,,,,6/9/2017,M4033,,4,05X       ,,,N/A   ,N/A   ,YES   ,2/22/2017,,-         ,2,,4/27/2017,,20,,39.99,6112,A135-01        ,,4/10/2017,4/27/2017,RELEASE   
MOBILE    ,494-C,MK-02005X-5180-001C,020-05X-5180-01,"8""-EG-020-5180-A135-01-H                     ",X                        ,N/A Medium Gray     ,3/22/2017,3/24/2017,3/24/2017,3/25/2017,,,,,6/9/2017,M4033,,4,05X       ,,,N/A   ,N/A   ,YES   ,12/7/2016,,-         ,1,,4/1/2017,,20,,40,6112,A135-01        ,,4/1/2017,4/1/2017,RELEASE   
MOBILE    ,1050-C,MK-02005X-7151-001C,020-05X-7151-01,"2""-EG-020-7151-A135-01-E                     ",X                        ,N/A Medium Gray     ,3/6/2017,3/12/2017,3/12/2017,3/26/2017,,,,,6/9/2017,M4033,,4,05X       ,,,N/A   ,N/A   ,YES   ,2/22/2017,,-         ,2,,4/21/2017,,20,,39.99,6112,A135-01        ,,4/22/2017,4/20/2017,RELEASE   
MOBILE    ,1553-B,MK-02006X-5812-001B,020-06X-5812-01,"4""-DW-020-5812-A135-01-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/3/2017,4/9/2017,4/9/2017,4/19/2017,,,,,6/9/2017,M4033,,4,06X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,4/21/2017,,20,,38.95,6112,A135-01        ,,4/22/2017,4/20/2017,RELEASE   
MOBILE    ,1970-A,MK-02012X-1012-003A,020-12X-1012-03,"3""-HL-020-1012-B135-40-N                     ",NONE/III SEE ISO         ,N/A/RAL 7038 Medium ,3/26/2017,4/2/2017,4/4/2017,4/4/2017,,,,,6/9/2017,M4033,,4,12X       ,,3/29/2017,N/A   ,N/A   ,YES   ,3/14/2017,,-         ,2,,4/27/2017,,20,,18.18,6112,B135-40        ,,4/19/2017,4/19/2017,RELEASE   
MOBILE    ,1558-A,MK-02012X-1093-001A,020-12X-1093-01,"6""-WX-020-1093-B135-40-N                     ",NONE/III SEE ISO         ,N/A / RAL 7038 MEDIU,4/8/2017,4/13/2017,4/19/2017,4/20/2017,,,,,6/9/2017,M4033,,4,12X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,4/24/2017,,20,,40.7,6112,B135-40        ,,4/28/2017,4/24/2017,RELEASE   
MOBILE    ,3642-C,MK-02013X-8223-001C,020-13X-8223-01,"4""-WT-020-8223-A135-51-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/7/2017,4/9/2017,4/9/2017,4/11/2017,,,,,6/9/2017,M4033,,4,13X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/24/2017,,20,,9.44,6112,A135-51        ,,4/19/2017,4/14/2017,RELEASE   
MOBILE    ,943-A,MK-02016X-1642-001A,020-16X-1642-01,"3""-HO-020-1642-A135-01-P                     ",VII                      ,N/A MEDIUM GRAY     ,4/3/2017,4/9/2017,4/9/2017,4/10/2017,,,,,6/9/2017,M4033,,4,16X       ,,,N/A   ,N/A   ,YES   ,1/11/2017,,-         ,0,,4/13/2017,,20,,4.11,6112,A135-01        ,,4/13/2017,4/11/2017,RELEASE   
MOBILE    ,539-B,MK-02016X-3015-001B,020-16X-3015-01,"14""-WP-020-3015-B135-40-H                    ",VII                      ,N/A Medium Gray     ,4/18/2017,4/20/2017,4/20/2017,4/23/2017,,,,,6/9/2017,M4033,,4,16X       ,,,N/A   ,N/A   ,YES   ,12/7/2016,,-         ,0,,4/23/2017,,20,,1.76,6112,B135-40        ,,4/24/2017,4/24/2017,RELEASE   
MOBILE    ,1073-D,MK-02017X-3022-001D,020-17X-3022-01,"10""-WP-020-3022-B135-40-P                    ",VII                      ,N/A Medium Gray     ,4/18/2017,4/20/2017,4/20/2017,4/23/2017,,,,,6/9/2017,M4033,,4,17X       ,,,N/A   ,N/A   ,YES   ,12/22/2016,,-         ,0,,4/24/2017,,20,,3.45,6112,B135-40        ,,4/24/2017,4/23/2017,RELEASE   
MOBILE    ,3323-A,MK-02018X-4081-001A,020-18X-4081-01,"3""-EO-020-4081-B135-41-F                     ",VII                      ,N/A MEDIUM GRAY     ,4/8/2017,4/18/2017,4/19/2017,4/20/2017,,,,,6/9/2017,M4033,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,1,,4/23/2017,,20,,18.7,6112,B135-41        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,3080-C,MK-02018X-5181-001C,020-18X-5181-01,"10""-EO-020-5181-D135-41-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/10/2017,4/21/2017,4/24/2017,4/24/2017,,,,,6/9/2017,M4033,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/27/2017,,20,,12.98,6112,D135-41        ,,4/25/2017,4/27/2017,RELEASE   
MOBILE    ,3081-B,MK-02018X-5181-002B,020-18X-5181-02,"10""-EO-020-5181-D135-41-H                    ",VII / X SEE ISO          ,N/A MEDIUM GRAY     ,4/10/2017,4/20/2017,4/22/2017,4/23/2017,,,,,6/9/2017,M4033,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/24/2017,,20,,13.96,6112,D135-41        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,1088-A,MK-02018X-5182-001A,020-18X-5182-01,"6""-HM-020-5182-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/7/2017,4/8/2017,4/8/2017,4/22/2017,,,,,6/9/2017,M4033,,4,18X       ,,,N/A   ,N/A   ,YES   ,12/22/2016,,-         ,0,,4/27/2017,,20,,7.4,6112,A135-01        ,,4/24/2017,4/25/2017,RELEASE   
MOBILE    ,1886-B,MK-02019X-4013-002B,020-19X-4013-02,"6""-WP-020-4013-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/8/2017,4/18/2017,4/24/2017,4/24/2017,,,,,6/9/2017,M4033,,4,19X       ,,,N/A   ,N/A   ,YES   ,2/1/2017,,-         ,0,,4/27/2017,,20,,34.96,6112,A135-01        ,,4/25/2017,4/26/2017,RELEASE   
MOBILE    ,3099-A,MK-02020X-5217-001A,020-20X-5217-01,"10""-DW-020-5217-A135-01-H                    ",VII/III/SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/10/2017,4/15/2017,4/17/2017,4/17/2017,,,,,6/9/2017,M4033,,4,20X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/23/2017,,20,,14.9,6112,A135-01        ,,4/24/2017,4/26/2017,RELEASE   
MOBILE    ,2455-C,MK-02022X-6033-001C,020-22X-6033-01,"3""-EG-020-6033-A135-01-H                     ",VII                      ,N/A Medium Gray     ,4/7/2017,4/15/2017,4/18/2017,4/18/2017,,,,,6/9/2017,M4033,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/26/2017,,20,,5.02,6112,A135-01        ,,4/23/2017,4/21/2017,RELEASE   
MOBILE    ,2633-A,MK-02022X-7042-002A,020-22X-7042-02,"10""-EG-020-7042-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/11/2017,4/23/2017,4/23/2017,,,,,6/9/2017,M4033,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,4/27/2017,,20,,13.04,6112,A135-01        ,,4/25/2017,4/27/2017,RELEASE   
MOBILE    ,2635-B,MK-02022X-7042-004B,020-22X-7042-04,"10""-EG-020-7042-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/14/2017,4/19/2017,4/19/2017,4/22/2017,,,,,6/9/2017,M4033,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/23/2017,,-         ,0,,4/22/2017,,20,,1.76,6112,A135-01        ,,4/25/2017,4/24/2017,RELEASE   
MOBILE    ,3384-B,MK-02022X-7053-002B,020-22X-7053-02,"3""-EG-020-7053-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/17/2017,4/20/2017,4/20/2017,,,,,6/9/2017,M4033,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/21/2017,,20,,14.12,6112,A135-01        ,,4/22/2017,4/21/2017,RELEASE   
MOBILE    ,3392-A,MK-02022X-7200-005A,020-22X-7200-05,"4""-EG-020-7200-A135-42-H                     ",X                        ,N/A MEDIUM GRAY     ,4/7/2017,4/13/2017,4/15/2017,4/15/2017,,,,,6/9/2017,M4033,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/26/2017,,20,,3.3,6112,A135-42        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,2660-B,MK-02022X-7443-D01B,020-22X-7443-D01,"2""-VT-020-7443-A135-42-H                     ",X                        ,N/A Medium Gray     ,4/9/2017,4/21/2017,4/21/2017,4/23/2017,,,,,6/9/2017,M4033,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/16/2017,,-         ,0,,4/27/2017,,20,,27.93,6112,A135-42        ,,4/27/2017,4/23/2017,RELEASE   
MOBILE    ,3772-B,MK-02023X-7289-002B,020-23X-7289-02,"2""-EG-020-7289-A135-01-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY / RA,3/30/2017,4/21/2017,4/21/2017,4/24/2017,,,,,6/9/2017,M4033,,4,23X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/27/2017,,20,,27.29,6112,A135-01        ,,4/26/2017,4/27/2017,RELEASE   
MOBILE    ,4476-B,MK-02024X-7283-001B,020-24X-7283-01,"2""-EG-020-7283-A135-01-H                     ",X                        ,N/A Medium Gray     ,3/30/2017,4/15/2017,4/15/2017,4/15/2017,,,,,6/9/2017,M4033,,4,24X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/22/2017,,20,,8.49,6112,A135-01        ,,4/24/2017,4/25/2017,RELEASE   
MOBILE    ,3183-A,MK-02026X-5451-001A,020-26X-5451-01,"4""-VT-020-5451-B135-40-H                     ",VII                      ,N/A MEDIUM GRAY     ,3/29/2017,4/9/2017,4/10/2017,4/13/2017,,,,,6/9/2017,M4033,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/26/2017,,20,,4.85,6112,B135-40        ,,4/17/2017,4/20/2017,RELEASE   
MOBILE    ,1415-B,MK-02027X-3146-D02B,020-27X-3146-D02,"1.5""-PW-020-3146-A135-01-N                   ",NONE / III SEE ISO       ,N/A / RAL 7038 MEDIU,3/9/2017,3/12/2017,3/12/2017,3/30/2017,,,,,6/9/2017,M4033,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,4/27/2017,,20,,19.96,6112,A135-01        ,,4/1/2017,4/20/2017,RELEASE   
MOBILE    ,3216-C,MK-02028X-5023-003C,020-28X-5023-03,"3""-EG-020-5023-D135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/9/2017,4/19/2017,4/19/2017,4/23/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,0,,4/23/2017,,20,,19.65,6112,D135-01        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,1952-A,MK-02028X-5044-001A,020-28X-5044-01,"8""-EG-020-5044-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/11/2017,4/20/2017,4/20/2017,4/23/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,1/4/2017,,-         ,0,,4/24/2017,,20,,14.31,6112,A135-01        ,,4/24/2017,4/25/2017,RELEASE   
MOBILE    ,1418-A,MK-02028X-5068-001A,020-28X-5068-01,"8""-EG-020-5068-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/13/2017,4/22/2017,4/22/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,1/12/2017,,-         ,0,,4/24/2017,,20,,16.97,6112,A135-01        ,,4/24/2017,4/24/2017,RELEASE   
MOBILE    ,1428-B,MK-02028X-5089-001B,020-28X-5089-01,"12""-EG-020-5089-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/14/2017,4/17/2017,4/18/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,4/18/2017,,20,,10.64,6112,A135-01        ,,4/18/2017,4/18/2017,RELEASE   
MOBILE    ,1699-A,MK-02028X-5093-001A,020-28X-5093-01,"6""-EG-020-5093-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/14/2017,4/22/2017,4/22/2017,4/24/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,2/1/2017,,-         ,0,,4/25/2017,,20,,2.72,6112,A135-01        ,,4/24/2017,4/25/2017,RELEASE   
MOBILE    ,1699-B,MK-02028X-5093-001B,020-28X-5093-01,"6""-EG-020-5093-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/17/2017,4/20/2017,4/21/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,1/13/2017,,-         ,0,,4/24/2017,,20,,17.26,6112,A135-01        ,,4/24/2017,4/24/2017,RELEASE   
MOBILE    ,2510-C,MK-02028X-5121-002C,020-28X-5121-02,"6""-EG-020-5121-B135-01-H                     ",VII/X SEE ISO            ,N/A Medium Gray     ,4/17/2017,4/17/2017,4/21/2017,4/21/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,4/3/2017,,-         ,0,,4/24/2017,,20,,21.55,6112,B135-01        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,1704-A,MK-02028X-5182-002A,020-28X-5182-02,"6""-HM-020-5182-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/20/2017,4/23/2017,4/23/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/23/2017,,-         ,0,,4/27/2017,,20,,19.59,6112,A135-01        ,,4/27/2017,4/24/2017,RELEASE   
MOBILE    ,1710-A,MK-02028X-5625-001A,020-28X-5625-01,"4""-EG-020-5625-A135-01-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/9/2017,4/18/2017,4/21/2017,4/21/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,4/22/2017,,20,,3.22,6112,A135-01        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,2515-A,MK-02028X-5632-001A,020-28X-5632-01,"6""-EG-020-5632-B135-01-H                     ",VII/X SEE ISO            ,N/A Medium Gray     ,4/11/2017,4/18/2017,4/20/2017,4/21/2017,,,,,6/9/2017,M4033,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/31/2017,,-         ,0,,4/22/2017,,20,,11.09,6112,B135-01        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,3510-C,MK-02030X-0924-003C,020-30X-0924-03,"6""-BD-020-0924-A135-41-F                     ",VII                      ,N/A MEDIUM GRAY     ,4/3/2017,4/8/2017,4/20/2017,4/22/2017,,,,,6/9/2017,M4033,,4,30X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,4/23/2017,,20,,2.61,6112,A135-41        ,,4/24/2017,4/25/2017,RELEASE   
MOBILE    ,3855-C,MK-02030X-8037-001C,020-30X-8037-01,"8""-EO-020-8037-A135-41-F                     ",VII                      ,N/A MEDIUM GRAY     ,4/9/2017,4/22/2017,4/22/2017,4/25/2017,,,,,6/9/2017,M4033,,4,30X       ,,,N/A   ,N/A   ,YES   ,3/6/2017,,-         ,1,,4/25/2017,,20,,6.94,6112,A135-41        ,,4/25/2017,4/27/2017,RELEASE   
MOBILE    ,86-A,MK-02001X-3082-001A,020-01X-3082-01,"2""-XX-020-3082-A135-01-E                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,3/1/2017,3/4/2017,3/29/2017,3/29/2017,,,,,6/7/2017,M4034,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/23/2016,,-         ,1,,4/28/2017,,20,,41.22,6112,A135-01        ,,4/28/2017,4/27/2017,RELEASE   
MOBILE    ,1469-A,MK-02001X-5232-002A,020-01X-5232-02,"10""-SE-020-5232-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/15/2017,4/18/2017,4/19/2017,,,,,6/7/2017,M4034,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/17/2017,,-         ,1,,4/26/2017,,20,,27.19,6112,A135-01        ,,4/19/2017,4/19/2017,RELEASE   
MOBILE    ,1471-B,MK-02001X-5292-004B,020-01X-5292-04,"12""-SE-020-5292-A135-01-H                    ",X                        ,N/A Medium Gray     ,4/18/2017,4/24/2017,4/24/2017,4/25/2017,,,,,6/7/2017,M4034,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/17/2016,,-         ,0,,4/26/2017,,20,,19.42,6112,A135-01        ,,4/25/2017,4/26/2017,RELEASE   
MOBILE    ,127-B,MK-02001X-7200-001B,020-01X-7200-01,"4""-EG-020-7200-A135-42-H                     ",X                        ,N/A MEDIUM GRAY     ,2/28/2017,3/1/2017,3/3/2017,3/3/2017,,,,,6/7/2017,M4034,,4,01X       ,,,N/A   ,N/A   ,YES   ,11/17/2016,,-         ,0,,4/20/2017,,20,,10.54,6112,A135-42        ,,3/3/2017,3/7/2017,RELEASE   
MOBILE    ,2912-D,MK-02002X-4082-002D,020-02X-4082-02,"4""-WP-020-4082-A135-41-H                     ",VII                      ,N/A Medium Gray     ,4/7/2017,4/9/2017,4/11/2017,4/11/2017,,,,,6/7/2017,M4034,,4,02X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/23/2017,,20,,10.21,6112,A135-41        ,,4/24/2017,4/28/2017,RELEASE   
MOBILE    ,1044-C,MK-02002X-5209-002C,020-02X-5209-02,"4""-WP-020-5209-A135-01-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/22/2017,4/25/2017,4/25/2017,4/27/2017,,,,,6/7/2017,M4034,,4,02X       ,,,N/A   ,N/A   ,YES   ,3/20/2017,,-         ,0,,4/28/2017,,20,,15.23,6112,A135-01        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,659-B,MK-02004X-1047-001B,020-04X-1047-01,"20""-WX-020-1047-B135-40-H                    ",VII / III SEE ISO        ,N/A Medium Gray / RA,3/26/2017,4/4/2017,4/4/2017,4/6/2017,,,,,6/7/2017,M4034,,4,04X       ,,,N/A   ,N/A   ,YES   ,12/8/2016,,-         ,1,,4/27/2017,,20,,39.98,6112,B135-40        ,,4/27/2017,4/9/2017,RELEASE   
MOBILE    ,659-C,MK-02004X-1047-001C,020-04X-1047-01,"20""-WX-020-1047-B135-40-H                    ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/11/2017,4/19/2017,4/19/2017,4/24/2017,,,,,6/7/2017,M4034,,4,04X       ,,,N/A   ,N/A   ,YES   ,12/8/2016,,-         ,1,,4/27/2017,,20,,36.72,6112,B135-40        ,,4/25/2017,4/25/2017,RELEASE   
MOBILE    ,797-B,MK-02005X-7203-001B,020-05X-7203-01,"2""-EG-020-7203-A135-01-H                     ",X                        ,N/A Medium Gray     ,3/10/2017,3/18/2017,3/26/2017,3/26/2017,,,,,6/7/2017,M4034,,4,05X       ,,,N/A   ,N/A   ,YES   ,3/6/2017,,-         ,0,,4/28/2017,,20,,35.35,6112,A135-01        ,,4/28/2017,4/3/2017,RELEASE   
MOBILE    ,4011-B,MK-02006X-2091-001B,020-06X-2091-01,"6""-XK-020-2091-A135-01-E                     ",VII/X SEE ISO            ,N/A MEDIUM GRAY     ,4/18/2017,4/21/2017,4/21/2017,4/24/2017,,,,,6/7/2017,M4034,,4,06X       ,,,N/A   ,N/A   ,YES   ,4/10/2017,,-         ,0,,4/27/2017,,20,,15.18,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,2741-A,MK-02010X-2018-001A,020-10X-2018-01,"3""-XK-020-2018-A135-01-E                     ",VII/X SEE ISO            ,N/A MEDIUM GRAY     ,4/9/2017,4/17/2017,4/17/2017,4/24/2017,,,,,6/7/2017,M4034,,4,10X       ,,,N/A   ,N/A   ,YES   ,3/23/2017,,-         ,0,,4/27/2017,,20,,13.78,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,3056-A,MK-02017X-4074-001A,020-17X-4074-01,"6""-EO-020-4074-A135-41-F                     ",VII                      ,N/A Medium Gray     ,4/2/2017,4/4/2017,4/4/2017,4/12/2017,,,,,6/7/2017,M4034,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/20/2017,,-         ,0,,4/23/2017,,20,,25.24,6112,A135-41        ,,4/25/2017,4/20/2017,RELEASE   
MOBILE    ,2605-A,MK-02017X-4074-D01A,020-17X-4074-D01,"6""-EO-020-4074-A135-41-F                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/8/2017,4/18/2017,4/18/2017,4/28/2017,,,,,6/7/2017,M4034,,4,17X       ,,,N/A   ,N/A   ,YES   ,2/20/2017,,-         ,0,,4/28/2017,,20,,38.97,6112,A135-41        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,2562-A,MK-02018X-3354-D01A,020-18X-3354-D01,"8""-EO-020-3354-A135-41-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,4/8/2017,4/17/2017,4/23/2017,4/24/2017,,,,,6/7/2017,M4034,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,1,,4/27/2017,,20,,39.85,6112,A135-41        ,,4/24/2017,4/29/2017,RELEASE   
MOBILE    ,3334-A,MK-02018X-5663-001A,020-18X-5663-01,"6""-WP-020-5663-A135-41-P                     ",VII                      ,N/A MEDIUM GRAY     ,4/14/2017,4/22/2017,4/24/2017,4/25/2017,,,,,6/7/2017,M4034,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,1,,4/27/2017,,20,,8.71,6112,A135-41        ,,4/26/2017,4/27/2017,RELEASE   
MOBILE    ,3340-C,MK-02019X-4018-002C,020-19X-4018-02,"6""-WP-020-4018-B135-41-F                     ",X                        ,N/A Medium Gray     ,3/31/2017,4/5/2017,4/5/2017,4/24/2017,,,,,6/7/2017,M4034,,4,19X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,1,,4/27/2017,,20,,39.98,6112,B135-41        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,2771-B,MK-02019X-4058-001B,020-19X-4058-01,"4""-WP-020-4058-B135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/2/2017,4/8/2017,4/10/2017,4/11/2017,,,,,6/7/2017,M4034,,4,19X       ,,,N/A   ,N/A   ,YES   ,3/2/2017,,-         ,0,,4/27/2017,,20,,3.62,6112,B135-01        ,,4/27/2017,4/23/2017,RELEASE   
MOBILE    ,3699-C,MK-02019X-4099-002C,020-19X-4099-02,"4""-EO-020-4099-A135-41-F                     ",VII                      ,N/A Medium Gray     ,4/23/2017,4/26/2017,4/26/2017,4/27/2017,,,,,6/7/2017,M4034,,4,19X       ,,,N/A   ,N/A   ,YES   ,3/1/2017,,-         ,0,,4/28/2017,,20,,10.29,6112,A135-41        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,3103-A,MK-02020X-5432-002A,020-20X-5432-02,"10""-VT-020-5432-A135-01-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/8/2017,4/13/2017,4/22/2017,4/23/2017,,,,,6/7/2017,M4034,,4,20X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/24/2017,,20,,4.29,6112,A135-01        ,,4/23/2017,4/25/2017,RELEASE   
MOBILE    ,3105-A,MK-02020X-5668-001A,020-20X-5668-01,"10""-VT-020-5668-A135-01-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/8/2017,4/12/2017,4/25/2017,4/25/2017,,,,,6/7/2017,M4034,,4,20X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/27/2017,,20,,3.8,6112,A135-01        ,,4/26/2017,4/27/2017,RELEASE   
