,15069,,,,,,15069,15069,15069,15069,50,,4350,,15066,,,,,,,,,,,,,,,,,,,,,,,,,
SHOP,ISO NO.,PIECE MARK,REFERENCE DWG.,LINE NO.,PAINT SYS.,TOP COAT COLOR,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,READY TO SHIP COATING,SHIP TO COATING,READY TO SHIP,TO SITE,LOAD #,COMMENTS,LINE CLASS,AREA,ON HOLD,REL HOLD DATE,HYDRO,PWHT,PMI,ISSUE DATE,PRIORITY DATE,PRIORITY,PCI REV,BACK AT SHOP,FINAL CHECK,ORIGINAL PAINT LOAD,RT %,DESCRIPTION,PIPE FT,SO #,FAB CODE,RELEASE DATE,CLIENT REV,Pcmkiitemw,ID STATUS
MOBILE    ,1357-A,MK-02022X-6014-005A,020-22X-6014-05,"4""-EG-020-6014-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/15/2017,4/19/2017,4/21/2017,,,,,6/7/2017,M4034,,4,22X       ,,,N/A   ,N/A   ,YES   ,1/13/2016,,-         ,0,,4/22/2017,,20,,15.2,6112,A135-01        ,,4/23/2017,4/25/2017,RELEASE   
MOBILE    ,3134-B,MK-02022X-7200-004B,020-22X-7200-04,"4""-EG-020-7200-A135-42-H                     ",X                        ,N/A Medium Gray     ,4/8/2017,4/19/2017,4/26/2017,4/26/2017,,,,,6/7/2017,M4034,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/28/2017,,20,,10.55,6112,A135-42        ,,4/27/2017,4/28/2017,RELEASE   
MOBILE    ,3399-B,MK-02022X-7310-002B,020-22X-7310-02,"3""-EG-020-7310-A135-01-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/8/2017,4/17/2017,4/19/2017,4/19/2017,,,,,6/7/2017,M4034,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/21/2017,,20,,6.66,6112,A135-01        ,,4/27/2017,4/21/2017,RELEASE   
MOBILE    ,1369-C,MK-02022X-7843-002C,020-22X-7843-02,"4""-EG-020-7843-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/7/2017,4/18/2017,4/18/2017,4/19/2017,,,,,6/7/2017,M4034,,4,22X       ,,,N/A   ,N/A   ,YES   ,1/10/2017,,-         ,0,,4/23/2017,,20,,10.18,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,1381-A,MK-02023X-7843-002A,020-23X-7843-02,"4""-EG-020-7843-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/10/2017,4/17/2017,4/17/2017,4/23/2017,,,,,6/7/2017,M4034,,4,23X       ,,,N/A   ,N/A   ,YES   ,1/11/2017,,-         ,0,,4/25/2017,,20,,9.17,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,3416-B,MK-02023X-7981-001B,020-23X-7981-01,"4""-EG-020-7981-B135-42-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/19/2017,4/20/2017,4/20/2017,,,,,6/7/2017,M4034,,4,23X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/23/2017,,20,,3.16,6112,B135-42        ,,4/24/2017,4/22/2017,RELEASE   
MOBILE    ,1924-B,MK-02026X-8310-001B,020-26X-8310-01,"6""-WT-020-8310-A135-51-H                     ",VII                      ,N/A Medium Gray     ,4/9/2017,4/22/2017,4/26/2017,4/27/2017,,,,,6/7/2017,M4034,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,0,,4/28/2017,,20,,14.48,6112,A135-51        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,2707-A,MK-02027X-2091-001A,020-27X-2091-01,"6""-XK-020-2091-A135-01-E                     ",VII / X SEE ISO          ,N/A Medium Gray     ,4/8/2017,4/14/2017,4/27/2017,4/27/2017,,,,,6/7/2017,M4034,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/20/2017,,-         ,0,,4/28/2017,,20,,41.07,6112,A135-01        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,3797-B,MK-02028X-5033-001B,020-28X-5033-01,"2""-DW-020-5033-B135-40-H                     ",VII / X SEE ISO          ,N/A Medium Gray     ,4/9/2017,4/13/2017,4/13/2017,4/17/2017,,,,,6/7/2017,M4034,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/21/2017,,-         ,0,,4/28/2017,,20,,16.83,6112,B135-40        ,,4/26/2017,4/27/2017,RELEASE   
MOBILE    ,3799-C,MK-02028X-5033-003C,020-28X-5033-03,"2""-DW-020-5033-B135-40-H                     ",VII                      ,N/A Medium Gray     ,4/9/2017,4/13/2017,4/13/2017,4/14/2017,,,,,6/7/2017,M4034,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/20/2017,,-         ,0,,4/22/2017,,20,,6.8,6112,B135-40        ,,4/23/2017,4/22/2017,RELEASE   
MOBILE    ,1956-B,MK-02028X-5057-002B,020-28X-5057-02,"6""-EG-020-5057-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/3/2017,4/21/2017,4/21/2017,4/22/2017,,,,,6/7/2017,M4034,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/7/2017,,-         ,0,,4/23/2017,,20,,5.33,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,860-A,MK-02028X-5110-002A,020-28X-5110-02,"24""-EG-020-5110-A135-01-H                    ",X                        ,N/A Medium Gray     ,4/11/2017,4/14/2017,4/14/2017,4/24/2017,,,,,6/7/2017,M4034,,4,28X       ,,,N/A   ,N/A   ,YES   ,12/30/2016,,-         ,0,,4/24/2017,,20,,0.83,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,3475-B,MK-02028X-7208-001B,020-28X-7208-01,"3""-EG-020-7208-A135-01-H                     ",X                        ,N/A Medium Gray     ,4/7/2017,4/15/2017,4/20/2017,4/20/2017,,,,,6/7/2017,M4034,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/23/2017,,20,,11.33,6112,A135-01        ,,4/24/2017,4/26/2017,RELEASE   
MOBILE    ,3820-C,MK-02030X-0600-001C,020-30X-0600-01,"4""-EO-020-0600-A135-41-F                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/8/2017,4/14/2017,4/22/2017,4/23/2017,,,,,6/7/2017,M4034,,4,30X       ,,,N/A   ,N/A   ,YES   ,3/2/2017,,-         ,0,,4/24/2017,,20,,7.69,6112,A135-41        ,,4/24/2017,4/26/2017,RELEASE   
MOBILE    ,3828-B,MK-02030X-0923-002B,020-30X-0923-02,"6""-BD-020-0923-A135-41-F                     ",VII                      ,N/A Medium Gray     ,4/18/2017,4/21/2017,4/25/2017,4/28/2017,,,,,6/7/2017,M4034,,4,30X       ,,,N/A   ,N/A   ,YES   ,3/3/2017,,-         ,0,,4/28/2017,,20,,26.4,6112,A135-41        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,3829-D,MK-02030X-0923-003D,020-30X-0923-03,"6""-BD-020-0923-A135-41-F                     ",VII                      ,N/A Medium Gray     ,4/18/2017,4/20/2017,4/20/2017,4/23/2017,,,,,6/7/2017,M4034,,4,30X       ,,,N/A   ,N/A   ,YES   ,3/3/2017,,-         ,0,,4/27/2017,,20,,4.36,6112,A135-41        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,1726-A,MK-02030X-8039-002A,020-30X-8039-02,"4""-EO-020-8039-B135-41-F                     ",VII                      ,N/A MEDIUM GRAY     ,3/9/2017,3/11/2017,3/21/2017,3/21/2017,,,,,6/7/2017,M4034,,4,30X       ,,,N/A   ,N/A   ,YES   ,1/30/2017,,-         ,0,,4/27/2017,,20,,17.84,6112,B135-41        ,,4/26/2017,4/27/2017,RELEASE   
MOBILE    ,151-A,MK-02001X-2013-002A,020-01X-2013-02,"10""-HL-020-2013-A135-01-P                    ",VII                      ,N/A MEDIUM GRAY     ,3/2/2017,4/17/2017,4/20/2017,4/21/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/7/2016,,-         ,2,,4/21/2017,,20,,35.63,6112,A135-01        ,,4/22/2017,4/21/2017,RELEASE   
MOBILE    ,714-A,MK-02001X-3068-001A,020-01X-3068-01,"6""-EO-020-3068-A135-41-H                     ",VII / III SEE ISO        ,N/A MEDIUM GRAY / RA,4/14/2017,4/22/2017,4/25/2017,4/25/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/14/2016,,-         ,1,,4/27/2017,,20,,41.7,6112,A135-41        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,2265-B,MK-02001X-3222-002B,020-01X-3222-02,"12""-BD-020-3222-A135-01-P                    ",X                        ,N/A Medium Gray     ,4/19/2017,4/25/2017,4/25/2017,4/27/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/23/2017,,-         ,0,,4/29/2017,,20,,0.95,6112,A135-01        ,,4/29/2017,4/29/2017,RELEASE   
MOBILE    ,1741-C,MK-02001X-3299-003C,020-01X-3299-03,"10""-SE-020-3299-A135-41-H                    ",X                        ,N/A Medium Gray     ,4/8/2017,4/15/2017,4/18/2017,4/19/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/17/2017,,-         ,0,,4/28/2017,,20,,13.63,6112,A135-41        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,2272-A,MK-02001X-3356-001A,020-01X-3356-01,"8""-HL-020-3356-A135-01-E                     ",VII                      ,N/A Medium Gray     ,4/19/2017,4/24/2017,4/24/2017,4/26/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/24/2017,,-         ,0,,4/29/2017,,20,,0.58,6112,A135-01        ,,4/26/2017,4/29/2017,RELEASE   
MOBILE    ,1200-A,MK-02001X-3611-001A,020-01X-3611-01,"8""-BD-020-3611-A135-01-P                     ",X                        ,N/A MEDIUM GRAY     ,4/23/2017,4/25/2017,4/28/2017,4/28/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/11/2017,,-         ,0,,4/29/2017,,20,,1.76,6112,A135-01        ,,4/29/2017,4/29/2017,CUT       
MOBILE    ,1465-B,MK-02001X-5016-001B,020-01X-5016-01,"10""-EG-020-5016-D135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/20/2017,4/20/2017,4/21/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/17/2017,,-         ,0,,4/28/2017,,20,,23.48,6112,D135-01        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,1465-D,MK-02001X-5016-001D,020-01X-5016-01,"10""-EG-020-5016-D135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/17/2017,4/17/2017,4/18/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/17/2017,,-         ,0,,4/28/2017,,20,,23.48,6112,D135-01        ,,4/28/2017,4/19/2017,RELEASE   
MOBILE    ,2715-C,MK-02001X-5291-003C,020-01X-5291-03,"6""-SL-020-5291-A135-01-H                     ",VII / X SEE ISO          ,N/A MEDIUM GRAY     ,4/14/2017,4/20/2017,4/25/2017,4/25/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,4/29/2017,,20,,16.11,6112,A135-01        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,2279-A,MK-02001X-5291-004A,020-01X-5291-04,"6""-SL-020-5291-A135-01-H                     ",VII                      ,N/A Medium Gray     ,4/19/2017,4/25/2017,4/25/2017,4/27/2017,,,,,5/30/2017,M4035,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/25/2017,,-         ,0,,4/29/2017,,20,,0.79,6112,A135-01        ,,4/29/2017,4/29/2017,RELEASE   
MOBILE    ,3642-E,MK-02013X-8223-001E,020-13X-8223-01,"4""-WT-020-8223-A135-51-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/7/2017,4/9/2017,4/9/2017,4/11/2017,,,,,5/30/2017,M4035,,4,13X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/29/2017,,20,,8.75,6112,A135-51        ,,4/25/2017,4/28/2017,RELEASE   
MOBILE    ,1165-B,MK-02015X-1004-001B,020-15X-1004-01,"8""-HL-020-1004-D135-01-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 Mediu,4/14/2017,4/20/2017,4/21/2017,4/22/2017,,,,,5/30/2017,M4035,,4,15X       ,,,N/A   ,N/A   ,YES   ,1/3/2017,,-         ,0,,4/28/2017,,20,,9.84,6112,D135-01        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,539-A,MK-02016X-3015-001A,020-16X-3015-01,"14""-WP-020-3015-B135-40-H                    ",VII                      ,N/A Medium Gray     ,4/3/2017,4/5/2017,4/5/2017,4/11/2017,,,,,5/30/2017,M4035,,4,16X       ,,,N/A   ,N/A   ,YES   ,12/7/2016,,-         ,0,,4/12/2017,,20,,,6112,B135-40        ,,4/18/2017,4/14/2017,RELEASE   
MOBILE    ,2032-B,MK-02016X-3151-002B,020-16X-3151-02,"6""-HL-020-3151-B135-40-P                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/9/2017,4/9/2017,4/23/2017,,,,,5/30/2017,M4035,,4,16X       ,,,N/A   ,N/A   ,YES   ,3/1/2017,,-         ,0,,4/29/2017,,20,,0.64,6112,B135-40        ,,4/28/2017,4/24/2017,RELEASE   
MOBILE    ,4663-A,MK-02017X-3058-001A,020-17X-3058-01,"6""-WP-020-3058-B135-40-H                     ",VII                      ,N/A Medium Gray     ,4/2/2017,4/6/2017,4/7/2017,4/7/2017,,,,,5/30/2017,M4035,,4,17X       ,,,N/A   ,N/A   ,YES   ,3/27/2017,,-         ,0,,4/9/2017,,20,,13.8,6112,B135-40        ,,4/11/2017,4/20/2017,RELEASE   
MOBILE    ,5564-B,MK-02017X-3079-001B,020-17X-3079-01,"3""-EO-020-3079-A135-41-H                     ",VII                      ,N/A MEDIUM GRAY     ,4/18/2017,4/22/2017,4/22/2017,4/23/2017,,,,,5/30/2017,M4035,,4,17X       ,,,N/A   ,N/A   ,YES   ,4/10/2017,,-         ,0,,4/25/2017,,20,,9.26,6112,A135-41        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,4964-A,MK-02017X-3751-001A,020-17X-3751-01,"24""-WP-020-3751-B135-40-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/11/2017,4/23/2017,4/23/2017,4/26/2017,,,,,5/30/2017,M4035,,4,17X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,4/26/2017,,20,,3.08,6112,B135-40        ,,4/26/2017,4/27/2017,RELEASE   
MOBILE    ,4965-B,MK-02017X-3752-001B,020-17X-3752-01,"24""-WP-020-3752-B135-40-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/11/2017,4/22/2017,4/22/2017,4/27/2017,,,,,5/30/2017,M4035,,4,17X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,4/28/2017,,20,,3.08,6112,B135-40        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,2118-A,MK-02018X-3083-002A,020-18X-3083-02,"24""-EO-020-3083-A135-41-H                    ",VII                      ,N/A MEDIUM GRAY     ,3/25/2017,3/28/2017,3/28/2017,4/2/2017,,,,,5/30/2017,M4035,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/16/2017,,-         ,0,,4/4/2017,,20,,,6112,A135-41        ,,4/8/2017,4/9/2017,RELEASE   
MOBILE    ,4681-D,MK-02018X-3098-001D,020-18X-3098-01,"10""-EO-020-3098-A135-41-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/14/2017,4/22/2017,4/22/2017,4/23/2017,,,,,5/30/2017,M4035,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,4/27/2017,,20,,2.44,6112,A135-41        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,3077-A,MK-02018X-5128-001A,020-18X-5128-01,"8""-EG-020-5128-B135-01-H                     ",VII / X SEE ISO          ,N/A MEDIUM GRAY     ,4/14/2017,4/19/2017,4/23/2017,4/23/2017,,,,,5/30/2017,M4035,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/21/2017,,-         ,0,,4/28/2017,,20,,25.35,6112,B135-01        ,,4/28/2017,4/24/2017,RELEASE   
MOBILE    ,3080-A,MK-02018X-5181-001A,020-18X-5181-01,"10""-EO-020-5181-D135-41-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/10/2017,4/24/2017,4/26/2017,4/26/2017,,,,,5/30/2017,M4035,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/27/2017,,20,,0.48,6112,D135-41        ,,4/27/2017,4/27/2017,RELEASE   
MOBILE    ,3081-A,MK-02018X-5181-002A,020-18X-5181-02,"10""-EO-020-5181-D135-41-H                    ",VII                      ,N/A MEDIUM GRAY     ,4/10/2017,4/20/2017,4/25/2017,4/26/2017,,,,,5/30/2017,M4035,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/29/2017,,20,,2.21,6112,D135-41        ,,4/26/2017,4/29/2017,RELEASE   
MOBILE    ,3083-A,MK-02018X-5196-002A,020-18X-5196-02,"8""-EO-020-5196-A135-41-H                     ",VII                      ,N/A Medium Gray     ,4/10/2017,4/20/2017,4/20/2017,4/22/2017,,,,,5/30/2017,M4035,,4,18X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/29/2017,,20,,0.67,6112,A135-41        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,1633-A,MK-02020X-5812-001A,020-20X-5812-01,"6""-DW-020-5812-A135-01-H                     ",VII/III                  ,N/A MEDIUM GRAY/RAL ,4/8/2017,4/22/2017,4/25/2017,4/25/2017,,,,,5/30/2017,M4035,,4,20X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,4/29/2017,,20,,21.9,6112,A135-01        ,,4/25/2017,4/26/2017,RELEASE   
MOBILE    ,1638-A,MK-02021X-7238-002A,020-21X-7238-02,"8""-EG-020-7238-A135-01-N                     ",NONE / III SEE ISO       ,N/A / RAL 7038 MEDIU,4/7/2017,4/11/2017,4/18/2017,4/18/2017,,,,,5/30/2017,M4035,,4,21X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,4/19/2017,,20,,8.18,6112,A135-01        ,,4/23/2017,4/23/2017,RELEASE   
MOBILE    ,3729-B,MK-02022X-5245-002B,020-22X-5245-02,"4""-EG-020-5245-B135-01-H                     ",VII                      ,N/A Medium Gray     ,3/30/2017,4/5/2017,4/7/2017,4/8/2017,,,,,5/30/2017,M4035,,4,22X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/8/2017,,20,,2.91,6112,B135-01        ,,4/9/2017,4/9/2017,RELEASE   
MOBILE    ,2616-B,MK-02022X-6008-001B,020-22X-6008-01,"3""-EG-020-6008-A135-01-H                     ",VII/III SEE ISO          ,N/A MEDIUM GRAY/RAL ,4/23/2017,4/26/2017,4/26/2017,4/27/2017,,,,,5/30/2017,M4035,,4,22X       ,,,N/A   ,N/A   ,YES   ,4/5/2017,,-         ,0,,4/29/2017,,20,,1.35,6112,A135-01        ,,4/28/2017,4/28/2017,RELEASE   
MOBILE    ,3157-A,MK-02023X-7286-002A,020-23X-7286-02,"2""-EG-020-7286-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,3/31/2017,4/8/2017,4/15/2017,4/17/2017,,,,,5/30/2017,M4035,,4,23X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/29/2017,,20,,17.35,6112,A135-01        ,,4/19/2017,4/26/2017,RELEASE   
MOBILE    ,1671-B,MK-02026X-2070-001B,020-26X-2070-01,"6""-WX-020-2070-A135-01-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,4/8/2017,4/18/2017,4/20/2017,4/20/2017,,,,,5/30/2017,M4035,,4,26X       ,,,N/A   ,N/A   ,YES   ,3/23/2017,,-         ,0,,4/28/2017,,20,,3.55,6112,A135-01        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,1929-C,MK-02027X-2035-001C,020-27X-2035-01,"4""-CL-020-2035-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/3/2017,4/6/2017,4/10/2017,4/10/2017,,,,,5/30/2017,M4035,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/23/2017,,-         ,0,,4/23/2017,,20,,9.92,6112,A135-01        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,1690-B,MK-02027X-2533-001B,020-27X-2533-01,"4""-WX-020-2533-B135-40-H                     ",VII/III SEE ISO          ,N/A Medium Gray/RAL ,4/19/2017,4/24/2017,4/26/2017,4/26/2017,,,,,5/30/2017,M4035,,4,27X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,4/27/2017,,20,,22.38,6112,B135-40        ,,4/27/2017,4/26/2017,RELEASE   
MOBILE    ,3217-A,MK-02028X-5023-004A,020-28X-5023-04,"3""-EG-020-5023-D135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/10/2017,4/19/2017,4/19/2017,4/21/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/30/2017,,-         ,0,,4/29/2017,,20,,3.75,6112,D135-01        ,,4/23/2017,4/26/2017,RELEASE   
MOBILE    ,2858-B,MK-02028X-5043-001B,020-28X-5043-01,"3""-EG-020-5043-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/7/2017,4/9/2017,4/9/2017,4/9/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/28/2017,,-         ,0,,4/29/2017,,20,,4.79,6112,A135-01        ,,4/12/2017,5/13/2017,RELEASE   
MOBILE    ,1432-B,MK-02028X-5099-002B,020-28X-5099-02,"16""-EG-020-5099-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/13/2017,4/13/2017,4/14/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/22/2017,,-         ,0,,4/29/2017,,20,,0.83,6112,A135-01        ,,4/23/2017,4/29/2017,RELEASE   
MOBILE    ,3811-A,MK-02028X-5147-003A,020-28X-5147-03,"3""-CL-020-5147-A135-01-H                     ",VII                      ,N/A MEDIUM GRAY     ,3/30/2017,4/5/2017,4/8/2017,4/8/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/15/2017,,-         ,0,,4/9/2017,,20,,6.29,6112,A135-01        ,,4/9/2017,4/10/2017,RELEASE   
MOBILE    ,1146-B,MK-02028X-5247-001B,020-28X-5247-01,"4""-CL-020-5247-A135-01-H                     ",VII/X SEE ISO            ,N/A MEDIUM GRAY     ,4/3/2017,4/7/2017,4/10/2017,4/10/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,12/29/2016,,-         ,0,,4/29/2017,,20,,9.34,6112,A135-01        ,,4/19/2017,4/20/2017,RELEASE   
MOBILE    ,3227-B,MK-02028X-5485-001B,020-28X-5485-01,"10""-EG-020-5485-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/14/2017,4/18/2017,4/18/2017,4/22/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,0,,4/29/2017,,20,,0.9,6112,A135-01        ,,4/23/2017,4/24/2017,RELEASE   
MOBILE    ,3229-A,MK-02028X-5488-001A,020-28X-5488-01,"10""-EG-020-5488-A135-01-H                    ",X                        ,N/A MEDIUM GRAY     ,4/14/2017,4/26/2017,4/26/2017,4/28/2017,,,,,5/30/2017,M4035,,4,28X       ,,,N/A   ,N/A   ,YES   ,3/24/2017,,-         ,0,,4/29/2017,,20,,0.9,6112,A135-01        ,,4/29/2017,4/29/2017,RELEASE   
MOBILE    ,5439-C,MK-02030X-8088-004C,020-30X-8088-04,"2""-EO-020-8088-B135-41-F                     ",VII                      ,N/A Medium Gray     ,4/8/2017,4/12/2017,4/17/2017,4/17/2017,,,,,5/30/2017,M4035,,4,30X       ,,,N/A   ,N/A   ,YES   ,3/29/2017,,-         ,0,,4/28/2017,,20,,18.19,6112,B135-41        ,,4/19/2017,4/26/2017,RELEASE   
MOBILE    ,3878-B,MK-02030X-8096-006B,020-30X-8096-06,"3""-WD-020-8096-A021-38-H                     ",VII / III SEE ISO        ,N/A Medium Gray / RA,3/30/2017,4/8/2017,4/8/2017,4/8/2017,,,,,5/30/2017,M4035,,14,30X       ,,,N/A   ,N/A   ,YES   ,2/21/2017,,-         ,0,,4/29/2017,,5,,20,6112,A021-38        ,,4/22/2017,4/21/2017,RELEASE   
MOBILE    ,2534-A,MK-02030X-9307-002A,020-30X-9307-02,"4""-EO-020-9307-B135-41-F                     ",VII                      ,N/A MEDIUM GRAY     ,3/29/2017,4/7/2017,4/7/2017,4/8/2017,,,,,5/30/2017,M4035,,4,30X       ,,,N/A   ,N/A   ,YES   ,2/6/2017,,-         ,0,,4/27/2017,,20,,1.43,6112,B135-41        ,,4/10/2017,4/10/2017,RELEASE   
MOBILE    ,568-A,MK-02001X-2009-002A,020-01X-2009-02,"12""-HL-020-2009-A135-01-P                    ",VII                      ,N/A Medium Gray     ,4/3/2017,4/13/2017,4/22/2017,4/22/2017,,,,,5/30/2017,M4036,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/1/2016,,-         ,0,,4/23/2017,,20,,3.01,6112,A135-01        ,,4/24/2017,4/27/2017,RELEASE   
MOBILE    ,569-A,MK-02001X-2009-003A,020-01X-2009-03,"12""-HL-020-2009-A135-01-P                    ",VII                      ,N/A Medium Gray     ,4/3/2017,4/13/2017,4/25/2017,4/25/2017,,,,,5/30/2017,M4036,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/1/2016,,-         ,0,,4/29/2017,,20,,3.01,6112,A135-01        ,,4/28/2017,4/27/2017,RELEASE   
MOBILE    ,1461-B,MK-02001X-2060-003B,020-01X-2060-03,"12""-HL-020-2060-A135-01-P                    ",VII                      ,N/A MEDIUM GRAY     ,4/3/2017,4/12/2017,4/22/2017,4/23/2017,,,,,5/30/2017,M4036,,4,01X       ,,,N/A   ,N/A   ,YES   ,1/13/2017,,-         ,0,,4/29/2017,,20,,4.34,6112,A135-01        ,,4/27/2017,4/23/2017,RELEASE   
MOBILE    ,359-A,MK-02001X-5182-001A,020-01X-5182-01,"6""-HM-020-5182-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,3/6/2017,3/8/2017,3/13/2017,3/14/2017,,,,,5/30/2017,M4036,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/7/2016,,-         ,0,,4/29/2017,,20,,38.3,6112,A135-01        ,,4/25/2017,3/17/2017,RELEASE   
MOBILE    ,608-B,MK-02001X-7208-002B,020-01X-7208-02,"3""-EG-020-7208-A135-01-H                     ",X                        ,N/A MEDIUM GRAY     ,4/8/2017,4/18/2017,4/20/2017,4/20/2017,,,,,5/30/2017,M4036,,4,01X       ,,,N/A   ,N/A   ,YES   ,12/30/2016,,-         ,0,,4/29/2017,,20,,14.73,6112,A135-01        ,,4/23/2017,4/25/2017,RELEASE   
