Client Tag,Shipped,Order Date,Delivery Date,
T11-3#18-4-0-0-0-CS_314-3~3,Shipped,03/31/20,02/18/20,
T11-3#18-4-0-0-0-CS_314-4~3,Shipped,03/31/20,02/18/20,
T11-1#12-4-0-0-0-CS-M_315-2~1,Shipped,03/31/20,02/18/20,
T11-1#12-4-0-0-0-CS-M_316-1~1,Shipped,03/31/20,02/18/20,
T11-1#16-4-0-0-0-CS-M_316-1~1,Shipped,03/31/20,02/18/20,
T30-1#22-0-10-0-0-CS_316-1~1,Shipped,03/31/20,02/18/20,
T34S-4#12.25-0-9-0-4-CS_317-1~4,Shipped,03/31/20,02/18/20,
T11-4#12-4-0-0-0-CS-M_317-1~4,Shipped,03/31/20,02/18/20,
T7SA-3#0-10.5-0-0-1-CS_318-2~3,Shipped,03/31/20,02/18/20,
T7SA-3#0-11-0-0-1-CS_318-2~3,Shipped,03/31/20,02/18/20,
T7SA-3#0-28-0-0-1-CS_318-1~3,Shipped,03/31/20,02/18/20,
T7SA-3#0-28-0-0-1-CS_318-2~3,Shipped,03/31/20,02/18/20,
T7SA-4#0-9.19-0-0-1-CS_318-3~4,Shipped,03/31/20,02/18/20,
T51-8#0-0-0-0-0.75-SS_240-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-1-SS_241-1~8,Shipped,03/31/20,01/09/20,
T2S-8#0-18-24-0-3-SS_241-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-1-SS_242-2~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-1-SS_243-1~8,Shipped,03/31/20,01/09/20,
T2S-8#0-18-24-0-3-SS_243-1~8,Shipped,03/31/20,01/09/20,
T2S-8#0-18-24-0-3-SS_244-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-1-SS_244-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-2-SS_244-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-0.75-SS_244-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_245-1~8,Shipped,03/31/20,01/09/20,
T51-10#0-0-0-0-1-SS_266-1~10,Shipped,03/31/20,01/09/20,
T2S-8#0-27-33-0-4-SS_267-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-0.75-SS_268-1~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-1-SS_269-1~8,Shipped,03/31/20,01/09/20,
T2S-8#0-18-24-0-3-SS_269-1~8,Shipped,03/31/20,01/09/20,
T2S-6#0-18.38-24-38-0-2-SS-477-1~6,Shipped,03/31/20,03/17/20,
T51-10#0-0-0-0-1-SS_142-1~10,Shipped,03/31/20,01/09/20,
T2S-3#0-14-20-0-1-CS_319-1~3,Shipped,03/31/20,02/18/20,
T33S-3#12-0-9-0-4-CS_320-1~3,Shipped,03/31/20,02/18/20,
T13-3#18-6-0-0-0-CS_320-1~3,Shipped,03/31/20,02/18/20,
T11A-8#18-4-0-0-0-SS-456-1~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-456-2~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-457-1~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-457-2~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-458-1~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-458-2~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-459-1~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-459-2~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-460-1~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-460-2~8,Shipped,03/31/20,03/13/20,
T11A-8#18-4-0-0-0-SS-461-1~8,Shipped,03/31/20,03/13/20,
T33S-8#34.5-4-9-0-5-SS-461-1~8,Shipped,03/31/20,03/13/20,
T13A-8#18-4.5-0-0-0-SS-M_102-1~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_102-3~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5.5-0-0-0-SS-M_102-7~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_102-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_102-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_102-6~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_103-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_103-2~8,Shipped,03/31/20,02/03/20,
T13A-8#18-4.5-0-0-0-SS-M_103-1~8,Shipped,03/31/20,12/17/19,
T31S-8#25-4-9-0-5-SS_103-3~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_104-3~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_104-4~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_104-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_104-5~8,Shipped,03/31/20,02/03/20,
T11A-8#16-4-0-0-0-SS-M_104-2~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_105-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_105-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_105-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_105-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_105-5~8,Shipped,03/31/20,02/03/20,
T33S-8#24-4-9-0-5-SS_105-5~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_106-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_106-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_106-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_106-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_106-6~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_106-7~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_107-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_107-6~8,Shipped,03/31/20,02/03/20,
T13A-8#18-5.5-0-0-0-SS-M_107-2~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5.5-0-0-0-SS-M_107-3~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5.5-0-0-0-SS-M_107-4~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5-0-0-0-SS-M_107-1~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5.5-0-0-0-SS-M_108-2~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_108-4~8,Shipped,03/31/20,12/17/19,
T13A-8#18-6-0-0-0-SS_108-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_108-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_109-2~8,Shipped,03/31/20,02/03/20,
T13A-8#18-6-0-0-0-SS_109-4~8,Shipped,03/31/20,02/03/20,
T13A-8#18-4.5-0-0-0-SS-M_109-1~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5-0-0-0-SS-M_109-2~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_110-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_111-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_111-2~8,Shipped,03/31/20,02/03/20,
T11A-8#22-4-0-0-0-SS-M_111-2~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_112-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_112-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_113-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_113-3~8,Shipped,03/31/20,02/03/20,
T11A-8#15-4-0-0-0-SS-M_113-1~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_114-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_114-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_114-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_115-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_115-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_115-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_116-3~8,Shipped,03/31/20,02/03/20,
T7SA-8#0-18.5-0-0-2-SS_117-2~8,Shipped,03/31/20,12/17/19,
T7SA-8#0-18.5-0-0-2-SS_117-3~8,Shipped,03/31/20,12/17/19,
T7SA-8#0-18.5-0-0-2-SS_117-4~8,Shipped,03/31/20,12/17/19,
T34S-8#15.25-0-9-0-5-SS_118-1~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_118-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_118-2~8,Shipped,03/31/20,02/03/20,
T11A-8#10-4-0-0-0-SS-M_119-1~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_120-5~8,Shipped,03/31/20,02/03/20,
T13A-8#18-5-0-0-0-SS-M_120-1~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5-0-0-0-SS-M_120-2~8,Shipped,03/31/20,12/17/19,
T13A-8#18-5-0-0-0-SS-M_120-3~8,Shipped,03/31/20,12/17/19,
T13A-8#18-6-0-0-0-SS_120-4~8,Shipped,03/31/20,02/03/20,
T13A-8#18-7-0-0-0-SS-M_120-4~8,Shipped,03/31/20,12/17/19,
T13A-8#20-5-0-0-0-SS-M_120-2~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_121-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_121-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_121-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_122-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_122-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_122-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_122-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_123-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_123-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_123-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_123-4~8,Shipped,03/31/20,02/03/20,
T11A-8#20-4-0-0-0-SS-M_123-4~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_124-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_124-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_124-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_125-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_125-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_125-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_126-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_126-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_126-7~8,Shipped,03/31/20,02/03/20,
T11A-8#12-4-0-0-0-SS-M_126-3~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_126-4~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_126-5~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_126-6~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_127-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_127-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_127-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_127-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_128-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_128-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_128-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_128-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_129-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_129-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_129-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_129-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_129-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_130-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_130-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_131-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_131-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_131-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_131-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_132-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_132-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_132-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_132-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_133-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_133-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_133-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_133-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_134-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_134-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_134-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_134-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_134-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_135-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_135-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_135-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_135-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_136-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_136-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_136-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_136-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_136-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_137-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_137-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-3.5-0-0-0-SS-M_137-1~8,Shipped,03/31/20,12/17/19,
T13A-8#18-4.5-0-0-0-SS-M_137-3~8,Shipped,03/31/20,12/17/19,
T11A-8#14-4-0-0-0-SS-M_138-2~8,Shipped,03/31/20,12/17/19,
T11A-8#18-4-0-0-0-SS_138-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_138-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_138-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_139-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_139-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_139-3~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_139-4~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_139-5~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_139-6~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_140-1~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_140-2~8,Shipped,03/31/20,02/03/20,
T11A-8#18-4-0-0-0-SS_246-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_246-3~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_246-4~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_246-5~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_246-6~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_246-7~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_247-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_247-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_247-3~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_247-4~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_248-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_248-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_249-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_249-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_250-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_250-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_250-3~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_251-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_251-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_252-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_252-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_253-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_253-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_253-3~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_254-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_255-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_256-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_256-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_257-2~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_258-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_259-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_260-1~8,Shipped,03/31/20,01/09/20,
T11A-8#18-4-0-0-0-SS_262-2~8,Shipped,03/31/20,01/09/20,
T2S-8#0-17-23-0-3-SS_263-2~8,Shipped,03/31/20,01/09/20,
T2S-8#0-17-23-0-3-SS_264-2~8,Shipped,03/31/20,01/09/20,
T51-8#0-0-0-0-1-SS_265-1~8,Shipped,03/31/20,01/09/20,
T51-16#0-0-0-0-1-CR_323-1~16,Shipped,03/31/20,02/26/20,
T51-4#0-0-0-0-0.75-CR_323-2~4,Shipped,03/31/20,02/26/20,
T7SA-16#0-18.5-0-0-4-CS_323-1~16,Shipped,03/31/20,02/26/20,
T133TPI-C-0.75#0-35.04-0-0-0-CS,Not Shipped,04/03/20,04/27/20,
T41TPI-0.75#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/27/20,
T30-0.75#30.5-0-10-0-0-CS,Not Shipped,04/03/20,04/27/20,
T502-B-0.75#6-11.13-0-0-0-CS,Not Shipped,04/03/20,04/27/20,
T41TPI-0.75#0-0-0-0-0-CS,Not Shipped,04/03/20,04/27/20,
T111-0.75#24-0-0-0-0-CS,Not Shipped,04/03/20,04/27/20,
T126-0.75#24.25-16.31-17-21-0-CS,Not Shipped,04/03/20,04/27/20,
T152TPI-0.75#5.05-0-2.52-0-0-CS,Not Shipped,04/03/20,04/27/20,
T152TPI-0.75#5.05-0-2.52-0-0-CS,Not Shipped,04/03/20,04/27/20,
T133TPI-C-0.75#0-36.54-0-0-0-CS,Not Shipped,04/03/20,04/27/20,
T500-W-0.75#16.38-0-0-3.53-1-CS,Not Shipped,04/03/20,04/27/20,
T30-0.75#26.5-0-10-0-0-CS,Not Shipped,04/03/20,04/27/20,
T51-8#0-0-0-0-1-CS,Not Shipped,04/03/20,04/27/20,
T51-8#0-0-0-0-1-CS,Not Shipped,04/03/20,04/27/20,
T9D-8#0-0-0-0.13-7-CS,Not Shipped,04/03/20,04/27/20,
T21-6#0-0-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T21-6#0-0-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T507-B-6#28-24-0-0-1-CS,Not Shipped,04/03/20,03/20/20,
T9C-3#0-0-0-0.13-4-CS,Not Shipped,04/03/20,04/23/20,
T21B-16#0-3-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T21B-16#0-4-0-0.13-0-M-CS,Not Shipped,04/03/20,04/27/20,
T24-16#0-9-0-0.13-0-CS-M,Not Shipped,04/03/20,04/27/20,
T8B-8#3-0-3-5-5-CS,Not Shipped,04/03/20,04/27/20,
T21-8#0-0-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T9C-8#0-0-0-0.13-7-CS,Not Shipped,04/03/20,04/23/20,
T500-B-4#17.06-0-0-5.25-1-CS,Not Shipped,04/03/20,03/20/20,
T500-B-1#26.13-0-0-6-1-CS,Not Shipped,04/03/20,03/20/20,
T502-B-1#8-11.94-0-0-0-CS,Not Shipped,04/03/20,03/20/20,
T505-B-10#46.88-20.25-0-0-3-CS,Not Shipped,04/03/20,03/20/20,
T21-10#0-5.38-26.5-0.13-0-CS,Not Shipped,04/03/20,04/09/20,
T504-B-10#48-20.25-20.25-0-2-CS,Not Shipped,04/03/20,04/09/20,
T20A-4#0-0-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T21-4#0-0-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T21-4#0-0-0-0.13-0-CS,Not Shipped,04/03/20,04/27/20,
T9C-6#0-0-0-0.13-5-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-2#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/23/20,
T111-2#11-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T126-2#35.25-29.25-28-32-0-CS,Not Shipped,04/03/20,04/23/20,
T133TPI-S-2#0-12.19-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-2#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/23/20,
T41TPI-0.75#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/23/20,
T126-0.75#16.75-8.75-10.5-13.5-0-CS,Not Shipped,04/03/20,04/23/20,
T111-0.75#18.88-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T126-0.75#14.25-12-7.5-11-0-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-0.75#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/23/20,
T41TPI-0.75#0-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T500-B-0.75#5-0-0-3.53-1-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5#21.25-23.75-12.5-18-0-CS,Not Shipped,04/03/20,04/23/20,
T19-1.5#18-4-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T19-1.5#18-4-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5#20.25-42.75-11-17-0-CS,Not Shipped,04/03/20,04/23/20,
T500-B-1.5#13.5-0-0-6-1-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5-#18.75-42.25-9.5-15.5-0-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5-#18.75-42.75-11-17-0-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5-#18.75-42.75-9.5-15.5-0-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5#19.25-42.25-10-16-0-CS,Not Shipped,04/03/20,04/23/20,
T19-1.5#18-4-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T19A-1.5#18-4.5-0-0-0-M-CS,Not Shipped,04/03/20,04/23/20,
T500-B-1.5#20-0-0-3.95-2-CS,Not Shipped,04/03/20,04/23/20,
T19-1.5#18-4.5-0-0-0-M-CS,Not Shipped,04/03/20,04/23/20,
T502-B-1.5#6-9-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T500-B-1.5#19.38-0-0-3.95-1-CS,Not Shipped,04/03/20,04/23/20,
T19-1.5#18-4-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T126-1.5#19.25-42.63-11.31-16-0-CS,Not Shipped,04/03/20,04/23/20,
T111-1.5#14.5-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T19-1.5#18-4-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T137-1.5#0-12.99-13-0-0-6-1-CS,Not Shipped,04/03/20,04/23/20,
T500-B-1.5#24.38-0-0-3.95-1-CS,Not Shipped,04/03/20,04/23/20,
T500-B-1.5#29.13-0-0-6-1-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-2#0-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T152TPI-2#6.38-0-3.19-0-0-CS,Not Shipped,04/03/20,04/23/20,
T152TPI-2#6.5-0-3.25-0-0-CS,Not Shipped,04/03/20,04/23/20,
T111-2#15.88-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-2#0-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-2#0-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T152TPI-2#6-0-3-0-0-CS,Not Shipped,04/03/20,04/23/20,
T126-2#21.25-15.38-12-.75-18-0-CS,Not Shipped,04/03/20,04/23/20,
T152TPI-2#6.38-0-3.19-0-0-CS,Not Shipped,04/03/20,04/23/20,
T111-2#22.81-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T111-1#22.81-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T41TPI-2#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/23/20,
T41TPI-1#0-0-0-0.13-0-CS-M,Not Shipped,04/03/20,04/23/20,
T41TPI-1#0-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
T111-1#12-0-0-0-0-CS,Not Shipped,04/03/20,04/23/20,
