SIZE,WELD TYPE,MAT'L,SCH.,MOD MAN HOUR CODE,HOURS
20,N45,CS,100,20N45CS100,86.08
20,N45,CS,120,20N45CS120,111.12
20,N45,CS,140,20N45CS140,136.752
20,N45,CS,160,20N45CS160,164.608
20,N45,CS,STD,20N45CSSTD,30.528
20,N45,CS,XS,20N45CSXS,37.568
20,N45,CS,XXS,20N45CSXXS,164.608
20,N45,DUPLEX,10S,20N45DUPLEX10S,76.32
20,N45,DUPLEX,20,20N45DUPLEX20,76.32
20,N45,DUPLEX,30,20N45DUPLEX30,93.72
20,N45,DUPLEX,40,20N45DUPLEX40,107.04
20,N45,DUPLEX,60,20N45DUPLEX60,123.52
20,N45,DUPLEX,80,20N45DUPLEX80,166.68
20,N45,DUPLEX,100,20N45DUPLEX100,215.2
20,N45,DUPLEX,120,20N45DUPLEX120,277.8
20,N45,DUPLEX,140,20N45DUPLEX140,341.88
20,N45,DUPLEX,160,20N45DUPLEX160,411.52
20,N45,DUPLEX,40S,20N45DUPLEX40S,76.32
20,N45,DUPLEX,80S,20N45DUPLEX80S,93.92
20,N45,DUPLEX,XXS,20N45DUPLEXXXS,411.52
20,N45,HAST,10S,20N45HAST10S,91.584
20,N45,HAST,20,20N45HAST20,91.584
20,N45,HAST,30,20N45HAST30,112.464
20,N45,HAST,40,20N45HAST40,128.448
20,N45,HAST,60,20N45HAST60,148.224
20,N45,HAST,80,20N45HAST80,200.016
20,N45,HAST,100,20N45HAST100,258.24
20,N45,HAST,120,20N45HAST120,333.36
20,N45,HAST,140,20N45HAST140,410.256
20,N45,HAST,160,20N45HAST160,493.824
20,N45,HAST,40S,20N45HAST40S,91.584
20,N45,HAST,80S,20N45HAST80S,112.704
20,N45,HAST,XXS,20N45HASTXXS,493.824
20,N45,INCONEL,10S,20N45INCONEL10S,76.32
20,N45,INCONEL,20,20N45INCONEL20,76.32
20,N45,INCONEL,30,20N45INCONEL30,93.72
20,N45,INCONEL,40,20N45INCONEL40,107.04
20,N45,INCONEL,60,20N45INCONEL60,123.52
20,N45,INCONEL,80,20N45INCONEL80,166.68
20,N45,INCONEL,100,20N45INCONEL100,215.2
20,N45,INCONEL,120,20N45INCONEL120,277.8
20,N45,INCONEL,140,20N45INCONEL140,341.88
20,N45,INCONEL,160,20N45INCONEL160,411.52
20,N45,INCONEL,40S,20N45INCONEL40S,76.32
20,N45,INCONEL,80S,20N45INCONEL80S,93.92
20,N45,INCONEL,XXS,20N45INCONELXXS,411.52
20,N45,MONEL,10S,20N45MONEL10S,76.32
20,N45,MONEL,20,20N45MONEL20,76.32
20,N45,MONEL,30,20N45MONEL30,93.72
20,N45,MONEL,40,20N45MONEL40,107.04
20,N45,MONEL,60,20N45MONEL60,123.52
20,N45,MONEL,80,20N45MONEL80,166.68
20,N45,MONEL,100,20N45MONEL100,215.2
20,N45,MONEL,120,20N45MONEL120,277.8
20,N45,MONEL,140,20N45MONEL140,341.88
20,N45,MONEL,160,20N45MONEL160,411.52
20,N45,MONEL,40S,20N45MONEL40S,76.32
20,N45,MONEL,80S,20N45MONEL80S,93.92
20,N45,MONEL,XXS,20N45MONELXXS,411.52
20,N45,NICKEL,10S,20N45NICKEL10S,91.584
20,N45,NICKEL,20,20N45NICKEL20,91.584
20,N45,NICKEL,30,20N45NICKEL30,112.464
20,N45,NICKEL,40,20N45NICKEL40,128.448
20,N45,NICKEL,60,20N45NICKEL60,148.224
20,N45,NICKEL,80,20N45NICKEL80,200.016
20,N45,NICKEL,100,20N45NICKEL100,258.24
20,N45,NICKEL,120,20N45NICKEL120,333.36
20,N45,NICKEL,140,20N45NICKEL140,410.256
20,N45,NICKEL,160,20N45NICKEL160,493.824
20,N45,NICKEL,40S,20N45NICKEL40S,91.584
20,N45,NICKEL,80S,20N45NICKEL80S,112.704
20,N45,NICKEL,XXS,20N45NICKELXXS,493.824
20,N45,P11,20,20N45P1120,61.056
20,N45,P11,30,20N45P1130,74.976
20,N45,P11,40,20N45P1140,85.632
20,N45,P11,60,20N45P1160,98.816
20,N45,P11,80,20N45P1180,133.344
20,N45,P11,100,20N45P11100,172.16
20,N45,P11,120,20N45P11120,222.24
20,N45,P11,140,20N45P11140,273.504
20,N45,P11,160,20N45P11160,329.216
20,N45,P11,STD,20N45P11STD,61.056
20,N45,P11,XS,20N45P11XS,75.136
20,N45,P11,XXS,20N45P11XXS,329.216
20,N45,P22,20,20N45P2220,76.32
20,N45,P22,30,20N45P2230,93.72
20,N45,P22,40,20N45P2240,107.04
20,N45,P22,60,20N45P2260,123.52
20,N45,P22,80,20N45P2280,166.68
20,N45,P22,100,20N45P22100,215.2
20,N45,P22,120,20N45P22120,277.8
20,N45,P22,140,20N45P22140,341.88
20,N45,P22,160,20N45P22160,411.52
20,N45,P22,STD,20N45P22STD,76.32
20,N45,P22,XS,20N45P22XS,93.92
20,N45,P22,XXS,20N45P22XXS,411.52
20,N45,P5,20,20N45P520,61.056
20,N45,P5,30,20N45P530,74.976
20,N45,P5,40,20N45P540,85.632
20,N45,P5,60,20N45P560,98.816
20,N45,P5,80,20N45P580,133.344
20,N45,P5,100,20N45P5100,172.16
20,N45,P5,120,20N45P5120,222.24
20,N45,P5,140,20N45P5140,273.504
20,N45,P5,160,20N45P5160,329.216
20,N45,P5,STD,20N45P5STD,61.056
20,N45,P5,XS,20N45P5XS,75.136
20,N45,P5,XXS,20N45P5XXS,329.216
20,N45,P9,20,20N45P920,76.32
20,N45,P9,30,20N45P930,93.72
20,N45,P9,40,20N45P940,107.04
20,N45,P9,60,20N45P960,123.52
20,N45,P9,80,20N45P980,166.68
20,N45,P9,100,20N45P9100,215.2
20,N45,P9,120,20N45P9120,277.8
20,N45,P9,140,20N45P9140,341.88
20,N45,P9,160,20N45P9160,411.52
20,N45,P9,STD,20N45P9STD,76.32
20,N45,P9,XS,20N45P9XS,93.92
20,N45,P9,XXS,20N45P9XXS,411.52
20,N45,SS,10S,20N45SS10S,53.424
20,N45,SS,20S,20N45SS20S,53.424
20,N45,SS,40S,20N45SS40S,53.424
20,N45,SS,5S,20N45SS5S,53.424
20,N45,SS,80S,20N45SS80S,65.744
20,N45,SS,20,20N45SS20,74.928
20,N45,SS,40,20N45SS40,74.928
20,N45,SS,80,20N45SS80,116.676
20,N45,TI,10S,20N45TI10S,91.584
20,N45,TI,20,20N45TI20,91.584
20,N45,TI,30,20N45TI30,112.464
20,N45,TI,40,20N45TI40,128.448
20,N45,TI,60,20N45TI60,148.224
20,N45,TI,80,20N45TI80,200.016
20,N45,TI,100,20N45TI100,258.24
20,N45,TI,120,20N45TI120,333.36
20,N45,TI,140,20N45TI140,410.256
20,N45,TI,160,20N45TI160,493.824
20,N45,TI,STD,20N45TISTD,91.584
20,N45,TI,XS,20N45TIXS,112.704
20,N45,TI,XXS,20N45TIXXS,493.824
20,N90,321,20,20N9032120,43.76
20,N90,321,30,20N9032130,59.6
20,N90,321,40,20N9032140,73.08
20,N90,321,60,20N9032160,98
20,N90,321,80,20N9032180,132.68
20,N90,321,100,20N90321100,169.2
20,N90,321,120,20N90321120,212.4
20,N90,321,140,20N90321140,258.56
20,N90,321,160,20N90321160,305.2
20,N90,321,10S,20N9032110S,43.76
20,N90,321,40S,20N9032140S,43.76
20,N90,321,80S,20N9032180S,59.6
20,N90,321,XXS,20N90321XXS,305.2
20,N90,347,20,20N9034720,43.76
20,N90,347,30,20N9034730,59.6
20,N90,347,40,20N9034740,73.08
20,N90,347,60,20N9034760,98
20,N90,347,80,20N9034780,132.68
20,N90,347,100,20N90347100,169.2
20,N90,347,120,20N90347120,212.4
20,N90,347,140,20N90347140,258.56
20,N90,347,160,20N90347160,305.2
20,N90,347,40S,20N9034740S,43.76
20,N90,347,80S,20N9034780S,59.6
20,N90,347,XXS,20N90347XXS,305.2
20,N90,904L,20,20N90904L20,43.76
20,N90,904L,30,20N90904L30,59.6
20,N90,904L,40,20N90904L40,73.08
20,N90,904L,60,20N90904L60,98
20,N90,904L,80,20N90904L80,132.68
20,N90,904L,100,20N90904L100,169.2
20,N90,904L,120,20N90904L120,212.4
20,N90,904L,140,20N90904L140,258.56
20,N90,904L,160,20N90904L160,305.2
20,N90,904L,40S,20N90904L40S,43.76
20,N90,904L,80S,20N90904L80S,59.6
20,N90,904L,XXS,20N90904LXXS,305.2
20,N90,A20,10S,20N90A2010S,43.76
20,N90,A20,20,20N90A2020,43.76
20,N90,A20,30,20N90A2030,59.6
20,N90,A20,40,20N90A2040,73.08
20,N90,A20,60,20N90A2060,98
20,N90,A20,80,20N90A2080,132.68
20,N90,A20,100,20N90A20100,169.2
20,N90,A20,120,20N90A20120,212.4
20,N90,A20,140,20N90A20140,258.56
20,N90,A20,160,20N90A20160,305.2
20,N90,A20,40S,20N90A2040S,43.76
20,N90,A20,80S,20N90A2080S,59.6
20,N90,A20,XXS,20N90A20XXS,305.2
20,N90,A333,20,20N90A33320,17.504
20,N90,A333,30,20N90A33330,23.84
20,N90,A333,40,20N90A33340,29.232
20,N90,A333,60,20N90A33360,39.2
20,N90,A333,80,20N90A33380,53.072
20,N90,A333,100,20N90A333100,67.68
20,N90,A333,120,20N90A333120,84.96
20,N90,A333,140,20N90A333140,103.424
20,N90,A333,160,20N90A333160,122.08
20,N90,A333,STD,20N90A333STD,17.504
20,N90,A333,XS,20N90A333XS,23.84
20,N90,A333,XXS,20N90A333XXS,122.08
20,N90,AL,20,20N90AL20,52.512
20,N90,AL,30,20N90AL30,71.52
20,N90,AL,40,20N90AL40,87.696
20,N90,AL,60,20N90AL60,117.6
20,N90,AL,80,20N90AL80,159.216
20,N90,AL,100,20N90AL100,203.04
20,N90,AL,120,20N90AL120,254.88
20,N90,AL,140,20N90AL140,310.272
20,N90,AL,160,20N90AL160,366.24
20,N90,AL,STD,20N90ALSTD,52.512
20,N90,AL,XS,20N90ALXS,71.52
20,N90,AL,XXS,20N90ALXXS,366.24
20,N90,CS,20,20N90CS20,17.504
20,N90,CS,30,20N90CS30,23.84
20,N90,CS,40,20N90CS40,29.232
20,N90,CS,60,20N90CS60,39.2
20,N90,CS,80,20N90CS80,53.072
20,N90,CS,100,20N90CS100,67.68
20,N90,CS,120,20N90CS120,84.96
20,N90,CS,140,20N90CS140,103.424
20,N90,CS,160,20N90CS160,122.08
20,N90,CS,STD,20N90CSSTD,17.504
20,N90,CS,XS,20N90CSXS,23.84
20,N90,CS,XXS,20N90CSXXS,122.08
20,N90,DUPLEX,10S,20N90DUPLEX10S,43.76
20,N90,DUPLEX,20,20N90DUPLEX20,43.76
20,N90,DUPLEX,30,20N90DUPLEX30,59.6
20,N90,DUPLEX,40,20N90DUPLEX40,73.08
20,N90,DUPLEX,60,20N90DUPLEX60,98
20,N90,DUPLEX,80,20N90DUPLEX80,132.68
20,N90,DUPLEX,100,20N90DUPLEX100,169.2
20,N90,DUPLEX,120,20N90DUPLEX120,212.4
20,N90,DUPLEX,140,20N90DUPLEX140,258.56
20,N90,DUPLEX,160,20N90DUPLEX160,305.2
20,N90,DUPLEX,40S,20N90DUPLEX40S,43.76
20,N90,DUPLEX,80S,20N90DUPLEX80S,59.6
20,N90,DUPLEX,XXS,20N90DUPLEXXXS,305.2
20,N90,HAST,10S,20N90HAST10S,52.512
20,N90,HAST,20,20N90HAST20,52.512
20,N90,HAST,30,20N90HAST30,71.52
20,N90,HAST,40,20N90HAST40,87.696
20,N90,HAST,60,20N90HAST60,117.6
20,N90,HAST,80,20N90HAST80,159.216
20,N90,HAST,100,20N90HAST100,203.04
20,N90,HAST,120,20N90HAST120,254.88
20,N90,HAST,140,20N90HAST140,310.272
20,N90,HAST,160,20N90HAST160,366.24
20,N90,HAST,40S,20N90HAST40S,52.512
20,N90,HAST,80S,20N90HAST80S,71.52
20,N90,HAST,XXS,20N90HASTXXS,366.24
20,N90,INCONEL,10S,20N90INCONEL10S,43.76
20,N90,INCONEL,20,20N90INCONEL20,43.76
20,N90,INCONEL,30,20N90INCONEL30,59.6
20,N90,INCONEL,40,20N90INCONEL40,73.08
20,N90,INCONEL,60,20N90INCONEL60,98
20,N90,INCONEL,80,20N90INCONEL80,132.68
20,N90,INCONEL,100,20N90INCONEL100,169.2
20,N90,INCONEL,120,20N90INCONEL120,212.4
20,N90,INCONEL,140,20N90INCONEL140,258.56
20,N90,INCONEL,160,20N90INCONEL160,305.2
20,N90,INCONEL,40S,20N90INCONEL40S,43.76
20,N90,INCONEL,80S,20N90INCONEL80S,59.6
20,N90,INCONEL,XXS,20N90INCONELXXS,305.2
20,N90,MONEL,10S,20N90MONEL10S,43.76
20,N90,MONEL,20,20N90MONEL20,43.76
20,N90,MONEL,30,20N90MONEL30,59.6
20,N90,MONEL,40,20N90MONEL40,73.08
20,N90,MONEL,60,20N90MONEL60,98
20,N90,MONEL,80,20N90MONEL80,132.68
20,N90,MONEL,100,20N90MONEL100,169.2
20,N90,MONEL,120,20N90MONEL120,212.4
20,N90,MONEL,140,20N90MONEL140,258.56
20,N90,MONEL,160,20N90MONEL160,305.2
20,N90,MONEL,40S,20N90MONEL40S,43.76
20,N90,MONEL,80S,20N90MONEL80S,59.6
20,N90,MONEL,XXS,20N90MONELXXS,305.2
20,N90,NICKEL,10S,20N90NICKEL10S,52.512
20,N90,NICKEL,20,20N90NICKEL20,52.512
20,N90,NICKEL,30,20N90NICKEL30,71.52
20,N90,NICKEL,40,20N90NICKEL40,87.696
20,N90,NICKEL,60,20N90NICKEL60,117.6
20,N90,NICKEL,80,20N90NICKEL80,159.216
20,N90,NICKEL,100,20N90NICKEL100,203.04
20,N90,NICKEL,120,20N90NICKEL120,254.88
20,N90,NICKEL,140,20N90NICKEL140,310.272
20,N90,NICKEL,160,20N90NICKEL160,366.24
20,N90,NICKEL,40S,20N90NICKEL40S,52.512
20,N90,NICKEL,80S,20N90NICKEL80S,71.52
20,N90,NICKEL,XXS,20N90NICKELXXS,366.24
20,N90,P11,20,20N90P1120,35.008
20,N90,P11,30,20N90P1130,47.68
20,N90,P11,40,20N90P1140,58.464
20,N90,P11,60,20N90P1160,78.4
20,N90,P11,80,20N90P1180,106.144
20,N90,P11,100,20N90P11100,135.36
20,N90,P11,120,20N90P11120,169.92
20,N90,P11,140,20N90P11140,206.848
20,N90,P11,160,20N90P11160,244.16
20,N90,P11,STD,20N90P11STD,35.008
20,N90,P11,XS,20N90P11XS,47.68
20,N90,P11,XXS,20N90P11XXS,244.16
20,N90,P22,20,20N90P2220,43.76
20,N90,P22,30,20N90P2230,59.6
20,N90,P22,40,20N90P2240,73.08
20,N90,P22,60,20N90P2260,98
20,N90,P22,80,20N90P2280,132.68
20,N90,P22,100,20N90P22100,169.2
20,N90,P22,120,20N90P22120,212.4
20,N90,P22,140,20N90P22140,258.56
20,N90,P22,160,20N90P22160,305.2
20,N90,P22,STD,20N90P22STD,43.76
20,N90,P22,XS,20N90P22XS,59.6
20,N90,P22,XXS,20N90P22XXS,305.2
20,N90,P5,20,20N90P520,35.008
20,N90,P5,30,20N90P530,47.68
20,N90,P5,40,20N90P540,58.464
20,N90,P5,60,20N90P560,78.4
20,N90,P5,80,20N90P580,106.144
20,N90,P5,100,20N90P5100,135.36
20,N90,P5,120,20N90P5120,169.92
20,N90,P5,140,20N90P5140,206.848
20,N90,P5,160,20N90P5160,244.16
20,N90,P5,STD,20N90P5STD,35.008
20,N90,P5,XS,20N90P5XS,47.68
20,N90,P5,XXS,20N90P5XXS,244.16
20,N90,P9,20,20N90P920,43.76
20,N90,P9,30,20N90P930,59.6
20,N90,P9,40,20N90P940,73.08
20,N90,P9,60,20N90P960,98
20,N90,P9,80,20N90P980,132.68
20,N90,P9,100,20N90P9100,169.2
20,N90,P9,120,20N90P9120,212.4
20,N90,P9,140,20N90P9140,258.56
20,N90,P9,160,20N90P9160,305.2
20,N90,P9,STD,20N90P9STD,43.76
20,N90,P9,XS,20N90P9XS,59.6
20,N90,P9,XXS,20N90P9XXS,305.2
20,N90,SS,10S,20N90SS10S,30.632
20,N90,SS,20S,20N90SS20S,30.632
20,N90,SS,40S,20N90SS40S,30.632
20,N90,SS,5S,20N90SS5S,30.632
20,N90,SS,80S,20N90SS80S,41.72
20,N90,SS,20,20N90SS20,51.156
20,N90,SS,40,20N90SS40,51.156
20,N90,SS,80,20N90SS80,92.876
20,N90,TI,10S,20N90TI10S,52.512
20,N90,TI,20,20N90TI20,52.512
20,N90,TI,30,20N90TI30,71.52
20,N90,TI,40,20N90TI40,87.696
20,N90,TI,60,20N90TI60,117.6
20,N90,TI,80,20N90TI80,159.216
20,N90,TI,100,20N90TI100,203.04
20,N90,TI,120,20N90TI120,254.88
20,N90,TI,140,20N90TI140,310.272
20,N90,TI,160,20N90TI160,366.24
20,N90,TI,STD,20N90TISTD,52.512
20,N90,TI,XS,20N90TIXS,71.52
20,N90,TI,XXS,20N90TIXXS,366.24
20,OLET,A333,80,20OLETA33380,166.4
20,OLET,A333,STD,20OLETA333STD,48.8
20,OLET,A333,XS,20OLETA333XS,52.8
20,OLET,CS,STD,20OLETCSSTD,42.22
20,OLET,CS,XS,20OLETCSXS,45.34
20,OLET,CS,40,20OLETCS40,166.4
20,OLET,SS,40S,20OLETSS40S,73.885
20,OLET,SS,20S,20OLETSS20S,13.608
20,OLET,SS,80S,20OLETSS80S,79.345
20,RN45,321,20,20RN4532120,141.68
20,RN45,321,30,20RN4532130,158.52
20,RN45,321,40,20RN4532140,188.92
20,RN45,321,60,20RN4532160,227.44
20,RN45,321,80,20RN4532180,288
20,RN45,321,100,20RN45321100,381.88
20,RN45,321,120,20RN45321120,486.88
20,RN45,321,140,20RN45321140,617.28
20,RN45,321,160,20RN45321160,754.32
20,RN45,321,10S,20RN4532110S,141.68
20,RN45,321,40S,20RN4532140S,141.68
20,RN45,321,80S,20RN4532180S,158.52
20,RN45,321,XXS,20RN45321XXS,754.32
20,RN45,347,20,20RN4534720,141.68
20,RN45,347,30,20RN4534730,158.52
20,RN45,347,40,20RN4534740,188.92
20,RN45,347,60,20RN4534760,227.44
20,RN45,347,80,20RN4534780,288
20,RN45,347,100,20RN45347100,381.88
20,RN45,347,120,20RN45347120,486.88
20,RN45,347,140,20RN45347140,617.28
20,RN45,347,160,20RN45347160,754.32
20,RN45,347,40S,20RN4534740S,141.68
20,RN45,347,80S,20RN4534780S,158.52
20,RN45,347,XXS,20RN45347XXS,754.32
20,RN45,904L,20,20RN45904L20,141.68
20,RN45,904L,30,20RN45904L30,158.52
20,RN45,904L,40,20RN45904L40,188.92
20,RN45,904L,60,20RN45904L60,227.44
20,RN45,904L,80,20RN45904L80,288
20,RN45,904L,100,20RN45904L100,381.88
20,RN45,904L,120,20RN45904L120,486.88
20,RN45,904L,140,20RN45904L140,617.28
20,RN45,904L,160,20RN45904L160,754.32
20,RN45,904L,40S,20RN45904L40S,141.68
20,RN45,904L,80S,20RN45904L80S,158.52
20,RN45,904L,XXS,20RN45904LXXS,754.32
20,RN45,A20,10S,20RN45A2010S,141.68
20,RN45,A20,20,20RN45A2020,141.68
20,RN45,A20,30,20RN45A2030,158.52
20,RN45,A20,40,20RN45A2040,188.92
20,RN45,A20,60,20RN45A2060,227.44
20,RN45,A20,80,20RN45A2080,288
20,RN45,A20,100,20RN45A20100,381.88
20,RN45,A20,120,20RN45A20120,486.88
20,RN45,A20,140,20RN45A20140,617.28
20,RN45,A20,160,20RN45A20160,754.32
20,RN45,A20,40S,20RN45A2040S,141.68
20,RN45,A20,80S,20RN45A2080S,158.52
20,RN45,A20,XXS,20RN45A20XXS,754.32
20,RN45,A333,20,20RN45A33320,56.672
20,RN45,A333,30,20RN45A33330,63.408
20,RN45,A333,40,20RN45A33340,75.568
20,RN45,A333,60,20RN45A33360,90.976
20,RN45,A333,80,20RN45A33380,115.2
20,RN45,A333,100,20RN45A333100,152.752
20,RN45,A333,120,20RN45A333120,194.752
20,RN45,A333,140,20RN45A333140,246.912
20,RN45,A333,160,20RN45A333160,301.728
20,RN45,A333,STD,20RN45A333STD,56.672
20,RN45,A333,XS,20RN45A333XS,63.408
20,RN45,A333,XXS,20RN45A333XXS,301.728
20,RN45,AL,20,20RN45AL20,170.016
20,RN45,AL,30,20RN45AL30,190.224
20,RN45,AL,40,20RN45AL40,226.704
20,RN45,AL,60,20RN45AL60,272.928
20,RN45,AL,80,20RN45AL80,345.6
20,RN45,AL,100,20RN45AL100,458.256
20,RN45,AL,120,20RN45AL120,584.256
20,RN45,AL,140,20RN45AL140,740.736
20,RN45,AL,160,20RN45AL160,905.184
20,RN45,AL,STD,20RN45ALSTD,170.016
20,RN45,AL,XS,20RN45ALXS,190.224
20,RN45,AL,XXS,20RN45ALXXS,905.184
20,RN45,CS,20,20RN45CS20,56.672
20,RN45,CS,30,20RN45CS30,63.408
20,RN45,CS,40,20RN45CS40,75.568
20,RN45,CS,60,20RN45CS60,90.976
20,RN45,CS,80,20RN45CS80,115.2
20,RN45,CS,100,20RN45CS100,152.752
20,RN45,CS,120,20RN45CS120,194.752
20,RN45,CS,140,20RN45CS140,246.912
20,RN45,CS,160,20RN45CS160,301.728
20,RN45,CS,STD,20RN45CSSTD,56.672
20,RN45,CS,XS,20RN45CSXS,63.408
20,RN45,CS,XXS,20RN45CSXXS,301.728
20,RN45,DUPLEX,10S,20RN45DUPLEX10S,141.68
20,RN45,DUPLEX,20,20RN45DUPLEX20,141.68
20,RN45,DUPLEX,30,20RN45DUPLEX30,158.52
20,RN45,DUPLEX,40,20RN45DUPLEX40,188.92
20,RN45,DUPLEX,60,20RN45DUPLEX60,227.44
20,RN45,DUPLEX,80,20RN45DUPLEX80,288
20,RN45,DUPLEX,100,20RN45DUPLEX100,381.88
20,RN45,DUPLEX,120,20RN45DUPLEX120,486.88
20,RN45,DUPLEX,140,20RN45DUPLEX140,617.28
20,RN45,DUPLEX,160,20RN45DUPLEX160,754.32
20,RN45,DUPLEX,40S,20RN45DUPLEX40S,141.68
20,RN45,DUPLEX,80S,20RN45DUPLEX80S,158.52
20,RN45,DUPLEX,XXS,20RN45DUPLEXXXS,754.32
20,RN45,HAST,10S,20RN45HAST10S,170.016
20,RN45,HAST,20,20RN45HAST20,170.016
20,RN45,HAST,30,20RN45HAST30,190.224
20,RN45,HAST,40,20RN45HAST40,226.704
20,RN45,HAST,60,20RN45HAST60,272.928
20,RN45,HAST,80,20RN45HAST80,345.6
20,RN45,HAST,100,20RN45HAST100,458.256
20,RN45,HAST,120,20RN45HAST120,584.256
20,RN45,HAST,140,20RN45HAST140,740.736
20,RN45,HAST,160,20RN45HAST160,905.184
20,RN45,HAST,40S,20RN45HAST40S,170.016
20,RN45,HAST,80S,20RN45HAST80S,190.224
20,RN45,HAST,XXS,20RN45HASTXXS,905.184
20,RN45,INCONEL,10S,20RN45INCONEL10S,141.68
20,RN45,INCONEL,20,20RN45INCONEL20,141.68
20,RN45,INCONEL,30,20RN45INCONEL30,158.52
20,RN45,INCONEL,40,20RN45INCONEL40,188.92
20,RN45,INCONEL,60,20RN45INCONEL60,227.44
20,RN45,INCONEL,80,20RN45INCONEL80,288
20,RN45,INCONEL,100,20RN45INCONEL100,381.88
20,RN45,INCONEL,120,20RN45INCONEL120,486.88
20,RN45,INCONEL,140,20RN45INCONEL140,617.28
20,RN45,INCONEL,160,20RN45INCONEL160,754.32
20,RN45,INCONEL,40S,20RN45INCONEL40S,141.68
20,RN45,INCONEL,80S,20RN45INCONEL80S,158.52
20,RN45,INCONEL,XXS,20RN45INCONELXXS,754.32
20,RN45,MONEL,10S,20RN45MONEL10S,141.68
20,RN45,MONEL,20,20RN45MONEL20,141.68
20,RN45,MONEL,30,20RN45MONEL30,158.52
20,RN45,MONEL,40,20RN45MONEL40,188.92
20,RN45,MONEL,60,20RN45MONEL60,227.44
20,RN45,MONEL,80,20RN45MONEL80,288
20,RN45,MONEL,100,20RN45MONEL100,381.88
20,RN45,MONEL,120,20RN45MONEL120,486.88
20,RN45,MONEL,140,20RN45MONEL140,617.28
20,RN45,MONEL,160,20RN45MONEL160,754.32
20,RN45,MONEL,40S,20RN45MONEL40S,141.68
20,RN45,MONEL,80S,20RN45MONEL80S,158.52
20,RN45,MONEL,XXS,20RN45MONELXXS,754.32
20,RN45,NICKEL,10S,20RN45NICKEL10S,170.016
20,RN45,NICKEL,20,20RN45NICKEL20,170.016
20,RN45,NICKEL,30,20RN45NICKEL30,190.224
20,RN45,NICKEL,40,20RN45NICKEL40,226.704
20,RN45,NICKEL,60,20RN45NICKEL60,272.928
20,RN45,NICKEL,80,20RN45NICKEL80,345.6
20,RN45,NICKEL,100,20RN45NICKEL100,458.256
20,RN45,NICKEL,120,20RN45NICKEL120,584.256
20,RN45,NICKEL,140,20RN45NICKEL140,740.736
20,RN45,NICKEL,160,20RN45NICKEL160,905.184
20,RN45,NICKEL,40S,20RN45NICKEL40S,170.016
20,RN45,NICKEL,80S,20RN45NICKEL80S,190.224
20,RN45,NICKEL,XXS,20RN45NICKELXXS,905.184
20,RN45,P11,20,20RN45P1120,113.344
20,RN45,P11,30,20RN45P1130,126.816
20,RN45,P11,40,20RN45P1140,151.136
20,RN45,P11,60,20RN45P1160,181.952
20,RN45,P11,80,20RN45P1180,230.4
20,RN45,P11,100,20RN45P11100,305.504
20,RN45,P11,120,20RN45P11120,389.504
20,RN45,P11,140,20RN45P11140,493.824
20,RN45,P11,160,20RN45P11160,603.456
20,RN45,P11,STD,20RN45P11STD,113.344
20,RN45,P11,XS,20RN45P11XS,126.816
20,RN45,P11,XXS,20RN45P11XXS,603.456
20,RN45,P22,20,20RN45P2220,141.68
20,RN45,P22,30,20RN45P2230,158.52
20,RN45,P22,40,20RN45P2240,188.92
20,RN45,P22,60,20RN45P2260,227.44
20,RN45,P22,80,20RN45P2280,288
20,RN45,P22,100,20RN45P22100,381.88
20,RN45,P22,120,20RN45P22120,486.88
20,RN45,P22,140,20RN45P22140,617.28
20,RN45,P22,160,20RN45P22160,754.32
20,RN45,P22,STD,20RN45P22STD,141.68
20,RN45,P22,XS,20RN45P22XS,158.52
20,RN45,P22,XXS,20RN45P22XXS,754.32
20,RN45,P5,20,20RN45P520,113.344
20,RN45,P5,30,20RN45P530,126.816
20,RN45,P5,40,20RN45P540,151.136
20,RN45,P5,60,20RN45P560,181.952
20,RN45,P5,80,20RN45P580,230.4
20,RN45,P5,100,20RN45P5100,305.504
20,RN45,P5,120,20RN45P5120,389.504
20,RN45,P5,140,20RN45P5140,493.824
20,RN45,P5,160,20RN45P5160,603.456
20,RN45,P5,STD,20RN45P5STD,113.344
20,RN45,P5,XS,20RN45P5XS,126.816
20,RN45,P5,XXS,20RN45P5XXS,603.456
20,RN45,P9,20,20RN45P920,141.68
20,RN45,P9,30,20RN45P930,158.52
20,RN45,P9,40,20RN45P940,188.92
20,RN45,P9,60,20RN45P960,227.44
20,RN45,P9,80,20RN45P980,288
20,RN45,P9,100,20RN45P9100,381.88
20,RN45,P9,120,20RN45P9120,486.88
20,RN45,P9,140,20RN45P9140,617.28
20,RN45,P9,160,20RN45P9160,754.32
20,RN45,P9,STD,20RN45P9STD,141.68
20,RN45,P9,XS,20RN45P9XS,158.52
20,RN45,P9,XXS,20RN45P9XXS,754.32
20,RN45,SS,10S,20RN45SS10S,99.176
20,RN45,SS,20S,20RN45SS20S,99.176
20,RN45,SS,40S,20RN45SS40S,99.176
20,RN45,SS,5S,20RN45SS5S,99.176
20,RN45,SS,80S,20RN45SS80S,110.964
20,RN45,SS,20,20RN45SS20,132.244
20,RN45,SS,40,20RN45SS40,132.244
20,RN45,SS,80,20RN45SS80,201.6
20,RN45,TI,10S,20RN45TI10S,170.016
20,RN45,TI,20,20RN45TI20,170.016
20,RN45,TI,30,20RN45TI30,190.224
20,RN45,TI,40,20RN45TI40,226.704
20,RN45,TI,60,20RN45TI60,272.928
