SIZE,WELD TYPE,MAT'L,SCH.,MOD MAN HOUR CODE,HOURS
20,RN45,TI,80,20RN45TI80,345.6
20,RN45,TI,100,20RN45TI100,458.256
20,RN45,TI,120,20RN45TI120,584.256
20,RN45,TI,140,20RN45TI140,740.736
20,RN45,TI,160,20RN45TI160,905.184
20,RN45,TI,STD,20RN45TISTD,170.016
20,RN45,TI,XS,20RN45TIXS,190.224
20,RN45,TI,XXS,20RN45TIXXS,905.184
20,RN90,321,20,20RN9032120,106.32
20,RN90,321,30,20RN9032130,119.08
20,RN90,321,40,20RN9032140,141.64
20,RN90,321,60,20RN9032160,170.4
20,RN90,321,80,20RN9032180,215.96
20,RN90,321,100,20RN90321100,286.32
20,RN90,321,120,20RN90321120,363.36
20,RN90,321,140,20RN90321140,463
20,RN90,321,160,20RN90321160,565.96
20,RN90,321,10S,20RN9032110S,106.32
20,RN90,321,40S,20RN9032140S,106.32
20,RN90,321,80S,20RN9032180S,119.08
20,RN90,321,XXS,20RN90321XXS,565.96
20,RN90,347,20,20RN9034720,106.32
20,RN90,347,30,20RN9034730,119.08
20,RN90,347,40,20RN9034740,141.64
20,RN90,347,60,20RN9034760,170.4
20,RN90,347,80,20RN9034780,215.96
20,RN90,347,100,20RN90347100,286.32
20,RN90,347,120,20RN90347120,363.36
20,RN90,347,140,20RN90347140,463
20,RN90,347,160,20RN90347160,565.96
20,RN90,347,40S,20RN9034740S,106.32
20,RN90,347,80S,20RN9034780S,119.08
20,RN90,347,XXS,20RN90347XXS,565.96
20,RN90,904L,20,20RN90904L20,106.32
20,RN90,904L,30,20RN90904L30,119.08
20,RN90,904L,40,20RN90904L40,141.64
20,RN90,904L,60,20RN90904L60,170.4
20,RN90,904L,80,20RN90904L80,215.96
20,RN90,904L,100,20RN90904L100,286.32
20,RN90,904L,120,20RN90904L120,363.36
20,RN90,904L,140,20RN90904L140,463
20,RN90,904L,160,20RN90904L160,565.96
20,RN90,904L,40S,20RN90904L40S,106.32
20,RN90,904L,80S,20RN90904L80S,119.08
20,RN90,904L,XXS,20RN90904LXXS,565.96
20,RN90,A20,10S,20RN90A2010S,106.32
20,RN90,A20,20,20RN90A2020,106.32
20,RN90,A20,30,20RN90A2030,119.08
20,RN90,A20,40,20RN90A2040,141.64
20,RN90,A20,60,20RN90A2060,170.4
20,RN90,A20,80,20RN90A2080,215.96
20,RN90,A20,100,20RN90A20100,286.32
20,RN90,A20,120,20RN90A20120,363.36
20,RN90,A20,140,20RN90A20140,463
20,RN90,A20,160,20RN90A20160,565.96
20,RN90,A20,40S,20RN90A2040S,106.32
20,RN90,A20,80S,20RN90A2080S,119.08
20,RN90,A20,XXS,20RN90A20XXS,565.96
20,RN90,A333,20,20RN90A33320,42.528
20,RN90,A333,30,20RN90A33330,47.632
20,RN90,A333,40,20RN90A33340,56.656
20,RN90,A333,60,20RN90A33360,68.16
20,RN90,A333,80,20RN90A33380,86.384
20,RN90,A333,100,20RN90A333100,114.528
20,RN90,A333,120,20RN90A333120,145.344
20,RN90,A333,140,20RN90A333140,185.2
20,RN90,A333,160,20RN90A333160,226.384
20,RN90,A333,STD,20RN90A333STD,42.528
20,RN90,A333,XS,20RN90A333XS,47.632
20,RN90,A333,XXS,20RN90A333XXS,226.384
20,RN90,AL,20,20RN90AL20,127.584
20,RN90,AL,30,20RN90AL30,142.896
20,RN90,AL,40,20RN90AL40,169.968
20,RN90,AL,60,20RN90AL60,204.48
20,RN90,AL,80,20RN90AL80,259.152
20,RN90,AL,100,20RN90AL100,343.584
20,RN90,AL,120,20RN90AL120,436.032
20,RN90,AL,140,20RN90AL140,555.6
20,RN90,AL,160,20RN90AL160,679.152
20,RN90,AL,STD,20RN90ALSTD,127.584
20,RN90,AL,XS,20RN90ALXS,142.896
20,RN90,AL,XXS,20RN90ALXXS,679.152
20,RN90,CS,20,20RN90CS20,42.528
20,RN90,CS,30,20RN90CS30,47.632
20,RN90,CS,40,20RN90CS40,56.656
20,RN90,CS,60,20RN90CS60,68.16
20,RN90,CS,80,20RN90CS80,86.384
20,RN90,CS,100,20RN90CS100,114.528
20,RN90,CS,120,20RN90CS120,145.344
20,RN90,CS,140,20RN90CS140,185.2
20,RN90,CS,160,20RN90CS160,226.384
20,RN90,CS,STD,20RN90CSSTD,42.528
20,RN90,CS,XS,20RN90CSXS,47.632
20,RN90,CS,XXS,20RN90CSXXS,226.384
20,RN90,DUPLEX,10S,20RN90DUPLEX10S,106.32
20,RN90,DUPLEX,20,20RN90DUPLEX20,106.32
20,RN90,DUPLEX,30,20RN90DUPLEX30,119.08
20,RN90,DUPLEX,40,20RN90DUPLEX40,141.64
20,RN90,DUPLEX,60,20RN90DUPLEX60,170.4
20,RN90,DUPLEX,80,20RN90DUPLEX80,215.96
20,RN90,DUPLEX,100,20RN90DUPLEX100,286.32
20,RN90,DUPLEX,120,20RN90DUPLEX120,363.36
20,RN90,DUPLEX,140,20RN90DUPLEX140,463
20,RN90,DUPLEX,160,20RN90DUPLEX160,565.96
20,RN90,DUPLEX,40S,20RN90DUPLEX40S,106.32
20,RN90,DUPLEX,80S,20RN90DUPLEX80S,119.08
20,RN90,DUPLEX,XXS,20RN90DUPLEXXXS,565.96
20,RN90,HAST,10S,20RN90HAST10S,127.584
20,RN90,HAST,20,20RN90HAST20,127.584
20,RN90,HAST,30,20RN90HAST30,142.896
20,RN90,HAST,40,20RN90HAST40,169.968
20,RN90,HAST,60,20RN90HAST60,204.48
20,RN90,HAST,80,20RN90HAST80,259.152
20,RN90,HAST,100,20RN90HAST100,343.584
20,RN90,HAST,120,20RN90HAST120,436.032
20,RN90,HAST,140,20RN90HAST140,555.6
20,RN90,HAST,160,20RN90HAST160,679.152
20,RN90,HAST,40S,20RN90HAST40S,127.584
20,RN90,HAST,80S,20RN90HAST80S,142.896
20,RN90,HAST,XXS,20RN90HASTXXS,679.152
20,RN90,INCONEL,10S,20RN90INCONEL10S,106.32
20,RN90,INCONEL,20,20RN90INCONEL20,106.32
20,RN90,INCONEL,30,20RN90INCONEL30,119.08
20,RN90,INCONEL,40,20RN90INCONEL40,141.64
20,RN90,INCONEL,60,20RN90INCONEL60,170.4
20,RN90,INCONEL,80,20RN90INCONEL80,215.96
20,RN90,INCONEL,100,20RN90INCONEL100,286.32
20,RN90,INCONEL,120,20RN90INCONEL120,363.36
20,RN90,INCONEL,140,20RN90INCONEL140,463
20,RN90,INCONEL,160,20RN90INCONEL160,565.96
20,RN90,INCONEL,40S,20RN90INCONEL40S,106.32
20,RN90,INCONEL,80S,20RN90INCONEL80S,119.08
20,RN90,INCONEL,XXS,20RN90INCONELXXS,565.96
20,RN90,MONEL,10S,20RN90MONEL10S,106.32
20,RN90,MONEL,20,20RN90MONEL20,106.32
20,RN90,MONEL,30,20RN90MONEL30,119.08
20,RN90,MONEL,40,20RN90MONEL40,141.64
20,RN90,MONEL,60,20RN90MONEL60,170.4
20,RN90,MONEL,80,20RN90MONEL80,215.96
20,RN90,MONEL,100,20RN90MONEL100,286.32
20,RN90,MONEL,120,20RN90MONEL120,363.36
20,RN90,MONEL,140,20RN90MONEL140,463
20,RN90,MONEL,160,20RN90MONEL160,565.96
20,RN90,MONEL,40S,20RN90MONEL40S,106.32
20,RN90,MONEL,80S,20RN90MONEL80S,119.08
20,RN90,MONEL,XXS,20RN90MONELXXS,565.96
20,RN90,NICKEL,10S,20RN90NICKEL10S,127.584
20,RN90,NICKEL,20,20RN90NICKEL20,127.584
20,RN90,NICKEL,30,20RN90NICKEL30,142.896
20,RN90,NICKEL,40,20RN90NICKEL40,169.968
20,RN90,NICKEL,60,20RN90NICKEL60,204.48
20,RN90,NICKEL,80,20RN90NICKEL80,259.152
20,RN90,NICKEL,100,20RN90NICKEL100,343.584
20,RN90,NICKEL,120,20RN90NICKEL120,436.032
20,RN90,NICKEL,140,20RN90NICKEL140,555.6
20,RN90,NICKEL,160,20RN90NICKEL160,679.152
20,RN90,NICKEL,40S,20RN90NICKEL40S,127.584
20,RN90,NICKEL,80S,20RN90NICKEL80S,142.896
20,RN90,NICKEL,XXS,20RN90NICKELXXS,679.152
20,RN90,P11,20,20RN90P1120,85.056
20,RN90,P11,30,20RN90P1130,95.264
20,RN90,P11,40,20RN90P1140,113.312
20,RN90,P11,60,20RN90P1160,136.32
20,RN90,P11,80,20RN90P1180,172.768
20,RN90,P11,100,20RN90P11100,229.056
20,RN90,P11,120,20RN90P11120,290.688
20,RN90,P11,140,20RN90P11140,370.4
20,RN90,P11,160,20RN90P11160,452.768
20,RN90,P11,STD,20RN90P11STD,85.056
20,RN90,P11,XS,20RN90P11XS,95.264
20,RN90,P11,XXS,20RN90P11XXS,452.768
20,RN90,P22,20,20RN90P2220,106.32
20,RN90,P22,30,20RN90P2230,119.08
20,RN90,P22,40,20RN90P2240,141.64
20,RN90,P22,60,20RN90P2260,170.4
20,RN90,P22,80,20RN90P2280,215.96
20,RN90,P22,100,20RN90P22100,286.32
20,RN90,P22,120,20RN90P22120,363.36
20,RN90,P22,140,20RN90P22140,463
20,RN90,P22,160,20RN90P22160,565.96
20,RN90,P22,STD,20RN90P22STD,106.32
20,RN90,P22,XS,20RN90P22XS,119.08
20,RN90,P22,XXS,20RN90P22XXS,565.96
20,RN90,P5,20,20RN90P520,85.056
20,RN90,P5,30,20RN90P530,95.264
20,RN90,P5,40,20RN90P540,113.312
20,RN90,P5,60,20RN90P560,136.32
20,RN90,P5,80,20RN90P580,172.768
20,RN90,P5,100,20RN90P5100,229.056
20,RN90,P5,120,20RN90P5120,290.688
20,RN90,P5,140,20RN90P5140,370.4
20,RN90,P5,160,20RN90P5160,452.768
20,RN90,P5,STD,20RN90P5STD,85.056
20,RN90,P5,XS,20RN90P5XS,95.264
20,RN90,P5,XXS,20RN90P5XXS,452.768
20,RN90,P9,20,20RN90P920,106.32
20,RN90,P9,30,20RN90P930,119.08
20,RN90,P9,40,20RN90P940,141.64
20,RN90,P9,60,20RN90P960,170.4
20,RN90,P9,80,20RN90P980,215.96
20,RN90,P9,100,20RN90P9100,286.32
20,RN90,P9,120,20RN90P9120,363.36
20,RN90,P9,140,20RN90P9140,463
20,RN90,P9,160,20RN90P9160,565.96
20,RN90,P9,STD,20RN90P9STD,106.32
20,RN90,P9,XS,20RN90P9XS,119.08
20,RN90,P9,XXS,20RN90P9XXS,565.96
20,RN90,SS,10S,20RN90SS10S,74.424
20,RN90,SS,20S,20RN90SS20S,74.424
20,RN90,SS,40S,20RN90SS40S,74.424
20,RN90,SS,5S,20RN90SS5S,74.424
20,RN90,SS,80S,20RN90SS80S,83.356
20,RN90,SS,20,20RN90SS20,99.148
20,RN90,SS,40,20RN90SS40,99.148
20,RN90,SS,80,20RN90SS80,151.172
20,RN90,TI,10S,20RN90TI10S,127.584
20,RN90,TI,20,20RN90TI20,127.584
20,RN90,TI,30,20RN90TI30,142.896
20,RN90,TI,40,20RN90TI40,169.968
20,RN90,TI,60,20RN90TI60,204.48
20,RN90,TI,80,20RN90TI80,259.152
20,RN90,TI,100,20RN90TI100,343.584
20,RN90,TI,120,20RN90TI120,436.032
20,RN90,TI,140,20RN90TI140,555.6
20,RN90,TI,160,20RN90TI160,679.152
20,RN90,TI,STD,20RN90TISTD,127.584
20,RN90,TI,XS,20RN90TIXS,142.896
20,RN90,TI,XXS,20RN90TIXXS,679.152
20,SO,321,150,20SO321150,20.72
20,SO,321,300,20SO321300,23.28
20,SO,321,400,20SO321400,28.4
20,SO,321,600,20SO321600,30.96
20,SO,321,900,20SO321900,39.52
20,SO,347,150,20SO347150,20.72
20,SO,347,300,20SO347300,23.28
20,SO,347,400,20SO347400,28.4
20,SO,347,600,20SO347600,30.96
20,SO,347,900,20SO347900,39.52
20,SO,904L,150,20SO904L150,20.72
20,SO,904L,300,20SO904L300,23.28
20,SO,904L,400,20SO904L400,28.4
20,SO,904L,600,20SO904L600,30.96
20,SO,904L,900,20SO904L900,39.52
20,SO,A20,150,20SOA20150,20.72
20,SO,A20,300,20SOA20300,23.28
20,SO,A20,400,20SOA20400,28.4
20,SO,A20,600,20SOA20600,30.96
20,SO,A20,900,20SOA20900,39.52
20,SO,A333,150,20SOA333150,8.288
20,SO,A333,300,20SOA333300,9.312
20,SO,A333,400,20SOA333400,11.36
20,SO,A333,600,20SOA333600,12.384
20,SO,A333,900,20SOA333900,15.808
20,SO,AL,150,20SOAL150,24.864
20,SO,AL,300,20SOAL300,27.936
20,SO,AL,400,20SOAL400,34.08
20,SO,AL,600,20SOAL600,37.152
20,SO,AL,900,20SOAL900,47.424
20,SO,CS,150,20SOCS150,8.288
20,SO,CS,300,20SOCS300,9.312
20,SO,CS,400,20SOCS400,11.36
20,SO,CS,600,20SOCS600,12.384
20,SO,CS,900,20SOCS900,15.808
20,SO,DUPLEX,150,20SODUPLEX150,20.72
20,SO,DUPLEX,300,20SODUPLEX300,23.28
20,SO,DUPLEX,400,20SODUPLEX400,28.4
20,SO,DUPLEX,600,20SODUPLEX600,30.96
20,SO,DUPLEX,900,20SODUPLEX900,39.52
20,SO,HAST,150,20SOHAST150,24.864
20,SO,HAST,300,20SOHAST300,27.936
20,SO,HAST,400,20SOHAST400,34.08
20,SO,HAST,600,20SOHAST600,37.152
20,SO,HAST,900,20SOHAST900,47.424
20,SO,INCONEL,150,20SOINCONEL150,20.72
20,SO,INCONEL,300,20SOINCONEL300,23.28
20,SO,INCONEL,400,20SOINCONEL400,28.4
20,SO,INCONEL,600,20SOINCONEL600,30.96
20,SO,INCONEL,900,20SOINCONEL900,39.52
20,SO,MONEL,150,20SOMONEL150,20.72
20,SO,MONEL,300,20SOMONEL300,23.28
20,SO,MONEL,400,20SOMONEL400,28.4
20,SO,MONEL,600,20SOMONEL600,30.96
20,SO,MONEL,900,20SOMONEL900,39.52
20,SO,NICKEL,150,20SONICKEL150,24.864
20,SO,NICKEL,300,20SONICKEL300,27.936
20,SO,NICKEL,400,20SONICKEL400,34.08
20,SO,NICKEL,600,20SONICKEL600,37.152
20,SO,NICKEL,900,20SONICKEL900,47.424
20,SO,P11,150,20SOP11150,16.576
20,SO,P11,300,20SOP11300,18.624
20,SO,P11,400,20SOP11400,22.72
20,SO,P11,600,20SOP11600,24.768
20,SO,P11,900,20SOP11900,31.616
20,SO,P22,150,20SOP22150,20.72
20,SO,P22,300,20SOP22300,23.28
20,SO,P22,400,20SOP22400,28.4
20,SO,P22,600,20SOP22600,30.96
20,SO,P22,900,20SOP22900,39.52
20,SO,P5,150,20SOP5150,16.576
20,SO,P5,300,20SOP5300,18.624
20,SO,P5,400,20SOP5400,22.72
20,SO,P5,600,20SOP5600,24.768
20,SO,P5,900,20SOP5900,31.616
20,SO,P9,150,20SOP9150,20.72
20,SO,P9,300,20SOP9300,23.28
20,SO,P9,400,20SOP9400,28.4
20,SO,P9,600,20SOP9600,30.96
20,SO,P9,900,20SOP9900,39.52
20,SO,SS,150,20SOSS150,14.504
20,SO,SS,300,20SOSS300,16.296
20,SO,SS,400,20SOSS400,19.88
20,SO,SS,600,20SOSS600,21.672
20,SO,SS,900,20SOSS900,27.664
20,SO,TI,150,20SOTI150,24.864
20,SO,TI,300,20SOTI300,27.936
20,SO,TI,400,20SOTI400,34.08
20,SO,TI,600,20SOTI600,37.152
20,SO,TI,900,20SOTI900,47.424
22,BW,321,20,22BW32120,24.12
22,BW,321,30,22BW32130,36.96
22,BW,321,40,22BW32140,45.28
22,BW,321,60,22BW32160,61.52
22,BW,321,80,22BW32180,87.16
22,BW,321,100,22BW321100,113
22,BW,321,120,22BW321120,142.04
22,BW,321,140,22BW321140,174.08
22,BW,321,160,22BW321160,203.36
22,BW,321,40S,22BW32140S,24.12
22,BW,321,80S,22BW32180S,31.6
22,BW,321,XXS,22BW321XXS,203.36
22,BW,347,20,22BW34720,24.12
22,BW,347,30,22BW34730,36.96
22,BW,347,40,22BW34740,45.28
22,BW,347,60,22BW34760,61.52
22,BW,347,80,22BW34780,87.16
22,BW,347,100,22BW347100,113
22,BW,347,120,22BW347120,142.04
22,BW,347,140,22BW347140,174.08
22,BW,347,160,22BW347160,203.36
22,BW,347,40S,22BW34740S,24.12
22,BW,347,80S,22BW34780S,31.6
22,BW,347,XXS,22BW347XXS,203.36
22,BW,904L,20,22BW904L20,24.12
22,BW,904L,30,22BW904L30,36.96
22,BW,904L,40,22BW904L40,45.28
22,BW,904L,60,22BW904L60,61.52
22,BW,904L,80,22BW904L80,87.16
22,BW,904L,100,22BW904L100,113
22,BW,904L,120,22BW904L120,142.04
22,BW,904L,140,22BW904L140,174.08
22,BW,904L,160,22BW904L160,203.36
22,BW,904L,40S,22BW904L40S,24.12
22,BW,904L,80S,22BW904L80S,31.6
22,BW,904L,XXS,22BW904LXXS,203.36
22,BW,A20,10S,22BWA2010S,24.12
22,BW,A20,20,22BWA2020,24.12
22,BW,A20,30,22BWA2030,36.96
22,BW,A20,40,22BWA2040,45.28
22,BW,A20,60,22BWA2060,61.52
22,BW,A20,80,22BWA2080,87.16
22,BW,A20,100,22BWA20100,113
22,BW,A20,120,22BWA20120,142.04
22,BW,A20,140,22BWA20140,174.08
22,BW,A20,160,22BWA20160,203.36
22,BW,A20,40S,22BWA2040S,24.12
22,BW,A20,80S,22BWA2080S,31.6
22,BW,A20,XXS,22BWA20XXS,203.36
22,BW,A333,20,22BWA33320,9.648
22,BW,A333,30,22BWA33330,14.784
22,BW,A333,40,22BWA33340,18.112
22,BW,A333,60,22BWA33360,24.608
22,BW,A333,80,22BWA33380,34.864
22,BW,A333,100,22BWA333100,45.2
22,BW,A333,120,22BWA333120,56.816
22,BW,A333,140,22BWA333140,69.632
22,BW,A333,160,22BWA333160,81.344
22,BW,A333,STD,22BWA333STD,9.648
22,BW,A333,XS,22BWA333XS,12.64
22,BW,A333,XXS,22BWA333XXS,81.344
22,BW,AL,20,22BWAL20,28.944
22,BW,AL,30,22BWAL30,44.352
22,BW,AL,40,22BWAL40,54.336
22,BW,AL,60,22BWAL60,73.824
22,BW,AL,80,22BWAL80,104.592
22,BW,AL,100,22BWAL100,135.6
22,BW,AL,120,22BWAL120,170.448
22,BW,AL,140,22BWAL140,208.896
22,BW,AL,160,22BWAL160,244.032
22,BW,AL,STD,22BWALSTD,28.944
22,BW,AL,XS,22BWALXS,37.92
22,BW,AL,XXS,22BWALXXS,244.032
22,BW,CS,20,22BWCS20,9.648
22,BW,CS,30,22BWCS30,14.784
22,BW,CS,40,22BWCS40,18.112
22,BW,CS,60,22BWCS60,24.608
22,BW,CS,80,22BWCS80,34.864
22,BW,CS,100,22BWCS100,45.2
22,BW,CS,120,22BWCS120,56.816
22,BW,CS,140,22BWCS140,69.632
22,BW,CS,160,22BWCS160,81.344
22,BW,CS,STD,22BWCSSTD,9.648
22,BW,CS,XS,22BWCSXS,12.64
22,BW,CS,XXS,22BWCSXXS,81.344
22,BW,DUPLEX,10S,22BWDUPLEX10S,24.12
22,BW,DUPLEX,20,22BWDUPLEX20,24.12
22,BW,DUPLEX,30,22BWDUPLEX30,36.96
22,BW,DUPLEX,40,22BWDUPLEX40,45.28
22,BW,DUPLEX,60,22BWDUPLEX60,61.52
22,BW,DUPLEX,80,22BWDUPLEX80,87.16
22,BW,DUPLEX,100,22BWDUPLEX100,113
22,BW,DUPLEX,120,22BWDUPLEX120,142.04
22,BW,DUPLEX,140,22BWDUPLEX140,174.08
22,BW,DUPLEX,160,22BWDUPLEX160,203.36
22,BW,DUPLEX,10S,22BWDUPLEX10S,24.12
22,BW,DUPLEX,40S,22BWDUPLEX40S,24.12
22,BW,DUPLEX,80S,22BWDUPLEX80S,31.6
22,BW,DUPLEX,XXS,22BWDUPLEXXXS,203.36
22,BW,HAST,10S,22BWHAST10S,28.944
22,BW,HAST,20,22BWHAST20,28.944
22,BW,HAST,30,22BWHAST30,44.352
22,BW,HAST,40,22BWHAST40,54.336
22,BW,HAST,60,22BWHAST60,73.824
22,BW,HAST,80,22BWHAST80,104.592
22,BW,HAST,100,22BWHAST100,135.6
22,BW,HAST,120,22BWHAST120,170.448
22,BW,HAST,140,22BWHAST140,208.896
22,BW,HAST,160,22BWHAST160,244.032
22,BW,HAST,40S,22BWHAST40S,28.944
22,BW,HAST,80S,22BWHAST80S,37.92
22,BW,HAST,XXS,22BWHASTXXS,244.032
22,BW,INCONEL,10S,22BWINCONEL10S,24.12
22,BW,INCONEL,20,22BWINCONEL20,24.12
22,BW,INCONEL,30,22BWINCONEL30,36.96
22,BW,INCONEL,40,22BWINCONEL40,45.28
22,BW,INCONEL,60,22BWINCONEL60,61.52
22,BW,INCONEL,80,22BWINCONEL80,87.16
22,BW,INCONEL,100,22BWINCONEL100,113
22,BW,INCONEL,120,22BWINCONEL120,142.04
22,BW,INCONEL,140,22BWINCONEL140,174.08
22,BW,INCONEL,160,22BWINCONEL160,203.36
22,BW,INCONEL,40S,22BWINCONEL40S,24.12
22,BW,INCONEL,80S,22BWINCONEL80S,31.6
22,BW,INCONEL,XXS,22BWINCONELXXS,203.36
22,BW,MONEL,10S,22BWMONEL10S,24.12
22,BW,MONEL,20,22BWMONEL20,24.12
22,BW,MONEL,30,22BWMONEL30,36.96
22,BW,MONEL,40,22BWMONEL40,45.28
22,BW,MONEL,60,22BWMONEL60,61.52
22,BW,MONEL,80,22BWMONEL80,87.16
22,BW,MONEL,100,22BWMONEL100,113
22,BW,MONEL,120,22BWMONEL120,142.04
22,BW,MONEL,140,22BWMONEL140,174.08
22,BW,MONEL,160,22BWMONEL160,203.36
22,BW,MONEL,40S,22BWMONEL40S,24.12
22,BW,MONEL,80S,22BWMONEL80S,31.6
22,BW,MONEL,XXS,22BWMONELXXS,203.36
22,BW,NICKEL,10S,22BWNICKEL10S,28.944
22,BW,NICKEL,20,22BWNICKEL20,28.944
22,BW,NICKEL,30,22BWNICKEL30,44.352
22,BW,NICKEL,40,22BWNICKEL40,54.336
22,BW,NICKEL,60,22BWNICKEL60,73.824
22,BW,NICKEL,80,22BWNICKEL80,104.592
22,BW,NICKEL,100,22BWNICKEL100,135.6
22,BW,NICKEL,120,22BWNICKEL120,170.448
22,BW,NICKEL,140,22BWNICKEL140,208.896
22,BW,NICKEL,160,22BWNICKEL160,244.032
22,BW,NICKEL,40S,22BWNICKEL40S,28.944
22,BW,NICKEL,80S,22BWNICKEL80S,37.92
22,BW,NICKEL,XXS,22BWNICKELXXS,244.032
22,BW,P11,20,22BWP1120,19.296
22,BW,P11,30,22BWP1130,29.568
22,BW,P11,40,22BWP1140,36.224
22,BW,P11,60,22BWP1160,49.216
22,BW,P11,80,22BWP1180,69.728
22,BW,P11,100,22BWP11100,90.4
22,BW,P11,120,22BWP11120,113.632
22,BW,P11,140,22BWP11140,139.264
22,BW,P11,160,22BWP11160,162.688
22,BW,P11,STD,22BWP11STD,19.296
22,BW,P11,XS,22BWP11XS,25.28
22,BW,P11,XXS,22BWP11XXS,162.688
22,BW,P22,20,22BWP2220,24.12
22,BW,P22,30,22BWP2230,36.96
22,BW,P22,40,22BWP2240,45.28
22,BW,P22,60,22BWP2260,61.52
22,BW,P22,80,22BWP2280,87.16
22,BW,P22,100,22BWP22100,113
22,BW,P22,120,22BWP22120,142.04
22,BW,P22,140,22BWP22140,174.08
22,BW,P22,160,22BWP22160,203.36
22,BW,P22,STD,22BWP22STD,24.12
22,BW,P22,XS,22BWP22XS,31.6
22,BW,P22,XXS,22BWP22XXS,203.36
22,BW,P5,20,22BWP520,19.296
22,BW,P5,30,22BWP530,29.568
22,BW,P5,40,22BWP540,36.224
22,BW,P5,60,22BWP560,49.216
22,BW,P5,80,22BWP580,69.728
22,BW,P5,100,22BWP5100,90.4
22,BW,P5,120,22BWP5120,113.632
22,BW,P5,140,22BWP5140,139.264
22,BW,P5,160,22BWP5160,162.688
22,BW,P5,STD,22BWP5STD,19.296
22,BW,P5,XS,22BWP5XS,25.28
22,BW,P5,XXS,22BWP5XXS,162.688
22,BW,P9,20,22BWP920,24.12
22,BW,P9,30,22BWP930,36.96
22,BW,P9,40,22BWP940,45.28
22,BW,P9,60,22BWP960,61.52
22,BW,P9,80,22BWP980,87.16
22,BW,P9,100,22BWP9100,113
22,BW,P9,120,22BWP9120,142.04
22,BW,P9,140,22BWP9140,174.08
22,BW,P9,160,22BWP9160,203.36
22,BW,P9,STD,22BWP9STD,24.12
22,BW,P9,XS,22BWP9XS,31.6
22,BW,P9,XXS,22BWP9XXS,203.36
22,BW,SS,10S,22BWSS10S,16.884
22,BW,SS,160S,22BWSS160S,142.352
22,BW,SS,20S,22BWSS20S,16.884
22,BW,SS,40S,22BWSS40S,16.884
22,BW,SS,5S,22BWSS5S,16.884
22,BW,SS,80S,22BWSS80S,22.12
22,BW,SS,20,22BWSS20,31.696
22,BW,SS,40,22BWSS40,31.696
22,BW,SS,80,22BWSS80,61.012
22,BW,TI,10S,22BWTI10S,28.944
22,BW,TI,20,22BWTI20,28.944
22,BW,TI,30,22BWTI30,44.352
22,BW,TI,40,22BWTI40,54.336
22,BW,TI,60,22BWTI60,73.824
22,BW,TI,80,22BWTI80,104.592
22,BW,TI,100,22BWTI100,135.6
22,BW,TI,120,22BWTI120,170.448
22,BW,TI,140,22BWTI140,208.896
22,BW,TI,160,22BWTI160,244.032
22,BW,TI,STD,22BWTISTD,28.944
22,BW,TI,XS,22BWTIXS,37.92
22,BW,TI,XXS,22BWTIXXS,244.032
22,DN45,A333,20,22DN45A33320,21.408
22,DN45,A333,30,22DN45A33330,27.928
22,DN45,A333,40,22DN45A33340,30.04
22,DN45,A333,60,22DN45A33360,35.224
22,DN45,A333,80,22DN45A33380,45.656
22,DN45,A333,100,22DN45A333100,61.712
22,DN45,A333,120,22DN45A333120,75.528
22,DN45,A333,140,22DN45A333140,92.64
22,DN45,A333,160,22DN45A333160,108.16
22,DN45,A333,STD,22DN45A333STD,21.408
22,DN45,A333,XS,22DN45A333XS,25.744
22,DN45,A333,XXS,22DN45A333XXS,108.16
22,DN45,CS,20,22DN45CS20,21.408
22,DN45,CS,30,22DN45CS30,27.928
22,DN45,CS,40,22DN45CS40,30.04
22,DN45,CS,60,22DN45CS60,35.224
22,DN45,CS,80,22DN45CS80,45.656
22,DN45,CS,100,22DN45CS100,61.712
22,DN45,CS,120,22DN45CS120,75.528
22,DN45,CS,140,22DN45CS140,92.64
22,DN45,CS,160,22DN45CS160,108.16
22,DN45,CS,STD,22DN45CSSTD,21.408
22,DN45,CS,XS,22DN45CSXS,25.744
22,DN45,CS,XXS,22DN45CSXXS,108.16
22,DN45,HAST,40S,22DN45HAST40S,64.224
22,DN45,INCONEL,10S,22DN45INCONEL10S,53.52
22,DN45,INCONEL,20,22DN45INCONEL20,53.52
22,DN45,INCONEL,30,22DN45INCONEL30,69.82
22,DN45,INCONEL,40,22DN45INCONEL40,75.1
22,DN45,INCONEL,60,22DN45INCONEL60,88.06
22,DN45,INCONEL,80,22DN45INCONEL80,114.14
22,DN45,INCONEL,100,22DN45INCONEL100,154.28
22,DN45,INCONEL,120,22DN45INCONEL120,188.82
22,DN45,INCONEL,140,22DN45INCONEL140,231.6
22,DN45,INCONEL,160,22DN45INCONEL160,270.4
22,DN45,INCONEL,40S,22DN45INCONEL40S,53.52
22,DN45,INCONEL,80S,22DN45INCONEL80S,64.36
22,DN45,INCONEL,XXS,22DN45INCONELXXS,270.4
22,DN45,NICKEL,10S,22DN45NICKEL10S,64.224
22,DN45,NICKEL,20,22DN45NICKEL20,64.224
22,DN45,NICKEL,30,22DN45NICKEL30,83.784
22,DN45,NICKEL,40,22DN45NICKEL40,90.12
22,DN45,NICKEL,60,22DN45NICKEL60,105.672
22,DN45,NICKEL,80,22DN45NICKEL80,136.968
22,DN45,NICKEL,100,22DN45NICKEL100,185.136
22,DN45,NICKEL,120,22DN45NICKEL120,226.584
