BOM PATH, POS, TAG NUMBER, SIZE, DESCRIPTION, LIST QUANTITY, UNIT, TRANSMITTL, GROUP-PERF, SKETCH, PRIORITY, SPEC, CWP
PIPING/6951/13C/578-A,1,CPPD8UCB~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-XS 2""",2.9,ft,78,PIPE,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,2,CDF6B6KK~2X3/4,2X3/4,"- Conc Swage,MSS SP-95,ASTM A234 Gr.WPB,PE, S-XS x S-160 2X3/4""",1,ea,78,FITTINGS,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,3,CR5RGX~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,4,CDFD8UY9~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,3000 Lbs, 2""",1,ea,78,FITTINGS,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,5,CDFD8UY9~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,3000 Lbs, 2""",1,ea,78,FITTINGS,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,6,C2JN2EG~3/4,3/4,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,7,CFGEPNCG~3/4,3/4,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,300 Lbs, 3/4""",1,ea,78,FLANGES,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/578-A,8,C1HZCLMS~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW End/NPTF End,800 Lbs, Tag: VSA07-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-578-A,10,G3A-3,13C
PIPING/6951/13C/579-A,1,CEK5493~2,2,"- Pipes (Length),ASME B36.10,ASTM A335 Gr.P5,PE,Seamless, S-XS 2""",4,ft,78,PIPE,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,2,CJK6TL0~2X2,2X2,"- Eq Te,ASME B16.11,ASTM A182 Gr.F5,SW Ends,3000 Lbs, 2X2""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,3,C1NFF3EL~2X3/4,2X3/4,"- Conc Swage,MSS SP-95,ASTM A234 Gr.WP5 Cl.1,PE, S-XS x S-160 2X3/4""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,4,CJJKGVH~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A182 Gr.F5,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,5,CJJKGVH~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A182 Gr.F5,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,6,C18FRA7U~2,2,"- Full Coup,ASME B16.11,ASTM A182 Gr.F5,SW Ends,3000 Lbs, 2""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,7,C1NFES6X~3/4,3/4,"- Nip,ASME B36.10,ASTM A335 Gr.P5,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,8,C1NFES6X~3/4,3/4,"- Nip,ASME B36.10,ASTM A335 Gr.P5,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,9,CJJJ1C6~2,2,"- SW Flg,ASME B16.5,ASTM A182 Gr.F5,RF/SW End,300 Lbs, 2""",1,ea,78,FLANGES,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,10,CJKRZ2B~3/4,3/4,"- SW Flg,ASME B16.5,ASTM A182 Gr.F5,RF/SW End,600 Lbs, 3/4""",1,ea,78,FLANGES,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,11,C1NFHH5Y~2,2,"- Gat Fem,API 602,ASTM A182 Gr.F5,SW Ends,800 Lbs, Tag: VSH01-800 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,12,C1NFHH60~3/4,3/4,"- Gat Fem,API 602,ASTM A182 Gr.F5,SW End/NPTF End,800 Lbs, Tag: VSH02-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/579-A,13,C1NFHH60~3/4,3/4,"- Gat Fem,API 602,ASTM A182 Gr.F5,SW End/NPTF End,800 Lbs, Tag: VSH02-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-579-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,1,CEK5493~2,2,"- Pipes (Length),ASME B36.10,ASTM A335 Gr.P5,PE,Seamless, S-XS 2""",3.8,ft,78,PIPE,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,2,CJK6TL0~2X2,2X2,"- Eq Te,ASME B16.11,ASTM A182 Gr.F5,SW Ends,3000 Lbs, 2X2""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,3,C1NFF3EL~2X3/4,2X3/4,"- Conc Swage,MSS SP-95,ASTM A234 Gr.WP5 Cl.1,PE, S-XS x S-160 2X3/4""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,4,CJJKGVH~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A182 Gr.F5,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,5,CJJKGVH~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A182 Gr.F5,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,6,C18FRA7U~2,2,"- Full Coup,ASME B16.11,ASTM A182 Gr.F5,SW Ends,3000 Lbs, 2""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,7,C1NFES6X~3/4,3/4,"- Nip,ASME B36.10,ASTM A335 Gr.P5,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,8,C1NFES6X~3/4,3/4,"- Nip,ASME B36.10,ASTM A335 Gr.P5,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,9,CJJJ1C6~2,2,"- SW Flg,ASME B16.5,ASTM A182 Gr.F5,RF/SW End,300 Lbs, 2""",1,ea,78,FLANGES,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,10,CJKRZ2B~3/4,3/4,"- SW Flg,ASME B16.5,ASTM A182 Gr.F5,RF/SW End,600 Lbs, 3/4""",1,ea,78,FLANGES,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,11,C1NFHH5Y~2,2,"- Gat Fem,API 602,ASTM A182 Gr.F5,SW Ends,800 Lbs, Tag: VSH01-800 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,12,C1NFHH60~3/4,3/4,"- Gat Fem,API 602,ASTM A182 Gr.F5,SW End/NPTF End,800 Lbs, Tag: VSH02-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/580-A,13,C1NFHH60~3/4,3/4,"- Gat Fem,API 602,ASTM A182 Gr.F5,SW End/NPTF End,800 Lbs, Tag: VSH02-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-580-A,10,G3H-1-TP1,13C
PIPING/6951/13C/581-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",4.2,ft,78,PIPE,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,2,CKJ135~2X2,2X2,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X2""",1,ea,78,FITTINGS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,3,CED4BTY~2X3/4,2X3/4,"- 2 IN x S-160 / .75 IN x S-160 Con. swage, MSS SP-95, A234 Gr.WPB, PE,",1,ea,78,FITTINGS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,4,CR5RGX~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,5,CR5RGX~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,6,C2JN2EG~3/4,3/4,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,7,C2JN2EG~3/4,3/4,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,8,C18BVN9F~2,2,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,600 Lbs, 2""",1,ea,78,FLANGES,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,9,CFGKG261~3/4,3/4,"- .75 IN x S-160 SW Flange, B16.5, A105, 600 Lbs, RF,",1,ea,78,FLANGES,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,10,C1HZCLLL~2,2,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA01-800 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,11,C1HZCLMS~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW End/NPTF End,800 Lbs, Tag: VSA07-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/581-A,12,C1HZCLMS~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW End/NPTF End,800 Lbs, Tag: VSA07-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-581-A,10,G6A-1,13C
PIPING/6951/13C/582-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",5,ft,78,PIPE,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,2,CKJ135~2X2,2X2,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X2""",1,ea,78,FITTINGS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,3,CED4BTY~2X3/4,2X3/4,"- 2 IN x S-160 / .75 IN x S-160 Con. swage, MSS SP-95, A234 Gr.WPB, PE,",1,ea,78,FITTINGS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,4,CR5RGX~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,5,CR5RGX~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2X3/4""",1,ea,78,FITTINGS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,6,C2JN2EG~3/4,3/4,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,7,C2JN2EG~3/4,3/4,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE,Seamless,L  4in, S-160 3/4""",1,ea,78,FITTINGS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,8,C18BVN9F~2,2,"- SW Flg,ASME B16.5,ASTM A105,RF/SW End,600 Lbs, 2""",1,ea,78,FLANGES,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,9,CFGKG261~3/4,3/4,"- .75 IN x S-160 SW Flange, B16.5, A105, 600 Lbs, RF,",1,ea,78,FLANGES,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,10,C1HZCLLL~2,2,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA01-800 2""",1,ea,78,VALVES / IN-LINE ITEMS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,11,C1HZCLMS~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW End/NPTF End,800 Lbs, Tag: VSA07-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/582-A,12,C1HZCLMS~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW End/NPTF End,800 Lbs, Tag: VSA07-800 3/4""",1,ea,78,VALVES / IN-LINE ITEMS,6951-582-A,10,G6A-1,13C
PIPING/6951/13C/620-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",10.7,ft,83,PIPE,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/620-A,2,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/620-A,3,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/620-A,4,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/620-A,5,C7A18GH~3/4,3/4,"- .75 IN x S-160 SW Flange, B16.5, A105, 1500 Lbs, RF,",1,ea,83,FLANGES,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/620-A,6,C1XK9M7T~3/4,3/4,"- LftChk Fem, API 602, ASTM A105, 800 Lbs, SW Ends, Ball Type Obturator, -, NACE MR0103, see GEMS 3-30-1.9, Tag: VCA101-800 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/620-A,7,C1N6KT8W~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-620-A,10,G6A-5,13C
PIPING/6951/13C/621-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",12,ft,83,PIPE,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,2,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,3,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,4,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,5,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,6,C7A18GH~3/4,3/4,"- .75 IN x S-160 SW Flange, B16.5, A105, 1500 Lbs, RF,",1,ea,83,FLANGES,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,7,C1XK9M7T~3/4,3/4,"- LftChk Fem, API 602, ASTM A105, 800 Lbs, SW Ends, Ball Type Obturator, -, NACE MR0103, see GEMS 3-30-1.9, Tag: VCA101-800 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-A,8,C1N6KT8W~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-621-A,10,G6A-5,13C
PIPING/6951/13C/621-B,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",20,ft,83,PIPE,6951-621-B,10,G6A-5,13C
PIPING/6951/13C/621-B,2,CDFE38PD~3/4X3/4,3/4X3/4,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4X3/4""",1,ea,83,FITTINGS,6951-621-B,10,G6A-5,13C
PIPING/6951/13C/621-B,3,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-B,10,G6A-5,13C
PIPING/6951/13C/621-B,4,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-B,10,G6A-5,13C
PIPING/6951/13C/621-C,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",10.5,ft,83,PIPE,6951-621-C,10,G6A-5,13C
PIPING/6951/13C/621-C,2,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-C,10,G6A-5,13C
PIPING/6951/13C/621-C,3,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-C,10,G6A-5,13C
PIPING/6951/13C/621-C,4,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-C,10,G6A-5,13C
PIPING/6951/13C/621-C,5,CDFE630P~3/4,3/4,"- Full Coup,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-621-C,10,G6A-5,13C
PIPING/6951/13C/622-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",22,ft,83,PIPE,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,2,CDFE38PD~3/4X3/4,3/4X3/4,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4X3/4""",1,ea,83,FITTINGS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,3,CDFE38PD~3/4X3/4,3/4X3/4,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4X3/4""",1,ea,83,FITTINGS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,4,CDFE38PD~3/4X3/4,3/4X3/4,"- Eq Te,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4X3/4""",1,ea,83,FITTINGS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,5,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,6,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,7,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/622-A,8,C1NBJEHR~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW End/NPTF End,800 Lbs, Tag: VSA09-8WB 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-622-A,10,G6A-5,13C
PIPING/6951/13C/623-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",20.6,ft,83,PIPE,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,2,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,3,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,4,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,5,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,6,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,7,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,8,C7A18GH~3/4,3/4,"- .75 IN x S-160 SW Flange, B16.5, A105, 1500 Lbs, RF,",1,ea,83,FLANGES,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,9,C1XK9M7T~3/4,3/4,"- LftChk Fem, API 602, ASTM A105, 800 Lbs, SW Ends, Ball Type Obturator, -, NACE MR0103, see GEMS 3-30-1.9, Tag: VCA101-800 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/623-A,10,C1N6KT8W~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-623-A,10,G6A-5,13C
PIPING/6951/13C/624-A,1,CPP002GK~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 3/4""",20,ft,83,PIPE,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,2,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,3,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,4,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,5,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,6,CDFDKKSL~3/4,3/4,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 3/4""",1,ea,83,FITTINGS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,7,C7A18GH~3/4,3/4,"- .75 IN x S-160 SW Flange, B16.5, A105, 1500 Lbs, RF,",1,ea,83,FLANGES,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,8,C1XK9M7T~3/4,3/4,"- LftChk Fem, API 602, ASTM A105, 800 Lbs, SW Ends, Ball Type Obturator, -, NACE MR0103, see GEMS 3-30-1.9, Tag: VCA101-800 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/624-A,9,C1N6KT8W~3/4,3/4,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 3/4""",1,ea,83,VALVES / IN-LINE ITEMS,6951-624-A,10,G6A-5,13C
PIPING/6951/13C/625-A,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",2,ft,83,PIPE,6951-625-A,10,G1A-15,13C
PIPING/6951/13C/625-A,2,CGU80E9~2,2,"- Nip,ASME B36.10,ASTM A106 Gr.B,PE/NPTM End,Seamless,L  6in, S-160 2""",1,ea,83,FITTINGS,6951-625-A,10,G1A-15,13C
PIPING/6951/13C/625-A,3,C329SWZ5~2,2,"- Union,MSS SP-83,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,83,FITTINGS,6951-625-A,10,G1A-15,13C
PIPING/6951/13C/625-A,4,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,83,FITTINGS,6951-625-A,10,G1A-15,13C
PIPING/6951/13C/625-A,5,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,83,FITTINGS,6951-625-A,10,G1A-15,13C
PIPING/6951/13C/625-A,6,C1N6KT90~2,2,"- Gat Fem,API 602,ASTM A105,SW Ends,800 Lbs, Tag: VSA02-8WB 2""",1,ea,83,VALVES / IN-LINE ITEMS,6951-625-A,10,G1A-15,13C
PIPING/6951/13C/625-B,1,C135SUU~2,2,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-160 2""",1.4,ft,83,PIPE,6951-625-B,10,G1A-15,13C
PIPING/6951/13C/625-B,2,CPP0AANB~3/4,3/4,"- Pipes (Length),ASME B36.10,ASTM A106 Gr.B,PE,Seamless, S-XXS 3/4""",2.5,ft,83,PIPE,6951-625-B,10,G1A-15,13C
PIPING/6951/13C/625-B,3,CJHNPJS~2X3/4,2X3/4,"- Red Te,ASME B16.11,ASTM A105,SW Ends,9000 Lbs, 2X3/4""",1,ea,83,FITTINGS,6951-625-B,10,G1A-15,13C
PIPING/6951/13C/625-B,4,CKG3TG~2,2,"- 90deg Elb,ASME B16.11,ASTM A105,SW Ends,6000 Lbs, 2""",1,ea,83,FITTINGS,6951-625-B,10,G1A-15,13C
