,1462,,,,,,1419,1326,1316,1310,24,0,1182,0,485,992,134,244,280,,,,
SHOP,ISO NO.,PIECE MARK,PA,REF. DWG.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,FAB CODE,PHASE
PA        ,20-A,6951-20-A,#N/A,20B-P-6313304-05,4A                       ,ALUMINUM            ,05/20/2020,05/27/2020,05/27/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
PA        ,20-B,6951-20-B,#N/A,20B-P-6313304-05,4A                       ,ALUMINUM            ,05/20/2020,05/27/2020,05/27/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
PA        ,289-B,6951-289-B,#N/A,20B-P-6313304-04,4A                       ,ALUMINUM            ,05/20/2020,05/28/2020,06/01/2020,06/01/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
PA        ,290-A,6951-290-A,#N/A,20B-P-6313305-02,4A                       ,ALUMINUM            ,05/20/2020,05/28/2020,06/01/2020,06/02/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
PA        ,290-B,6951-290-B,#N/A,20B-P-6313305-02,4A                       ,ALUMINUM            ,05/20/2020,05/28/2020,06/01/2020,06/01/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
PA        ,114-C,6951-114-C,#N/A,20B-CWR-6313377-01,1                        ,BEIGE 88023         ,03/19/2020,03/21/2020,03/22/2020,03/23/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/29/2020,07/01/2020,P4014A    ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,115-A,6951-115-A,#N/A,20B-CWR-6313381-01,1                        ,BEIGE 88023         ,03/19/2020,03/22/2020,03/23/2020,03/23/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/29/2020,07/01/2020,P4014A    ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,116-C,6951-116-C,#N/A,20B-CWS-6313371-01,1                        ,BEIGE 88023         ,03/19/2020,03/21/2020,03/23/2020,03/23/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/29/2020,07/01/2020,P4014A    ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,117-A,6951-117-A,#N/A,20B-CWS-6313379-01,1                        ,BEIGE 88023         ,03/31/2020,04/13/2020,04/14/2020,04/15/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/29/2020,07/01/2020,P4014A    ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,18-A,6951-18-A,#N/A,20B-P-6313304-02,4A                       ,ALUMINUM            ,05/18/2020,05/26/2020,05/28/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/29/2020,07/01/2020,P4014A    ,G3A-3     ,B31.3          ,20B       
PA        ,24-A,6951-24-A,#N/A,20B-P-6313305-06,4A                       ,ALUMINUM            ,05/20/2020,05/26/2020,05/28/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/29/2020,07/01/2020,P4014A    ,G3A-3     ,B31.3          ,20B       
PA        ,15-A,6951-15-A,#N/A,20B-P-6313301-01,4a                       ,ALUMINUM            ,05/20/2020,06/02/2020,06/03/2020,06/04/2020,,,06/10/2020,,06/10/2020,06/11/2020,07/13/2020,,,P4017     ,G1A-3     ,B31.3          ,20B       
PA        ,295-A,6951-295-A,#N/A,30B-P-6413005-01,4A                       ,ALUMINUM            ,05/26/2020,06/02/2020,06/03/2020,06/03/2020,,,,,06/11/2020,06/15/2020,,,,,G3A-3     ,B31.3          ,30B       
PA        ,295-C,6951-295-C,#N/A,30B-P-6413005-01,4A                       ,ALUMINUM            ,05/26/2020,06/02/2020,06/03/2020,06/04/2020,,,,,06/11/2020,06/15/2020,,,,,G3A-3     ,B31.3          ,30B       
PA        ,295-D,6951-295-D,#N/A,30B-P-6413005-01,4A                       ,ALUMINUM            ,05/26/2020,06/02/2020,06/02/2020,06/02/2020,,,,,06/11/2020,06/15/2020,,,,,G3A-3     ,B31.3          ,30B       
PA        ,300-A,6951-300-A,#N/A,30B-P-6413204-03,4A                       ,ALUMINUM            ,06/04/2020,06/23/2020,06/24/2020,06/25/2020,,,,,,,,,,,G3A-3     ,B31.3          ,30B       
PA        ,303-A,6951-303-A,#N/A,30B-P-6413208-03,4A                       ,ALUMINUM            ,06/11/2020,06/22/2020,06/24/2020,06/25/2020,,,,,,,,,,,G3A-3     ,B31.3          ,30B       
PA        ,304-A,6951-304-A,#N/A,30B-P-6413208-04,4A                       ,ALUMINUM            ,06/11/2020,06/25/2020,06/30/2020,07/01/2020,,,,,,,,,,,G3A-3     ,B31.3          ,30B       
PA        ,847-A,6951-847-A,#N/A,30B-P-6413202-02,4A                       ,ALUMINUM            ,06/11/2020,07/06/2020,07/07/2020,07/08/2020,,,,,,,,,,,G3A-3     ,B31.3          ,30B       
PA        ,296-A,6951-296-A,#N/A,30B-P-6413201-01,4A                       ,ALUMINUM            ,05/26/2020,06/03/2020,06/04/2020,06/04/2020,,,06/25/2020,,06/11/2020,06/15/2020,,,,P2018     ,G3A-3     ,B31.3          ,30B       
PA        ,297-A,6951-297-A,#N/A,30B-P-6413202-01,4A                       ,ALUMINUM            ,05/26/2020,06/03/2020,06/03/2020,06/04/2020,,,06/25/2020,,06/11/2020,06/15/2020,,,,P2018     ,G3A-3     ,B31.3          ,30B       
PA        ,298-A,6951-298-A,#N/A,30B-P-6413204-01,4A                       ,ALUMINUM            ,03/19/2020,03/19/2020,03/19/2020,03/21/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,30B       
PA        ,301-A,6951-301-A,#N/A,30B-P-6413208-01,4a                       ,ALUMINUM            ,03/19/2020,03/19/2020,03/19/2020,03/20/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,30B       
PA        ,301-C,6951-301-C,#N/A,30B-P-6413208-01,4A                       ,ALUMINUM            ,06/04/2020,06/16/2020,06/17/2020,06/17/2020,,,06/23/2020,,06/23/2020,06/23/2020,,,,P2026     ,G3A-3     ,B31.3          ,30B       
PA        ,298-B,6951-298-B,#N/A,30B-P-6413204-01,4A                       ,ALUMINUM            ,06/04/2020,06/17/2020,06/18/2020,06/18/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,30B       
PA        ,300-B,6951-300-B,#N/A,30B-P-6413204-03,4A                       ,ALUMINUM            ,06/04/2020,06/18/2020,06/22/2020,06/22/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,30B       
PA        ,301-B,6951-301-B,#N/A,30B-P-6413208-01,4A                       ,ALUMINUM            ,06/11/2020,06/18/2020,06/18/2020,06/22/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G3A-3     ,B31.3          ,30B       
PA        ,302-A,6951-302-A,#N/A,30B-P-6413208-02,4A                       ,ALUMINUM            ,06/04/2020,06/17/2020,06/22/2020,06/23/2020,,,07/01/2020,,07/01/2020,07/02/2020,,,,P2031     ,G3A-3     ,B31.3          ,30B       
PA        ,298-C,6951-298-C,#N/A,30B-P-6413204-01,4A                       ,ALUMINUM            ,06/04/2020,06/18/2020,06/22/2020,06/23/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,30B       
PA        ,302-B,6951-302-B,#N/A,30B-P-6413208-02,4A                       ,ALUMINUM            ,06/04/2020,06/23/2020,06/25/2020,06/25/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,30B       
PA        ,846-A,6951-846-A,#N/A,30B-P-6413201-02,4A                       ,ALUMINUM            ,06/11/2020,06/23/2020,06/24/2020,06/25/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G3A-3     ,B31.3          ,30B       
PA        ,299-A,6951-299-A,#N/A,30B-P-6413204-02,4A                       ,ALUMINUM            ,06/04/2020,06/25/2020,06/30/2020,07/01/2020,,,07/09/2020,,07/09/2020,07/09/2020,,,,P2034     ,G3A-3     ,B31.3          ,30B       
PA        ,299-B,6951-299-B,#N/A,30B-P-6413204-02,4A                       ,ALUMINUM            ,06/04/2020,06/23/2020,06/25/2020,06/25/2020,,,07/09/2020,,07/09/2020,07/09/2020,,,,P2034     ,G3A-3     ,B31.3          ,30B       
PA        ,295-B,6951-295-B,#N/A,30B-P-6413005-01,4A                       ,ALUMINUM            ,03/19/2020,03/22/2020,03/22/2020,03/22/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,30B       
PA        ,296-C,6951-296-C,#N/A,30B-P-6413201-01,4A                       ,ALUMINUM            ,03/19/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,30B       
PA        ,297-C,6951-297-C,#N/A,30B-P-6413202-01,4A                       ,ALUMINUM            ,03/19/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G3A-3     ,B31.3          ,30B       
PA        ,310-A,6951-310-A,6951-310-A,31A-IA-6192009-01,1                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,31A       
PA        ,310-B,6951-310-B,6951-310-B,31A-IA-6192009-01,1                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,31A       
PA        ,335-A,6951-335-A,#N/A,31A-P-6415202-02,6                        ,BEIGE 88023         ,06/24/2020,07/06/2020,07/07/2020,07/09/2020,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,339-A,6951-339-A,#N/A,31A-P-6415214-01,6                        ,BEIGE 88023         ,06/24/2020,07/08/2020,,,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,341-A,6951-341-A,#N/A,31A-P-6415214-03,6                        ,BEIGE 88023         ,06/24/2020,07/07/2020,07/08/2020,07/09/2020,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,343-B,6951-343-B,#N/A,31A-P-6415214-05,6                        ,BEIGE 88023         ,03/19/2020,03/21/2020,03/21/2020,03/21/2020,,,,,,05/11/2020,,04/30/2020,,,G6A-1     ,B31.3          ,31A       
PA        ,343-BR,6951-343-BR,6951-343-BR,31A-P-6415214-05,6                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,345-A,6951-345-A,#N/A,31A-P-6415214-07,6                        ,BEIGE 88023         ,05/18/2020,05/20/2020,06/23/2020,06/23/2020,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,348-A,6951-348-A,#N/A,31A-P-6415302-02,6                        ,BEIGE 88023         ,06/24/2020,07/07/2020,07/08/2020,,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,357-D,6951-357-D,#N/A,31A-P-6415311-04,6                        ,BEIGE 88023         ,05/20/2020,,,,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,360-B,6951-360-B,#N/A,31A-P-6415406-02,6                        ,BEIGE 88023         ,06/24/2020,07/06/2020,07/08/2020,07/09/2020,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,484-A,6951-484-A,#N/A,31A-P-6415115-01,4                        ,BEIGE 88023         ,06/11/2020,06/17/2020,06/22/2020,06/23/2020,,,,,,,,,,,G3A-3     ,B31.3          ,31A       
PA        ,733-A,6951-733-A,6951-733-A,31A-P-6415313-01,4                        ,BEIGE 88023         ,06/29/2020,07/08/2020,07/08/2020,07/09/2020,,,,,,,,,,,G6A-1     ,B31.3          ,31A       
PA        ,307-B,6951-307-B,#N/A,31A-CWR-6415321-01,1                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/21/2020,05/21/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,309-B,6951-309-B,#N/A,31A-CWS-6415320-01,1                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/21/2020,05/21/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,312-A,6951-312-A,#N/A,31A-N-6415208-01,1                        ,BLUE 98702          ,03/18/2020,03/18/2020,03/18/2020,03/19/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1A-3     ,B31.3          ,31A       
PA        ,314-A,6951-314-A,#N/A,31A-P-6311501-01,4                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/21/2020,05/21/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G3A-3     ,B31.3          ,31A       
PA        ,314-B,6951-314-B,#N/A,31A-P-6311501-01,4                        ,BEIGE 88023         ,05/18/2020,05/20/2020,05/26/2020,05/26/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G3A-3     ,B31.3          ,31A       
PA        ,318-B,6951-318-B,#N/A,31A-P-6415107-01,4                        ,BEIGE 88023         ,05/19/2020,05/26/2020,05/27/2020,05/27/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G6A-1     ,B31.3          ,31A       
PA        ,332-A,6951-332-A,#N/A,31A-IA-6192032-01,1                        ,BEIGE 88023         ,03/19/2020,03/21/2020,03/21/2020,03/24/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1A-3     ,B31.3          ,31A       
PA        ,347-A,6951-347-A,#N/A,31A-P-6415216-01,4                        ,BEIGE 88023         ,03/18/2020,03/18/2020,03/18/2020,03/19/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1A-3     ,B31.3          ,31A       
PA        ,358-A,6951-358-A,#N/A,31A-P-6415312-01,4                        ,BEIGE 88023         ,03/26/2020,03/31/2020,04/03/2020,04/06/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1A-3     ,B31.3          ,31A       
PA        ,359-B,6951-359-B,#N/A,31A-P-6415406-01,6                        ,BEIGE 88023         ,05/20/2020,05/21/2020,05/21/2020,05/26/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G6A-1     ,B31.3          ,31A       
PA        ,486-A,6951-486-A,#N/A,31A-P-6415115-03,4                        ,BEIGE 88023         ,05/18/2020,05/26/2020,05/27/2020,05/28/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G3A-3     ,B31.3          ,31A       
PA        ,721-A,6951-721-A,#N/A,31A-CD-6415301-02,4                        ,BEIGE 88023         ,03/18/2020,03/19/2020,03/20/2020,03/20/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G3A-3     ,B31.3          ,31A       
PA        ,307-A,6951-307-A,#N/A,31A-CWR-6415321-01,1                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/26/2020,05/26/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,315-A,6951-315-A,#N/A,31A-P-6415106-01,6                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/26/2020,05/27/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,31A       
PA        ,333-A,6951-333-A,#N/A,31A-P-6415102-01,4                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/26/2020,05/26/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,31A       
PA        ,485-A,6951-485-A,#N/A,31A-P-6415115-02,4                        ,BEIGE 88023         ,05/18/2020,05/19/2020,05/20/2020,05/21/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,31A       
PA        ,485-C,6951-485-C,#N/A,31A-P-6415115-02,4                        ,BEIGE 88023         ,05/18/2020,05/20/2020,05/21/2020,05/26/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,31A       
PA        ,486-B,6951-486-B,#N/A,31A-P-6415115-03,4                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/26/2020,05/27/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,31A       
PA        ,309-A,6951-309-A,#N/A,31A-CWS-6415320-01,1                        ,BEIGE 88023         ,05/18/2020,05/21/2020,05/27/2020,05/27/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,341-B,6951-341-B,#N/A,31A-P-6415214-03,6                        ,BEIGE 88023         ,05/19/2020,05/26/2020,05/28/2020,05/28/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G6A-1     ,B31.3          ,31A       
PA        ,730-A,6951-730-A,#N/A,31A-P-6415209-01,4                        ,BEIGE 88023         ,05/20/2020,05/27/2020,06/01/2020,06/01/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G6A-1     ,B31.3          ,31A       
PA        ,853-A,6951-853-A,#N/A,31A-CWR-6415404-01,1                        ,BEIGE 88023         ,05/19/2020,05/26/2020,05/26/2020,05/27/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,334-A,6951-334-A,#N/A,31A-P-6415106-04,6                        ,BEIGE 88023         ,05/28/2020,06/03/2020,06/04/2020,06/04/2020,,,06/11/2020,,06/11/2020,06/22/2020,,,,P2019     ,G3A-3     ,B31.3          ,31A       
PA        ,339-B,6951-339-B,#N/A,31A-P-6415214-01,6                        ,BEIGE 88023         ,05/20/2020,06/03/2020,06/08/2020,06/08/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2022     ,G6A-1     ,B31.3          ,31A       
PA        ,363-A,6951-363-A,#N/A,31A-P-6415506-01,6                        ,BEIGE 88023         ,05/19/2020,06/04/2020,06/04/2020,06/08/2020,,,06/16/2020,,06/16/2020,06/24/2020,,,,P2023     ,G6A-1     ,B31.3          ,31A       
PA        ,363-B,6951-363-B,#N/A,31A-P-6415506-02,6                        ,BEIGE 88023         ,05/18/2020,06/09/2020,06/09/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/24/2020,,,,P2023     ,G6A-1     ,B31.3          ,31A       
PA        ,727-A,6951-727-A,#N/A,31A-N-6416307-01,1                        ,BLUE 98702          ,03/19/2020,03/21/2020,03/21/2020,03/21/2020,,,06/16/2020,,06/16/2020,06/24/2020,,,,P2023     ,G1A-3     ,B31.3          ,31A       
PA        ,728-A,6951-728-A,#N/A,31A-N-6417307-01,1                        ,BLUE 98702          ,03/19/2020,03/21/2020,03/21/2020,03/21/2020,,,06/16/2020,,06/16/2020,06/24/2020,,,,P2023     ,G1A-3     ,B31.3          ,31A       
PA        ,853-B,6951-853-B,#N/A,31A-CWR-6415404-01,1                        ,BEIGE 88023         ,05/20/2020,06/04/2020,06/08/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/24/2020,,,,P2023     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,858-B,6951-858-B,#N/A,31A-P-6415114-01,4                        ,BEIGE 88023         ,05/20/2020,06/01/2020,06/01/2020,06/01/2020,,,06/16/2020,,06/16/2020,06/24/2020,,,,P2023     ,G3A-3     ,B31.3          ,31A       
PA        ,854-B,6951-854-B,#N/A,31A-CWS-6415401-01,1                        ,BEIGE 88023         ,05/19/2020,06/03/2020,06/08/2020,06/09/2020,,,06/16/2020,,06/18/2020,06/22/2020,,,,P2024     ,G1U-4-TP1 ,B31.3          ,31A       
PA        ,354-A,6951-354-A,#N/A,31A-P-6415311-01,6                        ,BEIGE 88023         ,05/28/2020,06/04/2020,06/09/2020,06/29/2020,,,06/30/2020,,06/30/2020,07/01/2020,,,,P2028     ,G6A-1     ,B31.3          ,31A       
PA        ,323-A,6951-323-A,#N/A,31A-P-6415206-01,4                        ,BEIGE 88023         ,06/16/2020,06/17/2020,06/18/2020,06/18/2020,,,06/24/2020,,06/24/2020,06/25/2020,,,,P2029     ,G6A-1     ,B31.3          ,31A       
PA        ,725-B,6951-725-B,#N/A,31A-N-6193076-01,1                        ,BLUE 98702          ,06/25/2020,07/07/2020,07/07/2020,07/08/2020,,,,,,,,,,P2033     ,G1A-3     ,B31.3          ,31A       
PA        ,338-A,6951-338-A,#N/A,31A-P-6415206-02,4                        ,BEIGE 88023         ,06/24/2020,06/30/2020,07/06/2020,07/08/2020,,,,,,,,,,P2035     ,G6A-1     ,B31.3          ,31A       
PA        ,310-C,6951-310-C,#N/A,31A-IA-6192009-01,1                        ,BEIGE 88023         ,03/19/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G1A-3     ,B31.3          ,31A       
PA        ,310-D,6951-310-D,#N/A,31A-IA-6192009-01,1                        ,BEIGE 88023         ,03/19/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G1A-3     ,B31.3          ,31A       
PA        ,313-A,6951-313-A,#N/A,31A-N-6415309-01,1                        ,BLUE 98702          ,03/18/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G1A-3     ,B31.3          ,31A       
PA        ,322-B,6951-322-B,#N/A,31A-P-6415202-06,4                        ,BEIGE 88023         ,03/18/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G6A-1     ,B31.3          ,31A       
PA        ,327-B,6951-327-B,#N/A,31A-P-6415302-05,4                        ,BEIGE 88023         ,03/18/2020,03/19/2020,03/19/2020,03/20/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G6A-1     ,B31.3          ,31A       
PA        ,360-A,6951-360-A,#N/A,31A-P-6415406-02,6                        ,BEIGE 88023         ,03/19/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G6A-1     ,B31.3          ,31A       
PA        ,362-A,6951-362-A,#N/A,31A-P-6415406-04,4                        ,BEIGE 88023         ,03/18/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G6A-1     ,B31.3          ,31A       
PA        ,731-B,6951-731-B,#N/A,31A-P-6415210-01,4                        ,BEIGE 88023         ,03/18/2020,03/19/2020,03/19/2020,03/19/2020,,,06/03/2020,,,05/11/2020,,06/23/2020,06/30/2020,P4002     ,G6A-1     ,B31.3          ,31A       
PA        ,316-A,6951-316-A,#N/A,31A-P-6415106-02,6                        ,BEIGE 88023         ,03/19/2020,03/21/2020,03/29/2020,03/29/2020,,,06/03/2020,,05/06/2020,05/07/2020,,06/24/2020,06/25/2020,P4004     ,G3A-3     ,B31.3          ,31A       
