,1462,,,,,,1419,1326,1316,1310,24,0,1182,0,485,992,134,244,280,,,,
SHOP,ISO NO.,PIECE MARK,PA,REF. DWG.,PAINT SYS.,TOP COAT,DATE PULL,FIRST FIT,FINAL FIT,WELD OUT,DATE TO STRESS,BACK AT SHOP,SHOP QC,CLIENT QC,READY TO SHIP COATING,SHIP TO COATING,APPROVAL TO SHIP,READY TO SHIP,TO SITE,LOAD NO.,SPEC.,FAB CODE,PHASE
PA        ,769-A,6951-769-A,#N/A,14B-P-6120006-02,4                        ,BEIGE 88023         ,04/27/2020,05/12/2020,05/19/2020,05/19/2020,,,05/26/2020,,05/27/2020,05/27/2020,,07/02/2020,07/06/2020,P4009     ,G1A-3     ,B31.3          ,14B       
PA        ,772-A,6951-772-A,#N/A,14B-P-6120309-01,4                        ,BEIGE 88023         ,05/13/2020,05/19/2020,05/20/2020,05/26/2020,,,05/26/2020,,05/27/2020,05/27/2020,,07/02/2020,07/06/2020,P4009     ,G1A-3     ,B31.3          ,14B       
PA        ,773-B,6951-773-B,#N/A,14B-P-6120309-02,4                        ,BEIGE 88023         ,05/13/2020,05/19/2020,05/19/2020,05/19/2020,,,05/26/2020,,05/27/2020,05/27/2020,,07/02/2020,07/06/2020,P4009     ,G1A-3     ,B31.3          ,14B       
PA        ,774-B,6951-774-B,#N/A,14B-P-6120309-03,4                        ,BEIGE 88023         ,05/13/2020,05/14/2020,05/14/2020,05/18/2020,,,05/26/2020,,05/27/2020,05/27/2020,,07/02/2020,07/06/2020,P4009     ,G1A-3     ,B31.3          ,14B       
PA        ,612-A,6951-612-A,#N/A,14B-P-6121902-01,4                        ,BEIGE 88023         ,03/26/2020,03/31/2020,04/23/2020,04/23/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G1A-5     ,B31.3          ,14B       
PA        ,672,6951-672-A,#N/A,14B-P-6123404-01,4                        ,BEIGE 88023         ,05/06/2020,05/14/2020,05/18/2020,05/18/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G3A-3     ,B31.3          ,14B       
PA        ,819-C,6951-819-C,#N/A,14B-LS-6122014-01,6A                       ,ALUMINUM            ,05/12/2020,05/18/2020,05/18/2020,05/18/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G1A-3     ,B31.3          ,14B       
PA        ,825-C,6951-825-C,#N/A,14B-NG-6122401-01,4                        ,BEIGE 88023         ,05/12/2020,05/14/2020,05/14/2020,05/14/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G3A-3     ,B31.3          ,14B       
PA        ,830,6951-830-D,#N/A,14B-PW-6122122-01,1                        ,BEIGE 88023         ,05/04/2020,05/19/2020,05/19/2020,05/21/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G1U-7-TP1 ,B31.3          ,14B       
PA        ,610-C,6951-610-C,#N/A,14B-P-6120302-02,4                        ,BEIGE 88023         ,04/27/2020,04/30/2020,05/13/2020,05/14/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-3     ,B31.3          ,14B       
PA        ,634-A,6951-634-A,#N/A,14B-FL-6120207-01,4                        ,ALUMINUM            ,05/05/2020,05/14/2020,05/18/2020,05/19/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-5     ,B31.3          ,14B       
PA        ,635-A,6951-635-A,#N/A,14B-FL-6120207-02,4                        ,ALUMINUM            ,05/05/2020,05/13/2020,05/14/2020,05/14/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-5     ,B31.3          ,14B       
PA        ,635-B,6951-635-B,#N/A,14B-FL-6120207-02,4                        ,ALUMINUM            ,05/05/2020,05/13/2020,05/13/2020,05/14/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-5     ,B31.3          ,14B       
PA        ,636-C,6951-636-C,#N/A,14B-FL-6122005-01,4                        ,BEIGE 88023         ,05/06/2020,05/14/2020,05/18/2020,05/19/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-5     ,B31.3          ,14B       
PA        ,667-A,6951-667-A,#N/A,14B-P-6120301-01,6                        ,BEIGE 88023         ,05/05/2020,05/18/2020,05/20/2020,05/21/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-3     ,B31.3          ,14B       
PA        ,673-A,6951-673-A,#N/A,14B-P-6123404-02,4                        ,BEIGE 88023         ,05/06/2020,05/14/2020,05/18/2020,05/19/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G3A-3     ,B31.3          ,14B       
PA        ,697-A,6951-697-A,#N/A,14B-P-6119934-03,6                        ,BEIGE 88023         ,04/27/2020,05/12/2020,05/20/2020,05/20/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-3     ,B31.3          ,14B       
PA        ,761-A,6951-761-A,#N/A,14B-FL-6120310-02,4                        ,ALUMINUM            ,05/13/2020,05/14/2020,05/18/2020,05/19/2020,,,05/27/2020,,05/28/2020,06/01/2020,06/23/2020,06/23/2020,06/30/2020,P4011     ,G1A-5     ,B31.3          ,14B       
PA        ,658-A,6951-658-A,#N/A,14B-P-6120113-03,6                        ,BEIGE 88023         ,05/12/2020,05/20/2020,05/27/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G1A-3     ,B31.3          ,14B       
PA        ,694-A,6951-694-A,#N/A,14B-P-6119901-03,6                        ,BEIGE 88023         ,04/27/2020,06/01/2020,06/01/2020,06/01/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G1A-3     ,B31.3          ,14B       
PA        ,694-B,6951-694-B,#N/A,14B-P-6119901-03,6                        ,BEIGE 88023         ,05/13/2020,05/19/2020,05/26/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G1A-3     ,B31.3          ,14B       
PA        ,864-B,6951-864-B,#N/A,14B-P-6120006-04,4                        ,BEIGE 88023         ,05/20/2020,05/21/2020,05/27/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G1A-3     ,B31.3          ,14B       
PA        ,865-B,6951-865-B,#N/A,14B-P-6120309-04,4                        ,BEIGE 88023         ,05/20/2020,05/27/2020,06/01/2020,06/01/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G1A-3     ,B31.3          ,14B       
PA        ,697-B,6951-697-B,#N/A,14B-P-6119934-03,6                        ,BEIGE 88023         ,05/13/2020,05/27/2020,06/02/2020,06/03/2020,,,06/10/2020,,06/10/2020,06/11/2020,07/13/2020,,,P4017     ,G1A-3     ,B31.3          ,14B       
PA        ,74-A,6951-74-A,6951-74-A,15A-LS-6122301-01,6A                       ,ALUMINUM            ,,,,,,,,,,,,,,,G1A-3     ,B31.3          ,15A       
PA        ,78-D,6951-78-D,#N/A,15A-PW-6196540-01,NONE                     ,-                   ,03/10/2020,03/10/2020,03/10/2020,03/11/2020,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,15A       
PA        ,79-D,6951-79-D,#N/A,15A-PW-6196540-02,NONE                     ,-                   ,03/10/2020,03/12/2020,03/12/2020,03/13/2020,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,15A       
PA        ,74,6951-74-B,#N/A,15A-LS-6122301-01,6A                       ,ALUMINUM            ,03/19/2020,03/21/2020,03/21/2020,03/21/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,15A       
PA        ,75-B,6951-75-B,#N/A,15A-LS-6122301-02,6A                       ,ALUMINUM            ,03/19/2020,03/22/2020,03/22/2020,03/22/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,15A       
PA        ,77-C,6951-77-C,#N/A,15A-LS-6122303-02,6A                       ,ALUMINUM            ,03/10/2020,03/10/2020,03/10/2020,03/11/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,15A       
PA        ,74,6951-74-C,#N/A,15A-LS-6122301-01,6A                       ,ALUMINUM            ,03/19/2020,03/21/2020,03/21/2020,03/21/2020,,,05/11/2020,,05/11/2020,05/13/2020,,,,P2003     ,G1A-3     ,B31.3          ,15A       
PA        ,76,6951-76-B,#N/A,15A-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/02/2020,04/06/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,15A       
PA        ,76,6951-76-C,#N/A,15A-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/02/2020,04/06/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,15A       
PA        ,76,6951-76-D,#N/A,15A-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/02/2020,04/06/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,15A       
PA        ,75-A,6951-75-A,#N/A,15A-LS-6122301-02,6A                       ,ALUMINUM            ,05/18/2020,05/27/2020,05/28/2020,06/01/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G1A-3     ,B31.3          ,15A       
PA        ,82-A,6951-82-A,#N/A,15B-PW-6196540-01,1                        ,BIEGE 88023         ,03/10/2020,03/12/2020,03/12/2020,03/12/2020,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,15B       
PA        ,80-D,6951-80-D,#N/A,15B-LS-6122301-01,6A                       ,ALUMINUM            ,03/19/2020,03/22/2020,03/22/2020,03/22/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,15B       
PA        ,81-A,6951-81-A,#N/A,15B-LS-6122303-01,6A                       ,ALUMINUM            ,03/10/2020,03/10/2020,03/10/2020,03/11/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,15B       
PA        ,81,6951-81-B,#N/A,15B-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/03/2020,04/06/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,15B       
PA        ,80,6951-80-A,#N/A,15B-LS-6122301-01,6A                       ,ALUMINUM            ,05/18/2020,05/21/2020,05/21/2020,05/26/2020,,,05/26/2020,,05/27/2020,05/27/2020,,07/02/2020,07/06/2020,P4009     ,G1A-3     ,B31.3          ,15B       
PA        ,80,6951-80-B,#N/A,15B-LS-6122301-01,6A                       ,ALUMINUM            ,05/18/2020,05/21/2020,05/27/2020,05/28/2020,,,06/03/2020,,06/03/2020,06/04/2020,,06/23/2020,06/24/2020,P4010     ,G1A-3     ,B31.3          ,15B       
PA        ,81,6951-81-C,#N/A,15B-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/03/2020,04/06/2020,,,06/09/2020,,06/03/2020,06/29/2020,,06/29/2020,07/01/2020,P4014A    ,G1A-3     ,B31.3          ,15B       
PA        ,83-A,6951-83-A,#N/A,15C-LS-6122301-01,6A                       ,ALUMINUM            ,03/19/2020,03/21/2020,03/21/2020,03/22/2020,,,05/11/2020,,05/11/2020,05/13/2020,,,,P2003     ,G1A-3     ,B31.3          ,15C       
PA        ,84,6951-84-A,#N/A,15C-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/03/2020,04/07/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,15C       
PA        ,84,6951-84-B,#N/A,15C-LS-6122303-01,6A                       ,ALUMINUM            ,03/27/2020,03/31/2020,04/03/2020,04/07/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-3     ,B31.3          ,15C       
PA        ,91,6951-91-A,6951-91-A,16A-LS-6122301-01,6a                       ,ALUMINUM            ,06/29/2020,,,,,,,,,,,,,,G1A-3     ,B31.3          ,16A       
PA        ,91,6951-91-B,6951-91-B,16A-LS-6122301-01,6a                       ,ALUMINUM            ,06/29/2020,07/13/2020,,,,,,,,,,,,,G1A-3     ,B31.3          ,16A       
PA        ,94,6951-94-A,6951-94-A,16A-PW-6122801-01,3                        ,BEIGE 88023         ,06/29/2020,,,,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,16A       
PA        ,94,6951-94-B,6951-94-B,16A-PW-6122801-01,3                        ,BEIGE 88023         ,06/29/2020,,,,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,16A       
PA        ,90,6951-90-A,#N/A,16A-IA-6122406-01,3                        ,BEIGE 88023         ,05/28/2020,06/08/2020,06/08/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,90,6951-90-B,#N/A,16A-IA-6122406-01,3                        ,BEIGE 88023         ,05/28/2020,06/08/2020,06/08/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,90,6951-90-C,#N/A,16A-IA-6122406-01,3                        ,BEIGE 88023         ,05/28/2020,06/08/2020,06/08/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,90,6951-90-D,#N/A,16A-IA-6122406-01,3                        ,BEIGE 88023         ,05/28/2020,06/08/2020,06/08/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,92,6951-92-A,#N/A,16A-NG-6122402-01,3                        ,BEIGE 88023         ,05/28/2020,06/15/2020,06/15/2020,06/15/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G3A-3     ,B31.3          ,16A       
PA        ,92,6951-92-B,#N/A,16A-NG-6122402-01,3                        ,BEIGE 88023         ,05/28/2020,06/15/2020,06/15/2020,06/15/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G3A-3     ,B31.3          ,16A       
PA        ,92,6951-92-C,#N/A,16A-NG-6122402-01,3                        ,BEIGE 88023         ,05/28/2020,06/15/2020,06/15/2020,06/15/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G3A-3     ,B31.3          ,16A       
PA        ,92,6951-92-D,#N/A,16A-NG-6122402-01,3                        ,BEIGE 88023         ,05/28/2020,06/15/2020,06/15/2020,06/15/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G3A-3     ,B31.3          ,16A       
PA        ,93,6951-93-A,#N/A,16A-PA-6192105-01,3                        ,BEIGE 88023         ,05/28/2020,06/11/2020,06/11/2020,06/11/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,93,6951-93-B,#N/A,16A-PA-6192105-01,3                        ,BEIGE 88023         ,05/28/2020,06/11/2020,06/11/2020,06/11/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,93,6951-93-C,#N/A,16A-PA-6192105-01,3                        ,BEIGE 88023         ,05/28/2020,06/11/2020,06/11/2020,06/11/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,93,6951-93-D,#N/A,16A-PA-6192105-01,3                        ,BEIGE 88023         ,05/28/2020,06/11/2020,06/11/2020,06/15/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1A-3     ,B31.3          ,16A       
PA        ,201,6951-201-A,#N/A,16A-N-6193075-01,3                        ,BLUE 98702          ,05/28/2020,06/09/2020,06/09/2020,06/09/2020,,,06/23/2020,,06/24/2020,06/25/2020,,,,P2030     ,G1A-3     ,B31.3          ,16A       
PA        ,201,6951-201-B,#N/A,16A-N-6193075-01,3                        ,BLUE 98702          ,05/28/2020,06/09/2020,06/09/2020,06/09/2020,,,06/23/2020,,06/24/2020,06/25/2020,,,,P2030     ,G1A-3     ,B31.3          ,16A       
PA        ,88-D,6951-88-D,#N/A,16A-CWS-6122906-01,3                        ,BEIGE 88023         ,06/11/2020,06/23/2020,06/29/2020,06/29/2020,,,07/07/2020,,07/07/2020,07/07/2020,,,,P2032     ,G1U-4-TP1 ,B31.3          ,16A       
PA        ,86,6951-86-A,#N/A,16A-BD-6122930-01,3                        ,BEIGE 88023         ,06/24/2020,07/06/2020,07/06/2020,07/07/2020,,,,,,,,,,P2033     ,G1U-4-TP1 ,B31.3          ,16A       
PA        ,86,6951-86-B,#N/A,16A-BD-6122930-01,3                        ,BEIGE 88023         ,06/24/2020,07/06/2020,07/06/2020,07/07/2020,,,,,,,,,,P2035     ,G1U-4-TP1 ,B31.3          ,16A       
PA        ,107-A,6951-107-A,#N/A,16B-PW-6196540-01,NONE                     ,-                   ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,16B       
PA        ,107-B,6951-107-B,#N/A,16B-PW-6196540-01,NONE                     ,-                   ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,,,,,,,,,G1U-7-TP1 ,B31.3          ,16B       
PA        ,203-A,6951-203-A,#N/A,16B-N-6193075-01,3                        ,BLUE 98702          ,06/24/2020,07/08/2020,07/08/2020,,,,,,,,,,,,G1A-3     ,B31.3          ,16B       
PA        ,100-A,6951-100-A,#N/A,16B-IA-6122406-02,3                        ,BEIGE 88023         ,03/10/2020,03/10/2020,03/10/2020,03/14/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,101-A,6951-101-A,#N/A,16B-LS-6122303-01,6A                       ,ALUMINUM            ,03/10/2020,03/12/2020,03/12/2020,03/12/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,101-B,6951-101-B,#N/A,16B-LS-6122303-01,6A                       ,ALUMINUM            ,03/10/2020,03/14/2020,03/14/2020,03/14/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,102-A,6951-102-A,#N/A,16B-LS-6196135-01,6A                       ,ALUMINUM            ,03/10/2020,03/14/2020,03/14/2020,03/14/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,103,6951-103-A,#N/A,16B-NG-6122402-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G3A-3     ,B31.3          ,16B       
PA        ,103,6951-103-B,#N/A,16B-NG-6122402-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G3A-3     ,B31.3          ,16B       
PA        ,105,6951-105-A,#N/A,16B-PA-6192105-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,105,6951-105-B,#N/A,16B-PA-6192105-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,106-A,6951-106-A,#N/A,16B-PW-6122801-01,3                        ,BEIGE 88023         ,03/10/2020,03/10/2020,03/10/2020,03/11/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1U-7-TP1 ,B31.3          ,16B       
PA        ,99,6951-99-A,#N/A,16B-IA-6122406-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/14/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,99,6951-99-B,#N/A,16B-IA-6122406-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G1A-3     ,B31.3          ,16B       
PA        ,104-A,6951-104-A,#N/A,16B-NG-6122402-02,3                        ,BEIGE 88023         ,03/10/2020,03/10/2020,03/10/2020,03/11/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G3A-3     ,B31.3          ,16B       
PA        ,97,6951-97-A,#N/A,16B-CWR-6190004-01,3                        ,BEIGE 88023         ,06/08/2020,06/09/2020,06/09/2020,06/09/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1U-4-TP1 ,B31.3          ,16B       
PA        ,97-C,6951-97-C,#N/A,16B-CWR-6190004-01,3                        ,BEIGE 88023         ,06/08/2020,06/10/2020,06/11/2020,06/15/2020,,,06/16/2020,,06/16/2020,06/18/2020,,,,P2020     ,G1U-4-TP1 ,B31.3          ,16B       
PA        ,97,6951-97-B,#N/A,16B-CWR-6190004-01,3                        ,BEIGE 88023         ,06/08/2020,06/09/2020,06/09/2020,06/10/2020,,,06/23/2020,,06/24/2020,06/25/2020,,,,P2030     ,G1U-4-TP1 ,B31.3          ,16B       
PA        ,96-A,6951-96-A,#N/A,16B-C-6122706-01,3                        ,BEIGE 88023         ,03/10/2020,03/13/2020,03/13/2020,03/13/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1A-9     ,B31.3          ,16B       
PA        ,837-D,6951-837-D,6951-837-D,20B-FL-6313373-01,4                        ,BEIGE 88023         ,,,,,,,,,,,,,,,G3A-5     ,B31.3          ,20B       
PA        ,22-A,6951-22-A,#N/A,20B-P-6313305-03,4A                       ,ALUMINUM            ,03/17/2020,03/18/2020,03/18/2020,03/22/2020,,,03/26/2020,,03/26/2020,05/11/2020,,,,P2001     ,G3A-3     ,B31.3          ,20B       
PA        ,14-A,6951-14-A,#N/A,20B-P-6313005-01,4a                       ,ALUMINUM            ,05/20/2020,05/27/2020,05/27/2020,05/28/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2012     ,G1A-3     ,B31.3          ,20B       
PA        ,204-A,6951-204-A,#N/A,20B-OW-6313375-01,1                        ,BEIGE 88023         ,03/31/2020,04/28/2020,04/28/2020,04/28/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G1A-15    ,B31.3          ,20B       
PA        ,204-D,6951-204-D,#N/A,20B-OW-6313375-01,1                        ,BEIGE 88023         ,03/31/2020,04/30/2020,04/30/2020,04/30/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G1A-15    ,B31.3          ,20B       
PA        ,208-A,6951-208-A,#N/A,20B-P-6313305-05,4A                       ,ALUMINUM            ,05/19/2020,05/21/2020,05/21/2020,05/26/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,20B       
PA        ,21-A,6951-21-A,#N/A,20B-P-6313305-01,4A                       ,ALUMINUM            ,05/20/2020,05/27/2020,05/27/2020,05/27/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,20B       
PA        ,23-A,6951-23-A,#N/A,20B-P-6313305-04,4A                       ,ALUMINUM            ,05/20/2020,05/28/2020,05/28/2020,05/28/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,20B       
PA        ,23-B,6951-23-B,#N/A,20B-P-6313305-04,4A                       ,ALUMINUM            ,05/27/2020,05/28/2020,05/28/2020,06/01/2020,,,06/01/2020,,06/01/2020,06/02/2020,,,,P2013     ,G3A-3     ,B31.3          ,20B       
PA        ,289-A,6951-289-A,#N/A,20B-P-6313304-04,4A                       ,ALUMINUM            ,05/20/2020,06/02/2020,06/02/2020,06/02/2020,,,06/08/2020,,06/08/2020,06/08/2020,,,,P2015     ,G3A-3     ,B31.3          ,20B       
PA        ,207-A,6951-207-A,#N/A,20B-P-6313304-01,4A                       ,ALUMINUM            ,05/28/2020,06/03/2020,06/04/2020,06/04/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2022     ,G3A-3     ,B31.3          ,20B       
PA        ,290-C,6951-290-C,#N/A,20B-P-6313305-02,4A                       ,ALUMINUM            ,05/20/2020,06/02/2020,06/02/2020,06/03/2020,,,06/10/2020,,06/11/2020,06/15/2020,,,,P2022     ,G3A-3     ,B31.3          ,20B       
PA        ,16-A,6951-16-A,#N/A,20B-P-6313302-02,4A                       ,ALUMINUM            ,06/24/2020,07/02/2020,07/02/2020,07/02/2020,,,07/09/2020,,07/09/2020,07/09/2020,,,,P2034     ,G3A-3     ,B31.3          ,20B       
PA        ,17-A,6951-17-A,#N/A,20B-P-6313303-02,4A                       ,ALUMINUM            ,06/24/2020,07/01/2020,07/02/2020,07/06/2020,,,07/09/2020,,07/09/2020,07/09/2020,,,,P2034     ,G3A-3     ,B31.3          ,20B       
PA        ,19-A,6951-19-A,#N/A,20B-P-6313304-03,4A                       ,ALUMINUM            ,03/17/2020,03/18/2020,03/18/2020,03/22/2020,,,06/03/2020,,05/06/2020,05/07/2020,,06/24/2020,06/25/2020,P4004     ,G3A-3     ,B31.3          ,20B       
PA        ,114-A,6951-114-A,#N/A,20B-CWR-6313377-01,1                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,114-B,6951-114-B,#N/A,20B-CWR-6313377-01,1                        ,BEIGE 88023         ,03/18/2020,03/21/2020,03/21/2020,03/21/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,116-A,6951-116-A,#N/A,20B-CWS-6313371-01,1                        ,BEIGE 88023         ,03/18/2020,03/20/2020,03/20/2020,03/20/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,116-B,6951-116-B,#N/A,20B-CWS-6313371-01,1                        ,BEIGE 88023         ,03/31/2020,04/13/2020,04/13/2020,04/13/2020,,,06/03/2020,,05/12/2020,05/13/2020,07/13/2020,,,P4006     ,G1U-4-TP1 ,B31.3          ,20B       
PA        ,16-B,6951-16-B,#N/A,20B-P-6313302-02,4A                       ,ALUMINUM            ,05/18/2020,05/28/2020,05/28/2020,05/28/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
PA        ,17-B,6951-17-B,#N/A,20B-P-6313303-02,4A                       ,ALUMINUM            ,05/18/2020,05/28/2020,06/01/2020,06/01/2020,,,06/09/2020,,06/03/2020,06/04/2020,,06/25/2020,06/29/2020,P4014     ,G3A-3     ,B31.3          ,20B       
